family,scientificNameWithoutAuthorship,scientificNameAuthorship
FABACEAE,"Bocoa ratteri",
FABACEAE,"Calliandra gardneri",
FABACEAE,"Calliandra imbricata",
FABACEAE,"Calliandra linearis",
FABACEAE,"Calliandra santosiana",
FABACEAE,"Calliandra semisepulta",
FABACEAE,"Chamaecrista adamantina",
FABACEAE,"Chamaecrista altoana",
FABACEAE,"Chamaecrista caiapo",
FABACEAE,"Chamaecrista caracensis",
FABACEAE,"Chamaecrista catapodia",
FABACEAE,"Chamaecrista catiarae",
FABACEAE,"Chamaecrista centiflora",
FABACEAE,"Chamaecrista coradinii",
FABACEAE,"Chamaecrista coriacea",
FABACEAE,"Chamaecrista cytisoides",
FABACEAE,"Chamaecrista deltoidea",
FABACEAE,"Chamaecrista dumalis",
FABACEAE,"Chamaecrista ericifolia",
FABACEAE,"Chamaecrista fuscescens",
FABACEAE,"Chamaecrista geraldi",
FABACEAE,"Chamaecrista gumminans",
FABACEAE,"Chamaecrista gymnothyrsa",
FABACEAE,"Chamaecrista hatschbachii",
FABACEAE,"Chamaecrista itabiritoana",
FABACEAE,"Chamaecrista ixodes",
FABACEAE,"Chamaecrista lavradioides",
FABACEAE,"Chamaecrista leucopilis",
FABACEAE,"Chamaecrista macedoi",
FABACEAE,"Chamaecrista ochrosperma",
FABACEAE,"Chamaecrista pachyclada",
FABACEAE,"Chamaecrista phyllostachya",
FABACEAE,"Chamaecrista pilicarpa",
FABACEAE,"Chamaecrista polymorpha",
FABACEAE,"Chamaecrista psoraleopsis",
FABACEAE,"Chamaecrista simplifacta",
FABACEAE,"Chamaecrista vauthieri",
FABACEAE,"Chamaecrista virginis",
FABACEAE,"Crotalaria goiasensis",
FABACEAE,"Crotalaria irwinii",
FABACEAE,"Crotalaria rufipila",
FABACEAE,"Desmodium glabrescens",
FABACEAE,"Desmodium juruenense",
FABACEAE,"Mimosa cryptothamnos",
FABACEAE,"Mimosa cyclophylla",
FABACEAE,"Mimosa decorticans",
FABACEAE,"Mimosa humivagans",
FABACEAE,"Mimosa laniceps",
FABACEAE,"Mimosa lepidophora",
FABACEAE,"Mimosa manidea",
FABACEAE,"Mimosa oligosperma",
FABACEAE,"Mimosa pycnocoma",
FABACEAE,"Mimosa pyrenea",
FABACEAE,"Mimosa regina",
FABACEAE,"Mimosa setosissima",
FABACEAE,"Mimosa splendida",
FABACEAE,"Mimosa ulbrichiana",
FABACEAE,"Mimosa ulei",
PASSIFLORACEAE,"Passiflora actinia",Hook.
PASSIFLORACEAE,"Passiflora amethystina",J.C.Mikan
PASSIFLORACEAE,"Passiflora campanulata",Mast.
PASSIFLORACEAE,"Passiflora edulis",Sims
PASSIFLORACEAE,"Passiflora eichleriana",Mast.
PASSIFLORACEAE,"Passiflora elegans",Mast.
PASSIFLORACEAE,"Passiflora hatschbachii",Cervi
PASSIFLORACEAE,"Passiflora imbeana",Sacco
PASSIFLORACEAE,"Passiflora ischnoclada",Harms
PASSIFLORACEAE,"Passiflora malacophylla",Mast.
PASSIFLORACEAE,"Passiflora margaritae",Sacco
PASSIFLORACEAE,"Passiflora miersii",Mast.
PASSIFLORACEAE,"Passiflora organensis",Gardner
PASSIFLORACEAE,"Passiflora racemosa",Brot.
PASSIFLORACEAE,"Passiflora saccoi",Cervi
PASSIFLORACEAE,"Passiflora setulosa",Killip
PASSIFLORACEAE,"Passiflora tricuspis",Mast.
PASSIFLORACEAE,"Passiflora urubiciensis",Cervi
PELLIACEAE,"Noteroclada confluens","Taylor ex Hook. & Wilson"
PENTAPHYLACACEAE,"Ternstroemia brasiliensis",Cambess.
PENTAPHYLACACEAE,"Ternstroemia cuneifolia",Gardner
PHYLLANTHACEAE,"Margaritaria nobilis",L.f.
PHYLLANTHACEAE,"Phyllanthus claussenii",MÃÂ¼ll.Arg.
PHYLLANTHACEAE,"Phyllanthus gladiatus",MÃÂ¼ll.Arg.
PHYLLANTHACEAE,"Phyllanthus retroflexus",Brade
PHYLLANTHACEAE,"Phyllanthus rosellus","(MÃÂ¼ll.Arg.) MÃÂ¼ll.Arg."
PHYLLANTHACEAE,"Savia dictyocarpa",MÃÂ¼ll.Arg.
PHYTOLACCACEAE,"Microtea bahiensis","Marchior. & J.C.Siqueira"
PHYTOLACCACEAE,"Microtea maypurensis","(Kunth) G.Don"
PHYTOLACCACEAE,"Microtea papilosa","Marchior. & J.C.Siqueira"
PHYTOLACCACEAE,"Microtea scabrida",Urb.
PHYTOLACCACEAE,"Seguieria langsdorffii",Moq.
PHYTOLACCACEAE,"Trichostigma octandrum","(L.) H.Walter"
PICRAMNIACEAE,"Picramnia coccinea",W.W.Thomas
PICRAMNIACEAE,"Picramnia parvifolia",Engl.
PICRAMNIACEAE,"Picramnia sellowii",Planch.
PIPERACEAE,"Piper carautensei","E.F.Guim. & Carv.-Silva"
PIPERACEAE,"Piper hayneanum",C.DC.
PIPERACEAE,"Peperomia adsurgens",Yunck.
PIPERACEAE,"Peperomia apiahyensis",Yunck.
PIPERACEAE,"Peperomia clivicola",Yunck.
PIPERACEAE,"Peperomia cooperi",C.DC.
PIPERACEAE,"Peperomia cordigera",Dahlst.
PIPERACEAE,"Peperomia diaphanoides",Dahlst.
PIPERACEAE,"Peperomia distachya","(L.) A.Dietr."
PIPERACEAE,"Peperomia emarginella","(Sw.) C.DC."
PIPERACEAE,"Peperomia gardneriana",Miq.
PIPERACEAE,"Peperomia gracilis",Dahlst.
PIPERACEAE,"Peperomia guarujana",C.DC.
PIPERACEAE,"Peperomia hemmendorffii",Yunck.
PIPERACEAE,"Peperomia hernandiaefolia","(Vahl) A.Dietr."
PIPERACEAE,"Peperomia hydrocotyloides",Yunck.
PIPERACEAE,"Peperomia itatiaiana",Yunck.
PIPERACEAE,"Peperomia loefgrenii",Yunck.
PIPERACEAE,"Peperomia loxensis",Kunth
PIPERACEAE,"Peperomia lyman-smithii",Yunck.
PIPERACEAE,"Peperomia mandioccana",Miq.
PIPERACEAE,"Peperomia mosenii",Dahlst.
PIPERACEAE,"Peperomia nitida",Dahlst.
PIPERACEAE,"Peperomia oreophila",Henschen
PIPERACEAE,"Peperomia pellucida","(L.) Kunth"
PIPERACEAE,"Peperomia pseudoestrellensis",C.DC.
PIPERACEAE,"Peperomia psilostachya",C.DC.
PIPERACEAE,"Peperomia quadrifolia","(L.) Kunth"
PIPERACEAE,"Peperomia regelii",C.DC.
PIPERACEAE,"Peperomia rizzinii",Yunck.
PIPERACEAE,"Peperomia rostulatiformis",Yunck.
PIPERACEAE,"Peperomia schwackei",C.DC.
PIPERACEAE,"Peperomia serpens","(Sw.) Loudon"
PIPERACEAE,"Peperomia suboppositifolia",Yunck.
PIPERACEAE,"Peperomia subrubrispica",C.DC.
PIPERACEAE,"Peperomia trinervis","Ruiz & Pav."
PIPERACEAE,"Peperomia turbinata",Dahlst.
PIPERACEAE,"Peperomia velloziana",Miq.
PIPERACEAE,"Piper abutiloides",Kunth
PIPERACEAE,"Piper alnoides",Kunth
PIPERACEAE,"Piper amparoense",Yunck.
PIPERACEAE,"Piper anostachyum",Yunck.
PIPERACEAE,"Piper bennettianum",C.DC.
PIPERACEAE,"Piper casteloense",Yunck.
PIPERACEAE,"Piper crassistilum",Yunck.
PIPERACEAE,"Piper edwallii",Yunck.
PIPERACEAE,"Piper flavicans",C.DC.
PIPERACEAE,"Piper fuligineum",Kunth
PIPERACEAE,"Piper hatschbachii",Yunck.
PIPERACEAE,"Piper hoehnei",Yunck.
PIPERACEAE,"Piper juliflorum","Nees & Mart."
PIPERACEAE,"Piper kuhlmannii",Yunck.
PIPERACEAE,"Piper laevicarpum",Yunck.
PIPERACEAE,"Piper lanceolatum","Ruiz & Pav."
PIPERACEAE,"Piper loefgrenii",Yunck.
PIPERACEAE,"Piper macedoi",Yunck.
PIPERACEAE,"Piper oblancifolium",Yunck.
PIPERACEAE,"Piper obliquum","Ruiz & Pav."
PIPERACEAE,"Piper piritubanum",Yunck.
PIPERACEAE,"Piper rioense",Yunck.
PIPERACEAE,"Piper scabrellum",Yunck.
PIPERACEAE,"Piper scutifolium",Yunck.
PIPERACEAE,"Piper sprengelianum",C.DC.
PIPERACEAE,"Piper subcinereum",C.DC.
PIPERACEAE,"Piper subrugosum",Yunck.
PIPERACEAE,"Piper tectoniifolium",Kunth
PIPERACEAE,"Piper truncatum",Vell.
PIPERACEAE,"Piper velutinibaccum",C.DC.
PIPERACEAE,"Piper vicosanum",Yunck.
PIPERACEAE,"Piper viminifolium",Trel.
PIPERACEAE,"Piper xylosteoides","(Kunth) Steud."
PIPERACEAE,"Piper duartei","E.F.Guim. & Carv.-Silva"
PLAGIOCHILACEAE,"Plagiochila boryana","Gottsche ex Steph."
PLAGIOGYRIACEAE,"Plagiogyria fialhoi","(FÃÂ©e & Glaz.) Copel."
PLANTAGINACEAE,"Achetaria caparaoense","(Brade) V.C.Souza"
PLANTAGINACEAE,"Achetaria latifolia",V.C.Souza
PLANTAGINACEAE,"Angelonia alternifolia",V.C.Souza
PLANTAGINACEAE,"Angelonia crassifolia",Benth.
PLANTAGINACEAE,"Angelonia eriostachys",Benth.
PLANTAGINACEAE,"Angelonia integerrima",Spreng.
PLANTAGINACEAE,"Bacopa cochlearia","(Huber) L.B.Sm."
PLANTAGINACEAE,"Bacopa congesta","Chodat & Hassl."
PLANTAGINACEAE,"Ildefonsia bibracteata",Gardner
PLANTAGINACEAE,"Mecardonia grandiflora","(Benth.) Pennell"
PLANTAGINACEAE,"Plantago australis",Lam.
PLANTAGINACEAE,"Plantago catharinea",Decne.
PLANTAGINACEAE,"Plantago commersoniana",Decne.
PLANTAGINACEAE,"Plantago guilleminiana",Decne.
PLANTAGINACEAE,"Plantago turficola",Rahn
PLANTAGINACEAE,"Stemodia harleyi",B.L.Turner
PLANTAGINACEAE,"Stemodia hyptoides","Cham. & Schltdl."
PLANTAGINACEAE,"Stemodia microphylla",J.A.Schmidt
PLANTAGINACEAE,"Stemodia stellata",B.L.Turner
PLANTAGINACEAE,"Stemodia stricta","Cham. & Schltdl."
PLANTAGINACEAE,"Stemodia trifoliata","(Link) Rchb."
PLANTAGINACEAE,"Stemodia veronicoides",J.A.Schmidt
POACEAE,"Acroceras excavatum","(Henrard) Zuloaga & Morrone"
POACEAE,"Acroceras fluminense","(Hack.) Zuloaga & Morrone"
POACEAE,"Agenium leptocladum","(Hack.) Clayton"
POACEAE,"Agrostis lenis","Roseng. et al."
POACEAE,"Agrostis longiberbis","Hack. ex L.B.Sm."
POACEAE,"Agrostis ramboi",Parodi
POACEAE,"Altoparadisium chapadense","Filg. et al."
POACEAE,"Andropogon carinatus",Nees
POACEAE,"Andropogon glaucophyllus","Roseng. et al."
POACEAE,"Andropogon hypogynus",Hack.
POACEAE,"Anomochloa marantoidea",Brongn.
POACEAE,"Anthaenantiopsis fiebrigii",Parodi
POACEAE,"Apoclada simplex","McClure & L.B.Sm."
POACEAE,"Aristida brasiliensis",Longhi-Wagner
POACEAE,"Aristida constricta",Longhi-Wagner
POACEAE,"Aristida laevis","(Nees) Kunth"
POACEAE,"Aristida oligospira","(Hack.) Henrard"
POACEAE,"Aristida sanctae-luciae",Trin.
POACEAE,"Arthropogon villosus",Nees
POACEAE,"Arthropogon xerachne",Ekman
POACEAE,"Arundinella deppeana","Nees ex Steud."
POACEAE,"Aulonemia aristulata","(DÃÂ¶ll) McClure"
POACEAE,"Aulonemia effusa","(Hack.) McClure"
POACEAE,"Aulonemia ulei","(Hack.) McClure & L.B.Sm."
POACEAE,"Axonopus carajasensis",Bastos
POACEAE,"Axonopus chrysoblepharis","(Lag.) Chase"
POACEAE,"Axonopus comans","(Trin. ex DÃÂ¶ll) Kuhlm."
POACEAE,"Axonopus complanatus","(Nees) Dedecca"
POACEAE,"Axonopus fastigiatus","(Nees ex Trin.) Kuhlm."
POACEAE,"Axonopus monticola",G.A.Black
POACEAE,"Axonopus pressus","(Nees ex Steud.) Parodi"
POACEAE,"Axonopus ramboi",G.A.Black
POACEAE,"Axonopus uninodis","(Hack.) G.A.Black"
POACEAE,"Bothriochloa laguroides","(DC.) Herter"
POACEAE,"Briza brasiliensis","(Nees ex Steud.) Ekman"
POACEAE,"Briza itatiaiae",Ekman
POACEAE,"Briza juergensii",Hack.
POACEAE,"Briza parodiana","Roseng. et al."
POACEAE,"Briza scabra","(Nees ex Steud.) Ekman"
POACEAE,"Canastra aristella","(DÃÂ¶ll) Zuloaga & Morrone"
POACEAE,"Canastra lanceolata","(Filg.) Morrone et al."
POACEAE,"Chusquea attenuata","(DÃÂ¶ll) L.G. Clark"
POACEAE,"Chusquea baculifera",Silveira
POACEAE,"Chusquea erecta",L.G.Clark
POACEAE,"Chusquea heterophylla",Nees
POACEAE,"Chusquea pinifolia","(Nees) Nees"
POACEAE,"Chusquea pulchella",L.G.Clark
POACEAE,"Chusquea tenuiglumis",DÃÂ¶ll
POACEAE,"Colanthelia macrostachya","(Nees) McClure"
POACEAE,"Cryptochloa capillata","(Trin.) Soderstr."
POACEAE,"Ctenium brevispicatum",J.G.Sm.
POACEAE,"Ctenium cirrhosum","(Nees) Kunth"
POACEAE,"Danthonia cirrata","Hack. & Arechav."
POACEAE,"Deschampsia caespitosa","(L.) P.Beauv."
POACEAE,"Diandrolyra tatianae","Soderstr. & Zuloaga"
POACEAE,"Dichanthelium surrectum","(Chase ex Zuloaga & Morrone) Zuloaga"
POACEAE,"Digitaria corynotricha","(Hack.) Henrard"
POACEAE,"Digitaria neesiana",Henrard
POACEAE,"Eragrostis neesii",Trin.
POACEAE,"Erianthecium bulbosum",Parodi
POACEAE,"Eriochrysis filiformis","(Hack.) Filg."
POACEAE,"Filgueirasia cannavieira","(Silveira) Guala"
POACEAE,"Glaziophyton mirabile",Franch.
POACEAE,"Gymnopogon burchellii","(Munro ex DÃÂ¶ll) Ekman"
POACEAE,"Gymnopogon doellii","Boechat & Valls"
POACEAE,"Hymenachne donacifolia","(Raddi) Chase"
POACEAE,"Hymenachne pernambucensis","(Spreng.) Zuloaga"
POACEAE,"Ichnanthus bambusiflorus","(Trin.) DÃÂ¶ll"
POACEAE,"Leersia ligularis",Trin.
POACEAE,"Lithachne horizontalis",Chase
POACEAE,"Loudetia flammida","(Trin.) C.E.Hubb."
POACEAE,"Luziola brasiliensis","(Trin.) Pilg."
POACEAE,"Melica arzivencoi","Valls & Barcellos"
POACEAE,"Merostachys abadiana",Send.
POACEAE,"Merostachys burmanii",Send.
POACEAE,"Merostachys caucaiana",Send.
POACEAE,"Merostachys neesii",Rupr.
POACEAE,"Merostachys scandens",Send.
POACEAE,"Merostachys skvortzovii",Send.
POACEAE,"Mesosetum ferrugineum","(Trin.) Chase"
POACEAE,"Olyra fasciculata",Trin.
POACEAE,"Olyra latispicula","Soderstr. & Zuloaga"
POACEAE,"Ophiochloa hydrolithica","Filg. et al."
POACEAE,"Panicum brachystachyum",Trin.
POACEAE,"Panicum condensatum",Bertol.
POACEAE,"Panicum gouinii",E.Fourn.
POACEAE,"Panicum hylaeicum",Mez
POACEAE,"Panicum pedersenii",Zuloaga
POACEAE,"Pariana carvalhoi","R.P.Oliveira & Longhi-Wagner"
POACEAE,"Paspalum arundinellum",Mez
POACEAE,"Paspalum aspidiotes",Trin.
POACEAE,"Paspalum biaristatum","Filg. & Davidse"
POACEAE,"Paspalum brachytrichum",Hack.
POACEAE,"Paspalum burmanii","Filg. et al."
POACEAE,"Paspalum cinerascens","(DÃÂ¶ll) A.G.Burm. & C.N.Bastos"
POACEAE,"Paspalum compressifolium",Swallen
POACEAE,"Paspalum cromyorrhizon","Trin. ex DÃÂ¶ll"
POACEAE,"Paspalum dedeccae",QuarÃÂ­n
POACEAE,"Paspalum erianthoides",Lindm.
POACEAE,"Paspalum exaltatum",J.Presl
POACEAE,"Paspalum falcatum","Nees ex Steud."
POACEAE,"Paspalum fasciculatum","Willd. ex FlÃÂ¼ggÃÂ©"
POACEAE,"Paspalum flaccidum",Nees
POACEAE,"Paspalum foliiforme",S.Denham
POACEAE,"Paspalum geminiflorum",Steud.
POACEAE,"Paspalum heterotrichon",Trin.
POACEAE,"Paspalum ionanthum",Chase
POACEAE,"Paspalum jesuiticum",Parodi
POACEAE,"Paspalum lenticulare",Kunth
POACEAE,"Paspalum longiaristatum","Davidse & Filg."
POACEAE,"Paspalum macranthecium",Parodi
POACEAE,"Paspalum niquelandiae",Filg.
POACEAE,"Paspalum stellatum","Humb. & Bonpl. ex FlÃÂ¼ggÃÂ©"
POACEAE,"Paspalum umbrosum",Trin.
POACEAE,"Paspalum usterii",Hack.
POACEAE,"Paspalum virgatum",L.
POACEAE,"Pharus latifolius",L.
POACEAE,"Piptochaetium alpinum",L.B.Sm.
POACEAE,"Piptochaetium palustre","Muj.-Sall. & Longhi-Wagner"
POACEAE,"Piptochaetium ruprechtianum",Desv.
POACEAE,"Poa bradei",Pilg.
POACEAE,"Poa reitzii",Swallen
POACEAE,"Polypogon chilensis","(Kunth) Pilg."
POACEAE,"Raddia angustifolia","Soderstr. & Zuloaga"
POACEAE,"Raddia distichophylla","(Schrad. ex Nees) Chase"
POACEAE,"Raddiella esenbeckii","(Steud.) CalderÃÂ³n & Soderstr."
POACEAE,"Reitzia smithii",Swallen
POACEAE,"Rhynchoryza subulata","(Nees) Baill."
POACEAE,"Schizachyrium scabriflorum","(Rupr. ex Hack.) A. Camus"
POACEAE,"Setaria parviflora var. pilosissima","(Hack.) Pensiero"
POACEAE,"Setaria paucifolia","(Morong) Lindm."
POACEAE,"Setaria stolonifera",Boldrini
POACEAE,"Setaria tenacissima","Schrad. ex Schult."
POACEAE,"Sorghastrum stipoides","(Kunth) Nash"
POACEAE,"Sporobolus adustus","(Trin.) Roseng. et al."
POACEAE,"Sporobolus apiculatus","Boechat & Longhi-Wagner"
POACEAE,"Sporobolus camporum",Swallen
POACEAE,"Steinchisma spathellosa","(DÃÂ¶ll) Renvoize"
POACEAE,"Stipa planaltina","A.Zanin & Longhi-Wagner"
POACEAE,"Stipa rhizomata","A.Zanin & Longhi-Wagner"
POACEAE,"Stipa rosengurtii",Chase
POACEAE,"Stipa sellowiana","Nees ex Trin. & Rupr."
POACEAE,"Stipa setigera",J.Presl
POACEAE,"Streptochaeta spicata","Schrad. ex Nees"
POACEAE,"Sucrea maculata",Soderstr.
POACEAE,"Sucrea sampaiana",Soderstr.
POACEAE,"Thrasyopsis juergensii","(Hack.) Soderstr. & A.G.Burm."
POACEAE,"Thrasyopsis repanda","(Nees ex Trin.) Parodi"
POACEAE,"Triraphis devia","Filg. & Zuloaga"
POACEAE,"Zizaniopsis bonariensis","(Balansa & Poitr.) Speg."
PODOCARPACEAE,"Podocarpus acuminatus",Laubenf.
PODOCARPACEAE,"Podocarpus aracensis","Laubenf. & Silba"
PODOCARPACEAE,"Podocarpus barretoi","Laubenf. & Silba"
PODOCARPACEAE,"Podocarpus brasiliensis",Laubenf.
PODOCARPACEAE,"Podocarpus lambertii","Klotzsch ex Endl."
PODOCARPACEAE,"Podocarpus sellowii","Klotzsch ex Endl."
PODOCARPACEAE,"Retrophyllum piresii","(Silba) C.N.Page"
PODOSTEMACEAE,"Apinagia riedelii","(Bong.) Tul."
PODOSTEMACEAE,"Castelnavia multipartita","Tul. & Wedd."
PODOSTEMACEAE,"Mourera fluviatilis",Aubl.
PODOSTEMACEAE,"Mourera weddelliana",Tul.
PODOSTEMACEAE,"Podostemum distichum","(Cham.) Wedd."
PODOSTEMACEAE,"Podostemum muelleri",Warm.
PODOSTEMACEAE,"Podostemum rutifolium",Warm.
PODOSTEMACEAE,"Podostemum saldanhanum","(Warm.) C.T.Philbrick & Novelo"
PODOSTEMACEAE,"Podostemum ovatum","C.T.Philbrick & Novelo"
PODOSTEMACEAE,"Podostemum scaturiginum","(Mart.) C.T.Philbrick & Novelo"
PODOSTEMACEAE,"Podostemum weddellianum","(Tul.) C.T.Philbrick & Novelo"
POLYGALACEAE,"Acanthocladus brasiliensis","(Klotzsch ex A.St.-Hil. & Moq.) Hassk."
POLYGALACEAE,"Acanthocladus pulcherrimus","(Kuhlm.) J.F.B.Pastore & D.B.O.S.Cardoso"
POLYGALACEAE,"Acanthocladus santosii","(Wurdack) J.F.B.Pastore & D.B.O.S.Cardoso"
POLYGALACEAE,"Polygala brasiliensis",L.
POLYGALACEAE,"Polygala fendleri",Chodat
POLYGALACEAE,"Polygala franchetii",Chodat
POLYGALACEAE,"Polygala galioides",Poir.
POLYGALACEAE,"Polygala molluginifolia","A.St.-Hil. & Moq."
POLYGALACEAE,"Polygala moquiniana","A.St.-Hil. & Moq."
POLYGALACEAE,"Polygala nudicaulis",A.W.Benn.
POLYGALACEAE,"Polygala pulchella","A.St.-Hil. & Moq."
POLYGALACEAE,"Polygala pumila",Norlind
POLYGALACEAE,"Polygala sabulosa",A.W.Benn.
POLYGALACEAE,"Polygala selaginoides",A.W.Benn.
POLYGALACEAE,"Polygala stephaniana",Marques
POLYGALACEAE,"Polygala tamariscea","Mart. ex A.W.Benn."
POLYGONACEAE,"Coccoloba argentinensis",Speg.
POLYGONACEAE,"Coccoloba cereifera",Schwacke
POLYGONACEAE,"Coccoloba glaziovii",Lindau
POLYGONACEAE,"Coccoloba persicaria",Wedd.
POLYPODIACEAE,"Campyloneurum decurrens","(Raddi) C.Presl"
POLYPODIACEAE,"Ceradenia capillaris","(Desv.) L.E.Bishop"
POLYPODIACEAE,"Ceradenia glaziovii","(Baker) Labiak"
POLYPODIACEAE,"Ceradenia warmingii","(C.Chr.) Labiak"
POLYPODIACEAE,"Grammitis fluminensis",FÃÂ©e
POLYPODIACEAE,"Lellingeria brasiliensis","(Rosenst.) Labiak"
POLYPODIACEAE,"Lellingeria itatimensis","(C.Chr.) A.R.Sm. & R.C.Moran"
POLYPODIACEAE,"Lellingeria limula","(Christ) A.R.Sm. & R.C.Moran"
POLYPODIACEAE,"Lellingeria pumila",Labiak
POLYPODIACEAE,"Lellingeria suspensa","(L.) A.R.Sm. & R.C.Moran"
POLYPODIACEAE,"Lellingeria tamandarei","(Rosenst.) A.R.Sm. & R.C.Moran"
POLYPODIACEAE,"Melpomene peruviana","(Desv.) A.R.Sm. & R.C.Moran"
POLYPODIACEAE,"Microgramma crispata","(FÃÂ©e) R.M.Tryon & A.F.Tryon"
POLYPODIACEAE,"Micropolypodium perpusillum","(Maxon) A.R.Sm."
POLYPODIACEAE,"Pecluma hoehnii","(A.Samp.) Salino"
POLYPODIACEAE,"Pecluma imbeana","(Brade) Salino"
POLYPODIACEAE,"Pecluma insularis","(Brade) Salino"
POLYPODIACEAE,"Pecluma truncorum","(Lindm.) M.G.Price"
POLYPODIACEAE,"Pleopeltis alborufula","(Brade) Salino"
POLYPODIACEAE,"Pleopeltis monoides","(Weath.) Salino"
POLYPODIACEAE,"Pleopeltis trindadensis","(Brade) Salino"
POLYPODIACEAE,"Terpsichore chrysleri","(Copel.) A.R.Sm."
POLYPODIACEAE,"Terpsichore semihirsuta","(Klotzsch) A.R.Sm."
POLYPODIACEAE,"Terpsichore senilis","(FÃÂ©e) A.R.Sm."
POLYPODIACEAE,"Terpsichore taxifolia","(L.) A.R.Sm."
POLYPODIACEAE,"Zygophlebia longipilosa","(C.Chr.) L.E.Bishop"
POLYTRICHACEAE,"Itatiella ulei","(Broth. ex MÃÂ¼ll. Hal.) G.L.Sm."
PONTEDERIACEAE,"Heteranthera limosa","(Sw.) Willd."
PONTEDERIACEAE,"Heteranthera rotundifolia","(Kunth) Griseb."
PONTEDERIACEAE,"Heteranthera zosterifolia",Mart.
PORTULACACEAE,"Portulaca halimoides",L.
PORTULACACEAE,"Portulaca hatschbachii",D.Legrand
POTAMOGETONACEAE,"Zannichellia palustris",L.
POTTIACEAE,"Erythrophyllastrum andinum","(Sull.) R.H.Zander"
POTTIACEAE,"Leptodontium wallisii","(MÃÂ¼ll.Hal.) Kindb."
PROTEACEAE,"Euplassa cantareirae",Sleumer
PROTEACEAE,"Euplassa incana","(Klotzsch) I.M.Johnst."
PROTEACEAE,"Euplassa nebularis","Rambo & Sleumer"
PROTEACEAE,"Euplassa semicostata",Plana
PROTEACEAE,"Panopsis multiflora","(Schott) Ducke"
PROTEACEAE,"Panopsis rubescens","(Pohl) Rusby"
PROTEACEAE,"Roupala asplenioides",Sleumer
PROTEACEAE,"Roupala sculpta",Sleumer
PTERIDACEAE,"Adiantum diphyllum","(FÃÂ©e) Maxon"
PTERIDACEAE,"Adiantum discolor",J.Prado
PTERIDACEAE,"Adiantum mynsseniae",J.Prado
PTERIDACEAE,"Adiantum papillosum",Handro
PTERIDACEAE,"Adiantum tetragonum",Schrad.
PTERIDACEAE,"Cheilanthes goyazensis","(Taub.) Domin"
PTERIDACEAE,"Cheilanthes juergensii",Rosenst.
PTERIDACEAE,"Cheilanthes regnelliana",Mett.
PTERIDACEAE,"Cheilanthes incisa","Kunze ex Mett."
PTERIDACEAE,"Doryopteris crenulans","(FÃÂ©e) Christ"
PTERIDACEAE,"Doryopteris itatiaiensis","(FÃÂ©e) Christ"
PTERIDACEAE,"Doryopteris lomariacea",Klotzsch
PTERIDACEAE,"Doryopteris paradoxa","(FÃÂ©e) Christ"
PTERIDACEAE,"Doryopteris quinquelobata","(FÃÂ©e) Diels"
PTERIDACEAE,"Doryopteris rediviva",FÃÂ©e
PTERIDACEAE,"Doryopteris rosenstockii",Brade
PTERIDACEAE,"Doryopteris rufa",Brade
PTERIDACEAE,"Doryopteris subsimplex","(FÃÂ©e) Diels"
PTERIDACEAE,"Doryopteris tijucana","Brade & Rosenst."
PTERIDACEAE,"Doryopteris trilobata",J.Prado
PTERIDACEAE,"Eriosorus biardii","(FÃÂ©e) A.F.Tryon"
PTERIDACEAE,"Eriosorus cheilanthoides","(Sw.) A.F.Tryon"
PTERIDACEAE,"Eriosorus insignis","(Kuhn) A.F.Tryon"
PTERIDACEAE,"Eriosorus rufescens","(FÃÂ©e) A.F.Tryon"
PTERIDACEAE,"Jamesonia brasiliensis",Christ
PTERIDACEAE,"Pellaea gleichenioides","(Gardner ex Hook.) Christ"
PTERIDACEAE,"Pellaea cymbiformis",J.Prado
PTERIDACEAE,"Pteris congesta",J.Prado
PTERIDACEAE,"Pteris limae",Brade
PTERIDACEAE,"Anetium citrifolium","(L.) Splitg."
PTERIDACEAE,"Polytaenium feei","(W.Schaffn. ex FÃÂ©e) Maxon"
QUIINACEAE,"Quiina magallano-gomesii",Schwacke
QUILLAJACEAE,"Quillaja brasiliensis","(A.St.-Hil. & Tul.) Mart."
RANUNCULACEAE,"Anemone decapetala",Ard.
RANUNCULACEAE,"Anemone sellowii",Pritz.
RANUNCULACEAE,"Clematis campestris",A.St.-Hil.
RANUNCULACEAE,"Ranunculus flagelliformis",Sm.
RHACOCARPACEAE,"Rhacocarpus inermis","(MÃÂ¼ll.Hal.) Lindb."
RHAMNACEAE,"Colletia exserta","Klotzsch ex Reissek"
RHAMNACEAE,"Colletia paradoxa","(Spreng.) Escal."
RHAMNACEAE,"Colubrina glandulosa",Perkins
RHAMNACEAE,"Colubrina retusa","(Pittier) Cowan"
RHAMNACEAE,"Condalia buxifolia",Reissek
RHAMNACEAE,"Crumenaria choretroides","Mart. ex Reissek"
RHAMNACEAE,"Crumenaria polygaloides",Reissek
RHAMNACEAE,"Discaria americana","Gillies ex Hook."
RHAMNACEAE,"Gouania blanchetiana",Miq.
RHAMNACEAE,"Gouania corylifolia",Raddi
RHAMNACEAE,"Gouania inornata",Reissek
RHAMNACEAE,"Gouania ulmifolia","Hook. & Arn."
RHAMNACEAE,"Reissekia smilacina","(Sm.) Steud."
RHAMNACEAE,"Rhamnidium glabrum",Reissek
RHAMNACEAE,"Rhamnus sphaerosperma var. pubescens","(Reissek) M.C.Johnst."
