family,scientificNameWithoutAuthorship,scientificNameAuthorship,analysis,assessment,category,criteria,rationale
APOCYNACEAE,"Macroscepis aurea",E.Fourn.,done,published,DD,,"A espécie foi descrita para Minas Gerais, e seus registros mais recentes são do Paraná e Rio Grande do Sul. Mas não é coletada há mais de 30 anos (Rapini com. pess.). A taxonomia do gênero ainda não é bem definida. Há uma revisão em andamento. Por isso a espécie foi incluída como ""Deficiente de Dados"" (DD), até que as informações taxonômicas possam esclarecer melhor a delimitação do táxon."
APOCYNACEAE,"Macroscepis magnifica",Malme,done,published,DD,,"Gênero com problemas taxonômicos e há uma revisão em andamento. Por isso a espécie foi classificada como ""Deficiente de Dados"" (DD), até que novas informações taxonômicas esclareçam melhor os limites e as referências do táxon."
APOCYNACEAE,"Malouetia cestroides","(Nees ex Mart.) MÃÂ¼ll.Arg.",done,published,LC,,"Espécie com ampla distribuição na costa atlântica e em diversas unidades de conservação (SNUC). Sem informação sobre ameaças específicas."
APOCYNACEAE,"Mandevilla coccinea","(Hook. & Arn.) Woodson",done,published,LC,,"A espécie ocorre nas regiõesCentro-Oeste, Sudeste e Sul com EOO de 1.198.661 km². Segundo informaçãodisponível, embora rara, a espécie está presente no Cerrado e na MataAtlântica, nos Campos Rupestres e Campos de Altitude."
APOCYNACEAE,"Mandevilla fragrans","(Stadelm.) Woodson",done,published,LC,,"A espécie ocorre na regiãoSudeste com EOO de 219.114 km². Liana rara, com poucas coletas é encontrada em Floresta OmbrófilaDensa e Restinga, presente no PARNA da Restinga deJurubatiba (SNUC)."
APOCYNACEAE,"Mandevilla hirsuta","(A.Rich.) K.Schum.",done,published,LC,,"A espécie tem ampla distribuiçãocom EOO de 7.151.033 km², em todas as regiões, inclusive em unidades de conservação (SNUC).
"
APOCYNACEAE,"Mandevilla sellowii","(MÃÂ¼ll.Arg.) Woodson",done,published,NT,,"A espécie ocorre na regiãoSudeste com EOO de 31.861 km². Liana, encontrada na Mata Atlântica, em FlorestaEstacional Semidecidual, em afloramentos rochosos. Pela extensão de ocorrênciaestar próxima ao limiar de vulnerabilidade, embora tendo sido coletada em cinco unidades de conservação (SNUC), as coletas são poucas e antigas. Sugerimos maisestudos sobre a espécie.
"
APOCYNACEAE,"Mandevilla venulosa","(MÃÂ¼ll.Arg.) Woodson",done,published,NT,,"
A espécie ocorre na regiãoSudeste com EOO de 27.972 km². Arbusto encontrado em afloramentos rochosos nosCampos de Altitude do Sul de Minas Gerais e na divisa com São Paulo. Comextensão de ocorrência próxima ao limiar de vulnerabilidade, sugerimos maisestudos sobre a espécie."
APOCYNACEAE,"Marsdenia altissima","(Jacq.) Dugand",done,published,LC,,"A espécie tem ampla distribuiçãono Brasil, com EOO de 5.186.426 km² e com representação em todos os habitats,exceto na região Sul."
APOCYNACEAE,"Marsdenia fontellana","Morillo & Carnevali",done,published,DD,,"Espécie de subarbusto volúvel da Mata Atlântica, encontrada em borda de mata, incluindo locais alagadiços. Distribuição restrita com EOO de 3.911 km². Primeira coleta em 1921 e a última em 1991. Conhecida de três situações de ameaça, nos municípios do Rio de Janeiro, Nova Friburgo e Linhares. Entretanto, essa espécie pertence a um complexo de espécies que carece de maiores estudos para definição dos limites taxonômicos entre eles (Rapini, com. pess.). Por isso, a espécie deve, nessa avaliação, ser classificada como ""Deficiente de Dados"" (DD), até que estudos taxonômicos possam esclarecer melhor a definição do táxon."
APOCYNACEAE,"Marsdenia queirozii",Fontella,done,published,EN,B1ab(iii),"Espécie de liana da Caatinga do Estado da Bahia. Tem distribuição restrita, com EOO de 518,14 km². Está sujeita a duas situações de ameaça, nos municípios de Barra e Bom Jesus da Lapa. As poucas coletas ocorreram somente na década de 90. É ameaçada pela perda de área e qualidade do habitat, em decorrência do desmatamento, estimado em 30 a 51% em toda a caatinga. Nos municípios de ocorrência, são fortes as atividades de extração de lenha e madeira em tora."
APOCYNACEAE,"Matelea bahiensis","Morillo & Fontella",done,published,EN,"B2ab(ii,iii)","Espécie rara de liana da Mata Atlântica dos Estados da Bahia e Espírito Santo, vive em Floresta Pluvial e Restinga. Tem distribuição restrita e disjunta, EOO de 17.299,70 km² e AOO de 28 km². Está sujeita de três a cinco situações de ameaça (município de Itabuna no Estado da Bahia, e Guarapari e Linhares no Estado do Espírito Santo). Como tem distribuição disjunta, a análise por AOO se faz mais adequada. Foi coletada com baixa frequência entre 1968 a 1992, em região costeirade grande crescimento demográfico, atividades agrícolas e turismo. É ameaçada pelo declínio de área de ocupação e perda de habitat em decorrência da ocupação das Restingas e desmatamento das florestas costeiras."
APOCYNACEAE,"Matelea glaziovii","(E.Fourn.) Morillo",done,published,VU,"B2ab(ii,iii,iv)","Especie rara de liana da Mata Atlântica, encontrada em florestas primárias. Tem distribuição restrita, AOO de 44 km². Está sujeita a sete situações de ameaça: municípios de Guaratuba, Cerro Azul e Campina Grande do Sul, no Estado do Paraná; Sapucaí-Mirim, no Estado de Minas Gerais; Fontes do Ipiranga e São Paulo no Estado de São Paulo; e município de Petrópolis no Estado do Rio de Janeiro. Foi coletada apenas sete vezes entre 1950 e 1981. É ameaçada pelo declínio no número de situações de ameaça, área de ocupação e perda de habitat. Nos Estados citados, não é coletada há muitos anos (50 anos, no Paraná, 62 anos em Minas Gerais, 44 anos no Rio de Janeiro e 30 anos em São Paulo. A Floresta Primária Montana tem sido drasticamente reduzida e fragmentada ao longo do período histórico de desmatamento, que causou a redução da área de ocupação da espécie. Os locais de coleta em MG, RJ, SP e PR estão fora de unidadesde conservação (SNUC), na Serra do Mar e da Mantiqueira, regiões cuja economia baseia-se na agricultura, pecuária e no turismo de veraneio."
APOCYNACEAE,"Matelea hatschbachii","(Fontella & Valente) Morillo",done,published,EN,B2ab(iii),"Espécie rara que ocorre na MataAtlântica do Estado do Paraná com EOO de 5.849,81 km² e AOO de 24 km². Está sujeita a cinco situações de ameaça, nos municípios de Campina Grande do Sul, Cerro Azul, Londrina, Paranaguá e Telêmaco Borba. As coletas têm mais de 30anos, sendo apenas uma recente, em habitat extremamente impactado. É ameaçada pela perda de habitat em decorrência do desmatamento para atividades agropecuárias e silvicultura."
APOCYNACEAE,"Matelea marcoassisii",Fontella,done,published,VU,D2,"Espécie de liana da Mata Atlântica do litoral dos Estado de São Paulo e Rio de Janeiro. Tem distribuição restrita, EOO de 580,82 km² e AOO de 16 km². Conhecida por poucas coletas da década de 1990, está sujeita a duas situações de ameaça nos municípios de Ubatuba, no Estado de São Paulo, e Mangaratiba, no Estado do Rio de Janeiro. O aumento dos deslizamentos e desmoronamentos de encostas é ameaça potencial à espécie e decorre da crescente ocupação das encostas às margens da rodovia federal BR-101 e do crescimento urbano e turístico."
APOCYNACEAE,"Matelea santosii","Morillo & Fontella",done,published,EN,"B1ab(ii,iii)","Espécie rara de liana da Mata Atlântica do Estado da Bahia. Tem distribuição restrita, com EOO de 524 km² e AOO de 8 km². Está sujeita a apenas uma situação de ameaça, na região entre os municípios de Itabuna e Itaju do Colônia. Não é coletada há cerca de 40 anos. É ameaçada pelo declínio do habitat em decorrência do desmatamento para manejo de pastagens, com perda da área de ocupação."
APOCYNACEAE,"Metastelma giuliettianum",Fontella,done,published,EN,B1ab(iii)+2ab(iii),"Espécie rara de liana, encontrada nos Campos Rupestres, na região sul da Chapada Diamantina, no Estado da Bahia. Tem distribuição restrita, com EOO de 784,98 km² e AOO de 28 km². Está sujeita a duas situações de ameaça, nas serras dos municípios de Rio de Contas, Abaíra e Mucugê. É ameaçada pelo declínio de habitat em decorrência do aumento da frequência e magnitude de incêndios por alteração do uso do solo, como desmatamento e manejo de pastagens."
APOCYNACEAE,"Metastelma harleyi",Fontella,done,published,EN,B1ab(iii)+2ab(iii),"Espécie de liana de Campos Rupestres da Chapada Diamantina no Estado da Bahia. Apresenta EOO de 4.045,27 km² e AOO de 64 km². Está sujeita a cinco situações de ameaça, nos municípios de Abaíra, Lençóis, Mucugê, Palmeiras e Rio de Contas. Está presente em unidades de conservação (SNUC). É ameaçada pela perda da qualidade de habitat, em decorrência de alteração de uso do solo e aumento da frequência e magnitude de incêndios, favorecidos pelo desmatamento e manejo de pastagens."
APOCYNACEAE,"Minaria abortiva","(Silveira) Rapini",done,published,DD,,"Espécie faz parte do complexo de ""Minaria cordata"", cuja delimitação ainda é difusa e indefinida. Necessário revisão taxonômica para nova avaliação."
APOCYNACEAE,"Minaria acerosa","(Mart.) T.U.P.Konno & Rapini",done,published,LC,,"A espécie tem ampla distribuiçãocom EOO de 1.701.035 km² nas regiões Nordeste, Centro-Oeste, Sudeste e Sul,inclusive em unidades de conservação (SNUC)."
APOCYNACEAE,"Minaria bifurcata","(Rapini) T.U.P.Konno & Rapini",done,published,CR,B2ab(iii),"Espécie rara de subarbusto de Campos Rupestres do Planalto de Diamantina, no Estado de Minas Gerais. Tem distribuição restrita, com AOO de 4 km². Está sujeita a uma única situação de ameaça, o município de Diamantina. É conhecida apenas pelo material-tipo coletado na década de 1970. Expedições científicas nos últimos cinco anos não obtiveram êxito em reencontrá-la. É ameaçada pela perda de área e da qualidade do habitat em decorrência do histórico da ocupação da região por mineração, garimpo e pelo uso de práticas inadequadas de manejo de pastagens."
APOCYNACEAE,"Minaria diamantinensis","(Fontella) T.U.P.Konno & Rapini",done,published,CR,B1ab(iii),"Espécie rara de subarbusto do Campo Rupestre do Planalto de Diamantina, no Estado de Minas gerais. Tem distribuição restrita, EOO de 2,55 km². Está sujeita a uma única situação de ameaça, no município de Diamantina, onde foi coletada cinco vezes na beira da estrada, três delas entre 2000 e 2007. É ameaçada pela perda de área e da qualidade do habitat, em decorrência de incêndios favorecidos pela alteração de uso do solo por estradas e pela criação extensiva de gado."
APOCYNACEAE,"Minaria grazielae","(Fontella & Marquete) T.U.P.Konno & Rapini",done,published,EN,B1ab(iii)+2ab(iii),"Espécie rara de subarbusto, formador de touceiras entre as rochas em áreas de Campo Rupestre no Planalto de Diamantina, no Estado de Minas Gerais. A distribuição é restrita e bem conhecida, com EOO de 422,92 km² e AOO de 52 km². Está sujeita a uma única situação de ameaça, no município de Diamantina. É ameaçada pela perda de área e da qualidade do habitat, em decorrência do histórico de mineração e garimpo e pelos atuais usos do solo, com crescimento da atividade turística e agropecuária."
APOCYNACEAE,"Minaria hemipogonoides","(E.Fourn.) T.U.P.Konno & Rapini",done,published,CR,B2ab(iii),"Espécie rara de subarbusto dos Campos Rupestres da Serra do Cipó, no Estado de Minas Gerais. Tem distribuição restrita, com EOO de 373,68 km² e AOO de 8 km². Está sujeita a uma única situação de ameaça, no município de Santana do Riacho. Não era coletada havia quase 100 anos quando foi re-coletada em 2008, após anos de tentativas. Ameaçada pela perda da qualidade do habitat, em decorrência do aumento da frequência e magnitude de incêndios, favorecidos pelo crescimento da atividade turística, turismo de veraneio, e manejo de pastagens e silvicultura no em torno da Serra do Cipó."
APOCYNACEAE,"Minaria inconspicua","(Rapini) Rapini",done,published,EN,B1ab(iii)+2ab(iii),"Espécie herbácea com distribuição restrita ao Planalto de Diamantina, no Estado de Minas Gerais, com EOO de 346,15 km² e AOO de 16 km². Encontra-se em pelo menos cinco situações de ameaça. Planta rara e de difícil detecção no campo, vive nos CamposRupestres e Brejos Estacionais, e está ameaçada pela perda de área e de qualidade do habitat, apesar de estar presente no Parque Municipal de Biribiri. Sua região de ocorrência está sujeita ao fogo e aos efeitos do uso como pastagem."
APOCYNACEAE,"Minaria lourteigiae","(Fontella) T.U.P.Konno & Rapini",done,published,DD,,"Em razão de que essa espécie apresenta delimitação confusa dentro do complexo ""Minaria cordata"" e distribuição errática, é classificada como ""Deficiente de dados"" (DD)."
APOCYNACEAE,"Minaria magisteriana","(Rapini) T.U.P.Konno & Rapini",done,published,EN,B1ab(iii)+2ab(iii),"Espécie subarbustiva, cespitosa, rara, ocorrendo na Serra do Cipó, no Estado de Minas Gerais. Tem distribuição restrita, EOO de 81,99 km² e AOO de 16 km². Está sujeita a duas situações de ameaça, referentes aos municípios de Santanado Riacho e Santana de Pirapama. É ameaçada pela perda da qualidade do habitat em decorrência do aumento da frequência e intensidade de incêndios."
APOCYNACEAE,"Minaria monocoronata","(Rapini) T.U.P.Konno & Rapini",done,published,CR,"B2ab(i,ii,iii)","Espécie herbácea ou subarbustiva, rara e com distribuição restrita, encontrada sobre solos ferrugíneos, em áreas de Campos Rupestres ou Canga, ao sul da Cadeia doEspinhaço. Está sujeita a uma única situação de ameaça, no quadrilátero ferrífero, no Estado de Minas Gerais. Sua área de ocupação histórica é de 8 km². A mineração tem longo histórico de atividade na região e causa declínio de extensão de ocorrência, área de ocupação e perda de área de habitat. Em uma das duas localidade conhecidas, a Serra do Rola-Moça, a espécie não era coletada desde a década de1960, tendo sido encontrada em 2012 em área protegida porém susceptível ao fogo, próxima de áreas urbanizadas. É improvável que ainda exista na Serra do Itabirito, a outra localidade conhecida da espécie, devido àintensa atividade de mineração."
APOCYNACEAE,"Minaria polygaloides","(Silveira) T.U.P.Konno & Rapini",done,published,EN,B1ab(iii)+2ab(iii),"Espécie rara que ocorre no Estado de Minas Gerais, com EOO de 266,35 km² e AOO de 28 km², em menos de cinco locais emsituação de ameaça. A espécie têm poucase antigas coletas, todas na Serra do Cipó, nos Campos Rupestres, habitatsujeito à deterioração pelo uso indevido pelo turismo, agricultura, pastagem e fogo."
APOCYNACEAE,"Minaria refractifolia","(K.Schum.) T.U.P.Konno & Rapini",done,published,VU,B1ab(iii)+2ab(iii),"Espécie subarbustiva que forma touceiras. Tem distribuição restrita ao Planalto de Diamantina, no Estado de Minas Gerais, com ocorrência em unidades de conservação (SNUC). Apresenta EOO de 2.213,06 km² e AOO de 112 km². Está sujeita a sete situações de ameaça, nos municípios de Diamantina, Datas, Gouveia, Trinta-Réis, Presidente Kubitschek, Serro e São Gonçalo do Rio Preto. É ameaçada pelo contínuo declínio de habitat, devido ao manejo de pastagens para criação extensiva de gado. O local de ocorrência foi, no período colonial, objeto de intensa ocupação para a atividade de mineração."
APOCYNACEAE,"Minaria semirii","(Fontella) T.U.P.Konno & Rapini",done,published,EN,B1ab(iii)+2ab(iii),"A espécie arbustiva dos Campos Rupestres do Estado de Minas Gerais. Tem distribuição restrita, com EOO de 208,15 km² e área de ocupação de 16 km². Encontra-se em duas situações de ameaça, no município de Santana do Riacho, na Serra do Cipó. Há registro de poucas coletas entre 1951 e 2008. É ameaçada pelo declínio de habitat, em decorrência do aumento da frequência e magnitude de incêndios, por alterações do uso do solo no em torno do Parque Nacional da Serra do Cipó, por atividades como turismo desordenado, especulação imobiliária, agricultura e pastagem."
APOCYNACEAE,"Orthosia itatiaiensis",Malme,done,published,LC,,"Espécie de subarbusto volúvel da Mata Atlântica da região Sudeste. Extensão de ocorrência de 64.719 km², e apresenta populações em ao menos cinco unidades de conservação (SNUC). Devido a ocorrência em trechos ainda preservados de Mata Atlântica e por ainda ter sido coletada na última década, o que vem ocorrendo desde 1926,  a espécie não pode ser considerada como ameaçada."
APOCYNACEAE,"Oxypetalum arnnotianum",H.Buek,done,published,NT,,"Espécie de subarbusto ereto de formações campestres, incluindo restingas a campos de altitude, da Mata Atlântica e do Pampa. Distribuição ampla, desde o Estado de São Paulo ao Rio Grande do Sul, com extensão de ocorrência de 185.392 km². Mas as áreas com fitofisionomia campestre na Mata Atlântica apresentam padrão insular, com áreas relativamente pequenas se comparadas com as outras fitofisionomias. Isso permite que a área de ocupação possa ser um critério válido para avaliação dessa espécie. Sua área de ocupação conhecida é de 60 km². Entretanto é conhecida de mais de 10 situações de ameaça e tem sido coletada de 1910 a 2006, incluindo unidades de conservação (SNUC). Pode estar ameaçada em escala regional devido a ocorrência em fitofisionomias de pequena amplitude e isoladas."
APOCYNACEAE,"Oxypetalum capitatum",Mart.,done,published,LC,,"Espécie lenhosa na base, até 55 cm altura, com ampla distribuição nos campos do Brasil, no Cerrado, Caatinga e Mata Atlântica e Amazônia. Extensão de ocorrência de 4.292.361 km². Encontrada em unidades de conservação (SNUC). Pressão de uso ou ameaça específica."
APOCYNACEAE,"Oxypetalum confusum",Malme,done,published,LC,,"A espécie ocorre nas regiõesSudeste e Sul com EOO de 62.873 km², e também na Argentina."
APOCYNACEAE,"Oxypetalum dusenii",Malme,done,published,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)","Espécie arbustiva de formações campestres do Estado doParaná. Distribuição restrita a uma EOO de 4.919 km² e 32 km² de AOO. Encontra-se em duas situações de ameaça: a região metropolitana dos municípios de Curitiba e Ponta Grossa. As coletas da espécie foram realizadas entre 1903 a 1999, com baixa frequência ao longo das décadas. É ameaçada pelo declínio na extensão de ocorrência, área de ocupação e perda de área e da qualidade do habitat em decorrência do crescimento demográfico de região metropolitana, por atividades ligadas à infraestrutura de desenvolvimento e às atividades de agropecuária e silvicultura."
APOCYNACEAE,"Oxypetalum ekblomii",Malme,done,published,EN,B2ab(iii),"Espécie rara que ocorre nas regiões Centro-Oeste, nos Estados do Mato Grosso, Goiás e Distrito Federal; e Sudeste, nos Estados de Minas Gerais e SãoPaulo. Apesar de sua ampla distribuição (EOO=201.692,80 km²) a espécie possui AOO de 24 km². É conhecida em menos de cinco locais em situaçãode ameaça, a partir de quatro coletas muito antigas, entre 1894 e 1994. É ameaçada pela perda de habitat devido à substituição de extensas áreas de vegetação nativa por plantações."
APOCYNACEAE,"Oxypetalum glaziovii","(E.Fourn.) Fontella & Marquete",done,published,EN,B1ab(iii),"A espécie é encontrada na Serrada Mantiqueira entre os Estados de Minas Gerais, Rio de Janeiro e São Paulo, com EOO de 1.348,04 km². A espécie é rara, vivendo acima de 1.800 m, entre pedras,em cinco locais em situação de ameaça. Embora presente em duas unidades deconservação (SNUC), sua área de ocorrência está sujeita a degradação, pelo fogo e pastagem."
APOCYNACEAE,"Oxypetalum leonii",Fontella,done,published,EN,B1ab(iii),"A espécie é encontrada na Serrado Caparaó, no Estado de Minas Gerais, com EOO de 139,48 km².É rara, vivendo em formações campestres, em um único local em situação de ameaça.Embora a área de ocorrência seja uma unidade de conservação (SNUC), está sujeita à degradação pelo fogo e pastagem."
APOCYNACEAE,"Oxypetalum lineare",Decne.,done,published,LC,,"A espécie ocorre nas regiõesCentro-Oeste, Sudeste e Sul com EOO de 140.337 km². Segundo informação disponívelocorre em unidade de conservação (SNUC) no Paraná."
APOCYNACEAE,"Oxypetalum regnellii","(Malme) Malme",done,published,NT,,"A espécie ocorre nos Estados deMG, RJ e SP com EOO de 21.978 km². É encontrada na Floresta Pluvial Montana, Camposde Altitude e Campos Rupestres, e em duas unidades de conservação (SNUC). Pelaproximidade do valor da EOO com o limiar de vulnerabilidade, categorizamos aespécie como ""Quase ameaçada"" (NT). Conhecida de oito situações de ameaça, em Teresópolis, Itatiaia, Rio de Janeiro, Resende, Camanducaia, Itamonte, Caldas, São Bento do Sapucaí, por coletas relativamente frequentes entre 1913 e 2007."
APOCYNACEAE,"Oxypetalum strictum",Mart.,done,published,LC,,"Espécie arbustiva ereta a trepadeira dos campos rupestres do Espinhaço pelas regiões Nordeste e Sudeste. Ampla EOO, 121.209 km² e AOO de 304 km², em diversas localidades, incluindo unidades de conservação (SNUC)."
APOCYNACEAE,"Oxypetalum warmingii","(E.Fourn.) Fontella & Marquete",done,published,LC,,"A espécie ocorre nas regiões Centro-Oeste,Sudeste e Sul, com EOO de 383.694 km². Encontrada no Cerrado e na Mata Atlântica,também presente em áreas perturbadas."
APOCYNACEAE,"Prestonia bahiensis",MÃÂ¼ll.Arg.,done,published,LC,,"A espécie ocorre nas regiõesNordeste e Sudeste, com representantes na Caatinga, Cerrado e Mata Atlântica,com EOO de 1.420.163 km², inclusive em unidades de conservação (SNUC). Segundo informaçãodisponível, no Estado de São Paulo, só existe uma coleta antiga, e é possívelque esteja localmente extinta. Sugerimos mais estudos para elucidar este status."
APOCYNACEAE,"Prestonia quinquangularis","(Jacq.) Spreng.",done,published,LC,,"A espécie ocorre em todas asregiões do Brasil, com representantes em unidades de conservação (SNUC)."
APOCYNACEAE,"Prestonia riedelii","(MÃÂ¼ll.Arg.) Markgr.",done,published,LC,,"A espécie ocorre nas regiõesCentro-Oeste, Sudeste e Sul, com EOO de 760.552 km², inclusive em unidades de conservação (SNUC)."
APOCYNACEAE,"Prestonia solanifolia","(MÃÂ¼ll.Arg.) Woodson",done,published,EN,"B2ab(iii,iv)","A espécieocorre nos Estados de Minas Gerais, Rio de Janeiro e São Paulo, com EOO de157.763,06 km² e área de ocupação de 28 km². A espécie é rara, ascoletas são muito antigas, sendo a mais recente de 1976, em cinco locais emsituação de ameaça em Minas Gerais. Em São Paulo só há uma coleta de 1894,sendo possível que esteja extinta. Vivendo na Mata Atlântica e do Cerrado, além derara e pouco coletada, teve seu habitat destruído e não se encontra em unidadesde conservação (SNUC)."
APOCYNACEAE,"Prestonia tomentosa",R.Br.,done,published,LC,,"A espécie é comum e amplamente distribuídaem todas as regiões do Brasil, com EOO de 4.732.489 km²."
APOCYNACEAE,"Tabernaemontana cumata",Leeuwenb.,done,published,EN,"B1ab(ii,iii)+2ab(ii,iii)","Espécie arbórea da Floresta de Terra Firme da Amazônia. Tem distribuição restrita, com EOO de 253,42 km² e AOO de 4 km². Está sujeita a uma única situação de ameaça, na cidade de Manaus, a partir de três coletas entre 1943 e 1973. É ameaçada pela perda de habitat e área de ocupação devido ao desmatamento e crescimento em torno de Manaus."
APOCYNACEAE,"Tabernaemontana muricata","Link ex Roem. & Schult.",done,published,LC,,"A espécie ocorre nos Estados doAcre e Amazonas, com EOO de 698.336 km². Encontrada na floresta não inundável,pluvial e semidecídua, na Reserva Florestal Ducke e no Instituto Agronômico doNorte."
APOCYNACEAE,"Tassadia obovata",Decne.,done,published,LC,,"Segundo informação disponível, éa espécie com maior distribuição no gênero. Representada nas regiões Norte,Nordeste, Sudeste e Sul, com EOO de 4.528.348 km², inclusive em Unidades deConservação."
APOCYNACEAE,"Temnadenia violacea","(Vell.) Miers",done,published,LC,,"A espécie tem ampla distribuiçãonas regiões Nordeste, Centro-Oeste, Sudeste e Sul, com EOO de 1.844.067 km²,inclusive em unidades de conservação (SNUC)."
AQUIFOLIACEAE,"Ilex auricula",S.Andrews,done,published,CR,"B2ab(ii,iii)","Espécie arbustiva endêmica dos Campos Naturais da Serra de Sincorá, no Estado da Bahia. É conhecida pela coleta tipo de 1974, no município de Barra da Estiva, em uma região não protegida pelo Parque Nacional da Chapada Diamantina. Apresenta AOO de 8Km² e apenas uma situação de ameaça. O desmatamento e os incêndios para expansão da fronteira agrícola causam perda de área de ocupação e da qualidade do habitat."
AQUIFOLIACEAE,"Ilex chamaedryfolia",Reissek,done,published,LC,,"Espécie arbustiva a arbórea da Mata Atlântica de altitude da região sudeste ao norte de Santa Catarina. Sem uso ou pressão específica. Coletada frequentemente."
AQUIFOLIACEAE,"Ilex loranthoides","Mart. ex Reissek",done,published,VU,D2,"Espécie com distribuição muito restrita. É conhecida por apenas cinco situações de ameaça, disjuntas em uma EOO de 15.444,99 km², em áreas de serras no Estado de Minas Gerais. É vulnerável devido às ameaças potenciais, que podem provocar o declínio populacional e a extinção de subpopulações, tais como a mineração, obras de infraestrutura e incêndios."
AQUIFOLIACEAE,"Ilex neblinensis",Edwin,done,published,LC,,"Espécie arbustiva a arbórea, encontrada na Venezuela e, no Brasil, somente no Pico da Neblina. Conhecida apenas das coletas tipo, em 1957, com indicativo de ocorrência frequente. A região é pouco coletada, mas apresenta habitats preservados, sem ameaças potenciais."
AQUIFOLIACEAE,"Ilex paraguariensis",A.St.-Hil.,done,published,LC,,"Espécie arbórea de pequeno porte com ampla distribuição na Mata Atlântica da América do Sul, com intenso uso no preparo de bebidas tônicas (chás) e outras aplicações, como medicinal e cosmético. Historicamente coletada por índios, hoje seu uso habitual tem escala industrial, porém é muito cultivada e a pressão de coleta de folhas não levou a redução drástica da população natural, devido também a boa capacidade de regeneração. Embora não esteja ameaçada, é uma espécie dependente de medidas de conservação que assegurem a preservação da população natural, as boas práticas de manejo e o melhoramento genético. Trata-se de uma espécie modelo em que a pressão de uso não se configura uma ameaça e sim em oportunidade de aliar desenvolvimento com atividades sustentáveis."
AQUIFOLIACEAE,"Ilex prostrata",Groppo,done,published,CR,B1ab(iii),"Espécie arbustiva a arbórea com distribuição restrita aos Campos Rupestres da Serra do Cipó, no Estado de Minas Gerais. Tem EOO de 14,66 km² e está sujeita a apenas uma situação de ameaça. É conhecida por quatro coletas entre os anos de 1991 e 2001. Encontra-se ameaçada pela perda da qualidade do habitat resultante de atividades mineradoras e carvoeiras, entre outras ameaças frequentes na região de ocorrência da espécie."
ARACEAE,"Anthurium bromelicola","Mayo & L.P.Felix",done,published,NT,,"Anthurium bromelicola é uma espécie que ocorrem nos Estados de Pernambuco, Bahia e Alagoas com ampla extensão de ocorrência (EOO=126.872,560 km²). Porém, as subpopulações apresentam diferentes de níveis de ameaça, de acordo com as formações vegetacionais que ocorrem, além de apresentar hábito epifítico em bromélias terrestres."
ARACEAE,"Anthurium coriaceum",G.Don,done,published,LC,,"Anthurium coriaceum G.Don é uma espécie amplamente distribuída ao longo da costa brasileira, do Paraná ao Rio Grande do Norte, ocorrendo também em vales de montanhas e ambientes rochosos. As categorias de ameaça não são aplicáveis para esta espécie em virtude da sua ampla distribuição e não apresentar ameaça direta ou uso."
ARACEAE,"Anthurium fontellanus","Nadruz & Leoni",done,published,DD,,"Anthurium fontellanus tem um registro único de coleta no Estado de São Paulo, porém mencionada pelo especialista a existência de três pontos de coleta e ocorrente também em Minas Gerais. O endemismo extremo e a estimativa de população reduzida ao número máximo de 250 indivíduos poderá levá-la a categoria de ameaça como ""Vulnerável"" (VU D2)."
ARACEAE,"Anthurium ianthinopodum","(Schott ex Engl.) Nadruz & Mayo",done,published,NT,,"Anthurium ianthinopodum é uma espécie que ocorre nos Estados da Bahia e Espírito Santo, em vegetação costeira, com extensão de ocorrência de 60.224 km². Apesar de muitas subpopulações ocorrerem em unidades de conservação (SNUC), os empreendimentos industriais e de infra-estrutura, especialmente no Estado do Espírito Santo, proporcionarão a perda de habitat no ambiente costeiro e consequente redução e perda das subpopulações."
ARACEAE,"Anthurium jilekii",Schott,done,published,LC,,"As categorias de ameaça não sãoaplicáveis para esse espécie uma vez que a espécie é de ampla distribuição enão apresenta ameaças diretas ou uso."
ARACEAE,"Anthurium jureianum","Cath. & Olaio",done,published,VU,D2,"Anthurium jureianum Cath. & Olaio é encontrada na Estação Ecológica da Juréia, Estado de São Paulo, em vegetação de Mata Atlântica. Em virtude do endemismo extremo e da ameaça iminente da redução desta formação vegetal é categorizada como ""Vulnerável"" (VU)."
ARACEAE,"Anthurium kunthii",Poepp.,done,published,LC,,"Anthurium kunthii, no Brasil, ocorre nos Estados doAmazonas e Acre, e encontra-se protegida em unidades de conservação (SNUC). Ascategorias de ameaça não são aplicáveis para esse espécie uma vez que nãoapresenta ameaças diretas ou uso."
ARACEAE,"Anthurium langsdorffii",Schott,done,published,EN,"B1ab(i,ii,iii,iv)","Anthurium langsdorffii  é uma espécie endêmicada região sul do Estado do Rio de Janeiro e do vale doParaíba, no norte do Estado de São Paulo. Possui EOO menor do que 5.000 km² e AOO inferior a 500 km². A espécie ocupa habitat específico e muito restrito. Assim, aacelerada redução da Floresta Atlântica nessas regiões são fatores quecaracterizam uma significativa ameaça. A espécie foi avaliada como ""Em perigo"" (EN)."
ARACEAE,"Anthurium longifolium","(Hoffmanns.) G.Don",done,published,LC,,"Anthurium longifolium tem ampla distribuição no Sudeste do Brasil, ocorrendo em Mata Atlântica em vertentes de montanhas e matas de galeria. As categorias de ameaça não são aplicáveis para essa espécieuma vez que não apresenta ameaças diretas ou uso."
