family,scientificName,lifeForm,fenology,luminosity,substratum,longevity,resprout
BROMELIACEAE,"Tillandsia sucrei",,,,,,
BROMELIACEAE,"Tillandsia tenuifolia",,,,,,
BROMELIACEAE,"Tillandsia toropiensis",,,,,,
BROMELIACEAE,"Tillandsia tricholepis",,,,,,
BROMELIACEAE,"Tillandsia usneoides",,,,,,
BROMELIACEAE,"Tillandsia winkleri",,,,,,
BROMELIACEAE,"Tillandsia xiphioides",,,,,,
BROMELIACEAE,"Vriesea altimontana",,,,,,
BROMELIACEAE,"Vriesea altomacaensis",,,,,,
BROMELIACEAE,"Vriesea amadoi",,,,,,
BROMELIACEAE,"Vriesea amethystina",,,,,,
BROMELIACEAE,"Vriesea appariciana",,,,,,
BROMELIACEAE,"Vriesea arachnoidea",,,,,,
BROMELIACEAE,"Vriesea atropurpurea",,,,,,
BROMELIACEAE,"Vriesea belloi",,,,,,
BROMELIACEAE,"Vriesea biguassuensis",,,,,,
BROMELIACEAE,"Vriesea bituminosa",,,,,,
BROMELIACEAE,"Vriesea bleherae",,,,,,
BROMELIACEAE,"Vriesea botafogensis",,,,,,
BROMELIACEAE,"Vriesea brassicoides",,,,,,
BROMELIACEAE,"Vriesea breviscapa",,,,,,
BROMELIACEAE,"Vriesea brusquensis",,,,,,
BROMELIACEAE,"Vriesea cacuminis",,,,,,
BROMELIACEAE,"Vriesea calimaniana",,,,,,
BROMELIACEAE,"Vriesea carinata",,,,,,
BROMELIACEAE,"Vriesea cearensis",,,,,,
BROMELIACEAE,"Vriesea clausseniana",,,,,,
BROMELIACEAE,"Vriesea colnagoi",,,,,,
BROMELIACEAE,"Vriesea corcovadensis",,,,,,
BROMELIACEAE,"Vriesea costae",,,,,,
BROMELIACEAE,"Vriesea debilis",,,,,,
BROMELIACEAE,"Vriesea delicatula",,,,,,
BROMELIACEAE,"Vriesea diamantinensis",,,,,,
BROMELIACEAE,"Vriesea drepanocarpa",,,,,,
BROMELIACEAE,"Vriesea duvaliana",,,,,,
BROMELIACEAE,"Vriesea eltoniana",,,,,,
BROMELIACEAE,"Vriesea erythrodactylon",,,,,,
BROMELIACEAE,"Vriesea flammea",,,,,,
BROMELIACEAE,"Vriesea flava",,,,,,
BROMELIACEAE,"Vriesea fosteriana",,,,,,
BROMELIACEAE,"Vriesea friburgensis var. tucumanensis",,,,,,
BROMELIACEAE,"Vriesea funebris",,,,,,
BROMELIACEAE,"Vriesea gigantea",,,,,,
BROMELIACEAE,"Vriesea goniorachis",,,,,,
BROMELIACEAE,"Vriesea gracilior",,,,,,
BROMELIACEAE,"Vriesea harrylutheri",,,,,,
BROMELIACEAE,"Vriesea hieroglyphica",,,,,,
BROMELIACEAE,"Vriesea hoehneana",,,,,,
BROMELIACEAE,"Vriesea incurvata",,,,,,
BROMELIACEAE,"Vriesea itatiaiae",,,,,,
BROMELIACEAE,"Vriesea kautskyana",,,,,,
BROMELIACEAE,"Vriesea languida",,,,,,
BROMELIACEAE,"Vriesea leptantha",,,,,,
BROMELIACEAE,"Vriesea longistaminea",,,,,,
BROMELIACEAE,"Vriesea lubbersii",,,,,,
BROMELIACEAE,"Vriesea menescalii",,,,,,
BROMELIACEAE,"Vriesea minarum",,,,,,
BROMELIACEAE,"Vriesea morrenii",,,,,,
BROMELIACEAE,"Vriesea muelleri",,,,,,
BROMELIACEAE,"Vriesea neoglutinosa",,,,,,
BROMELIACEAE,"Vriesea pabstii",,,,,,
BROMELIACEAE,"Vriesea pardalina",,,,,,
BROMELIACEAE,"Vriesea parviflora",,,,,,
BROMELIACEAE,"Vriesea pastuchoffiana",,,,,,
BROMELIACEAE,"Vriesea pauperrima",,,,,,
BROMELIACEAE,"Vriesea penduliflora",,,,,,
BROMELIACEAE,"Vriesea pereirae",,,,,,
BROMELIACEAE,"Vriesea philippocoburgii",,,,,,
BROMELIACEAE,"Vriesea pinottii",,,,,,
BROMELIACEAE,"Vriesea platynema",,,,,,
BROMELIACEAE,"Vriesea platzmannii",,,,,,
BROMELIACEAE,"Vriesea plurifolia",,,,,,
BROMELIACEAE,"Vriesea procera",,,,,,
BROMELIACEAE,"Vriesea procera var. debilis",,,,,,
BROMELIACEAE,"Vriesea psittacina",,,,,,
BROMELIACEAE,"Vriesea racinae",,,,,,
BROMELIACEAE,"Vriesea recurvata",,,,,,
BROMELIACEAE,"Vriesea reitzii",,,,,,
BROMELIACEAE,"Vriesea repandostachys",,,,,,
BROMELIACEAE,"Vriesea rhodostachys",,,,,,
BROMELIACEAE,"Vriesea rodigasiana",,,,,,
BROMELIACEAE,"Vriesea rubyae",,,,,,
BROMELIACEAE,"Vriesea saundersii",,,,,,
BROMELIACEAE,"Vriesea sazimae",,,,,,
BROMELIACEAE,"Vriesea scalaris",,,,,,
BROMELIACEAE,"Vriesea sceptrum",,,,,,
BROMELIACEAE,"Vriesea schunkii",,,,,,
BROMELIACEAE,"Vriesea schwackeana",,,,,,
BROMELIACEAE,"Vriesea seideliana",,,,,,
BROMELIACEAE,"Vriesea sparsiflora",,,,,,
BROMELIACEAE,"Vriesea sucrei",,,,,,
BROMELIACEAE,"Vriesea thyrsoidea",,,,,,
BROMELIACEAE,"Vriesea triangularis",,,,,,
BROMELIACEAE,"Vriesea triligulata",,,,,,
BROMELIACEAE,"Vriesea vidalii",,,,,,
BROMELIACEAE,"Vriesea warmingii",,,,,,
BROMELIACEAE,"Vriesea wawranea",,,,,,
BROMELIACEAE,"Vriesea weberi",,,,,,
BROMELIACEAE,"Wittrockia superba",,,,,,
BROMELIACEAE,"Bromelia macedoi",,,,,,
BRUCHIACEAE,"Pringleella subulata",,,,,,
BRYACEAE,"Brachymenium hornschunchianum",,,,,,
BURMANNIACEAE,"Apteria aphylla",,,,,,
BURMANNIACEAE,"Burmannia bicolor",,,,,,
BURMANNIACEAE,"Burmannia flava",,,,,,
BURMANNIACEAE,"Cymbocarpa refracta",,,,,,
BURMANNIACEAE,"Dictyostega orobanchoides",,,,,,
BURMANNIACEAE,"Miersiella umbellata",,,,,,
BURSERACEAE,"Bursera simaruba",,,,,,
BURSERACEAE,"Dacryodes edilsonii",,,,,,
BURSERACEAE,"Protium bahianum",,,,,,
BURSERACEAE,"Protium giganteum var. crassifolium",,,,,,
BURSERACEAE,"Protium heptaphyllum subsp. cordatum",,,,,,
BURSERACEAE,"Protium icicariba var. talmonii",,,,,,
BURSERACEAE,"Protium inodorum",,,,,,
BURSERACEAE,"Protium kleinii",,,,,,
BURSERACEAE,"Tetragastris occhionii",,,,,,
BURSERACEAE,"Trattinnickia ferruginea",,,,,,
BURSERACEAE,"Trattinnickia mensalis",,,,,,
CABOMBACEAE,"Cabomba aquatica",,,,,,
CABOMBACEAE,"Cabomba caroliniana",,,,,,
CABOMBACEAE,"Cabomba furcata",,,,,,
CACTACEAE,"Arrojadoa bahiensis",,,,,,
CACTACEAE,"Arrojadoa dinae",,,,,,
CACTACEAE,"Arrojadoa eriocaulis",,,,,,
CACTACEAE,"Arthrocereus glaziovii",,,,,,
CACTACEAE,"Arthrocereus melanurus subsp. melanurus",,,,,,
CACTACEAE,"Arthrocereus melanurus subsp. magnus",,,,,,
CACTACEAE,"Arthrocereus melanurus subsp. odorus",,,,,,
CACTACEAE,"Arthrocereus rondonianus",,,,,,
CACTACEAE,"Brasilicereus markgrafii",,,,,,
CACTACEAE,"Brasiliopuntia brasiliensis",,,,,,
CACTACEAE,"Cereus mirabella",,,,,,
CACTACEAE,"Cipocereus bradei",,,,,,
CACTACEAE,"Cipocereus crassisepalus",,,,,,
CACTACEAE,"Cipocereus laniflorus",,,,,,
CACTACEAE,"Cipocereus minensis",,,,,,
CACTACEAE,"Cipocereus pusilliflorus",,,,,,
CACTACEAE,"Coleocephalocereus buxbaumianus subsp. flavisetus",,,,,,
CACTACEAE,"Coleocephalocereus fluminensis subsp. decumbens",,,,,,
CACTACEAE,"Coleocephalocereus purpureus",,,,,,
CACTACEAE,"Discocactus bahiensis",,,,,,
CACTACEAE,"Discocactus catingicola",,,,,,
CACTACEAE,"Discocactus ferricola",,,,,,
CACTACEAE,"Discocactus heptacanthus",,,,,,
CACTACEAE,"Discocactus horstii",,,,,,
CACTACEAE,"Discocactus placentiformis",,,,,,
CACTACEAE,"Discocactus pseudoinsignis",,,,,,
CACTACEAE,"Discocactus zehntneri",,,,,,
CACTACEAE,"Echinopsis calochlora",,,,,,
CACTACEAE,"Echinopsis oxygona",,,,,,
CACTACEAE,"Epiphyllum phyllanthus",,,,,,
CACTACEAE,"Espostoopsis dybowskii",,,,,,
CACTACEAE,"Facheiroa cephaliomelana",,,,,,
CACTACEAE,"Facheiroa cephaliomelana subsp. estevesii",,,,,,
CACTACEAE,"Facheiroa ulei",,,,,,
CACTACEAE,"Frailea buenekeri",,,,,,
CACTACEAE,"Frailea castanea",,,,,,
CACTACEAE,"Frailea curvispina",,,,,,
CACTACEAE,"Frailea gracillima",,,,,,
CACTACEAE,"Frailea mammifera",,,,,,
CACTACEAE,"Frailea phaeodisca",,,,,,
CACTACEAE,"Frailea pumila",,,,,,
CACTACEAE,"Frailea pygmaea",,,,,,
CACTACEAE,"Frailea schilinzkyana",,,,,,
CACTACEAE,"Gymnocalycium denudatum",,,,,,
CACTACEAE,"Gymnocalycium horstii",,,,,,
CACTACEAE,"Gymnocalycium horstii subsp. buenekeri",,,,,,
CACTACEAE,"Hatiora cylindrica",,,,,,
CACTACEAE,"Hatiora herminiae",,,,,,
CACTACEAE,"Hatiora rosea",,,,,,
CACTACEAE,"Hylocereus setaceus",,,,,,
CACTACEAE,"Lepismium cruciforme",,,,,,
CACTACEAE,"Lepismium houlletianum",,,,,,
CACTACEAE,"Lepismium warmingianum",,,,,,
CACTACEAE,"Melocactus azureus",,,,,,
CACTACEAE,"Melocactus conoideus",,,,,,
CACTACEAE,"Melocactus deinacanthus",,,,,,
CACTACEAE,"Melocactus ferreophilus",,,,,,
CACTACEAE,"Melocactus glaucescens",,,,,,
CACTACEAE,"Melocactus lanssensianus",,,,,,
CACTACEAE,"Melocactus pachyacanthus",,,,,,
CACTACEAE,"Melocactus paucispinus",,,,,,
CACTACEAE,"Melocactus violaceus",,,,,,
CACTACEAE,"Melocactus violaceus subsp. ritteri",,,,,,
CACTACEAE,"Micranthocereus albicephalus",,,,,,
CACTACEAE,"Micranthocereus auriazureus",,,,,,
CACTACEAE,"Micranthocereus dolichospermaticus",,,,,,
CACTACEAE,"Micranthocereus polyanthus",,,,,,
CACTACEAE,"Micranthocereus streckeri",,,,,,
CACTACEAE,"Micranthocereus violaciflorus",,,,,,
CACTACEAE,"Opuntia monacantha",,,,,,
CACTACEAE,"Parodia alacriportana",,,,,,
CACTACEAE,"Parodia arnostiana",,,,,,
CACTACEAE,"Parodia buiningii",,,,,,
CACTACEAE,"Parodia concinna",,,,,,
CACTACEAE,"Parodia crassigibba",,,,,,
CACTACEAE,"Parodia erinacea",,,,,,
CACTACEAE,"Parodia haselbergii",,,,,,
CACTACEAE,"Parodia haselbergii subsp. graessneri",,,,,,
CACTACEAE,"Parodia herteri",,,,,,
CACTACEAE,"Parodia horstii",,,,,,
CACTACEAE,"Parodia leninghausii",,,,,,
CACTACEAE,"Parodia linkii",,,,,,
CACTACEAE,"Parodia magnifica",,,,,,
CACTACEAE,"Parodia mammulosa",,,,,,
CACTACEAE,"Parodia neohorstii",,,,,,
CACTACEAE,"Parodia ottonis",,,,,,
CACTACEAE,"Parodia oxycostata",,,,,,
CACTACEAE,"Parodia rechensis",,,,,,
CACTACEAE,"Parodia schumanniana",,,,,,
CACTACEAE,"Parodia scopa",,,,,,
CACTACEAE,"Pereskia aculeata",,,,,,
CACTACEAE,"Pereskia aureiflora",,,,,,
CACTACEAE,"Pereskia bahiensis",,,,,,
CACTACEAE,"Pereskia grandifolia",,,,,,
CACTACEAE,"Pereskia stenantha",,,,,,
CACTACEAE,"Pilosocereus arrabidae",,,,,,
CACTACEAE,"Pilosocereus aureispinus",,,,,,
CACTACEAE,"Pilosocereus aurisetus subsp. aurilanatus",,,,,,
CACTACEAE,"Pilosocereus azulensis",,,,,,
CACTACEAE,"Pilosocereus brasiliensis",,,,,,
CACTACEAE,"Pilosocereus floccosus",,,,,,
CACTACEAE,"Pilosocereus floccosus subsp. quadricostatus",,,,,,
CACTACEAE,"Pilosocereus fulvilanatus",,,,,,
CACTACEAE,"Pilosocereus glaucochrous",,,,,,
CACTACEAE,"Pilosocereus machrisii",,,,,,
CACTACEAE,"Pilosocereus magnificus",,,,,,
CACTACEAE,"Pilosocereus multicostatus",,,,,,
CACTACEAE,"Pilosocereus piauhyensis",,,,,,
CACTACEAE,"Pseudoacanthocereus brasiliensis",,,,,,
CACTACEAE,"Quiabentia zehntneri",,,,,,
CACTACEAE,"Rhipsalis baccifera subsp. hileiabaiana",,,,,,
CACTACEAE,"Rhipsalis cereoides",,,,,,
CACTACEAE,"Rhipsalis crispata",,,,,,
CACTACEAE,"Rhipsalis dissimilis",,,,,,
CACTACEAE,"Rhipsalis elliptica",,,,,,
CACTACEAE,"Rhipsalis floccosa",,,,,,
CACTACEAE,"Rhipsalis hoelleri",,,,,,
CACTACEAE,"Rhipsalis oblonga",,,,,,
CACTACEAE,"Rhipsalis pacheco-leonis",,,,,,
CACTACEAE,"Rhipsalis paradoxa",,,,,,
CACTACEAE,"Rhipsalis paradoxa subsp. septentrionalis",,,,,,
CACTACEAE,"Rhipsalis pilocarpa",,,,,,
CACTACEAE,"Rhipsalis russellii",,,,,,
CACTACEAE,"Rhipsalis sulcata",,,,,,
CACTACEAE,"Schlumbergera kautskyi",,,,,,
CACTACEAE,"Schlumbergera microsphaerica",,,,,,
CACTACEAE,"Schlumbergera opuntioides",,,,,,
CACTACEAE,"Schlumbergera truncata",,,,,,
CACTACEAE,"Tacinga braunii",,,,,,
CACTACEAE,"Tacinga funalis",,,,,,
CACTACEAE,"Tacinga inamoena",,,,,,
CACTACEAE,"Tacinga palmadora",,,,,,
CACTACEAE,"Tacinga saxatilis",,,,,,
CACTACEAE,"Tacinga saxatilis subsp. estevesii",,,,,,
CACTACEAE,"Tacinga werneri",,,,,,
CACTACEAE,"Uebelmannia buiningii",,,,,,
CACTACEAE,"Uebelmannia gummifera",,,,,,
CACTACEAE,"Uebelmannia pectinifera",,,,,,
CALYCERACEAE,"Acicarpha tribuloides",,,,,,
CALYCERACEAE,"Boopis bupleuroides",,,,,,
CALYCERACEAE,"Boopis itatiaiae",,,,,,
CAMPANULACEAE,"Lobelia anceps",,,,,,
CAMPANULACEAE,"Lobelia hederacea",,,,,,
CAMPANULACEAE,"Lobelia hilaireana",,,,,,
CAMPANULACEAE,"Lobelia langeana",,,,,,
CAMPANULACEAE,"Lobelia nummularioides",,,,,,
CAMPANULACEAE,"Lobelia santos-limae",,,,,,
CAMPANULACEAE,"Lobelia xalapensis",,,,,,
CAMPANULACEAE,"Siphocampylus corymbiferus",,,,,,
CAMPANULACEAE,"Siphocampylus lycioides",,,,,,
CAMPANULACEAE,"Siphocampylus verticillatus",,,,,,
CANNABACEAE,"Celtis ehrenbergiana",,,,,,
CAPPARACEAE,"Crateva tapia",,,,,,
CAPPARACEAE,"Hemiscola diffusa",,,,,,
CARICACEAE,"Jacaratia spinosa",,,,,,
CARYOCARACEAE,"Caryocar brasiliense",,,,,,
CARYOCARACEAE,"Caryocar coriaceum",,,,,,
CARYOCARACEAE,"Caryocar edule",,,,,,
CELASTRACEAE,"Elachyptera coriacea",,,,,,
CELASTRACEAE,"Elachyptera festiva",,,,,,
CELASTRACEAE,"Elachyptera micrantha",,,,,,
CELASTRACEAE,"Maytenus acanthophylla",,,,,,
CELASTRACEAE,"Maytenus aquifolia",,,,,,
CELASTRACEAE,"Maytenus basidentata",,,,,,
CELASTRACEAE,"Maytenus boaria",,,,,,
CELASTRACEAE,"Maytenus brasiliensis",,,,,,
CELASTRACEAE,"Maytenus floribunda",,,,,,
CELASTRACEAE,"Maytenus glaucescens",,,,,,
CELASTRACEAE,"Maytenus ilicifolia",,,,,,
CELASTRACEAE,"Maytenus quadrangulata",,,,,,
CELASTRACEAE,"Maytenus robusta",,,,,,
CELASTRACEAE,"Maytenus rupestris",,,,,,
CELASTRACEAE,"Peritassa longifolia",,,,,,
CELASTRACEAE,"Peritassa sadleri",,,,,,
CELASTRACEAE,"Salacia arborea",,,,,,
CELASTRACEAE,"Salacia mosenii",,,,,,
CELASTRACEAE,"Tontelea lanceolata",,,,,,
CELASTRACEAE,"Tontelea leptophylla",,,,,,
CELASTRACEAE,"Tontelea martiana",,,,,,
CEPHALOZIACEAE,"Cephalozia crassifolia",,,,,,
CEPHALOZIELLACEAE,"Cylindrocolea rhizantha",,,,,,
CERATOPHYLLACEAE,"Ceratophyllum submersum",,,,,,
CHRYSOBALANACEAE,"Couepia belemii",,,,,,
CHRYSOBALANACEAE,"Couepia carautae",,,,,,
CHRYSOBALANACEAE,"Couepia joaquinae",,,,,,
CHRYSOBALANACEAE,"Couepia leitaofilhoi",,,,,,
CHRYSOBALANACEAE,"Couepia meridionalis",,,,,,
CHRYSOBALANACEAE,"Couepia monteclarensis",,,,,,
CHRYSOBALANACEAE,"Couepia schottii",,,,,,
CHRYSOBALANACEAE,"Exellodendron gracile",,,,,,
CHRYSOBALANACEAE,"Hirtella insignis",,,,,,
CHRYSOBALANACEAE,"Hirtella parviunguis",,,,,,
CHRYSOBALANACEAE,"Hirtella racemosa",,,,,,
CHRYSOBALANACEAE,"Hirtella santosii",,,,,,
CHRYSOBALANACEAE,"Licania anneae",,,,,,
CHRYSOBALANACEAE,"Licania aracaensis",,,,,,
CHRYSOBALANACEAE,"Licania arianeae",,,,,,
CHRYSOBALANACEAE,"Licania belemii",,,,,,
CHRYSOBALANACEAE,"Licania bellingtonii",,,,,,
CHRYSOBALANACEAE,"Licania conferruminata",,,,,,
CHRYSOBALANACEAE,"Licania gardneri",,,,,,
CHRYSOBALANACEAE,"Licania indurata",,,,,,
CHRYSOBALANACEAE,"Parinari brasiliensis",,,,,,
CISTACEAE,"Helianthemum brasiliense",,,,,,
CLETHRACEAE,"Clethra scabra",,,,,,
CLETHRACEAE,"Clethra uleana",,,,,,
CLUSIACEAE,"Clusia aemygdioi",,,,,,
CLUSIACEAE,"Clusia criuva",,,,,,
CLUSIACEAE,"Clusia organensis",,,,,,
CLUSIACEAE,"Kielmeyera occhioniana",,,,,,
CLUSIACEAE,"Kielmeyera rufotomentosa",,,,,,
CLUSIACEAE,"Kielmeyera rupestris",,,,,,
CLUSIACEAE,"Kielmeyera sigillata",,,,,,
COMBRETACEAE,"Buchenavia hoehneana",,,,,,
COMBRETACEAE,"Buchenavia iguaratensis",,,,,,
COMBRETACEAE,"Buchenavia kleinii",,,,,,
COMBRETACEAE,"Buchenavia pabstii",,,,,,
COMBRETACEAE,"Buchenavia rabelloana",,,,,,
COMBRETACEAE,"Combretum rupicola",,,,,,
COMBRETACEAE,"Terminalia acuminata",,,,,,
COMBRETACEAE,"Terminalia argentea",,,,,,
COMBRETACEAE,"Terminalia januariensis",,,,,,
COMBRETACEAE,"Terminalia kuhlmannii",,,,,,
COMBRETACEAE,"Terminalia reitzii",,,,,,
COMMELINACEAE,"Callisia monandra",,,,,,
COMMELINACEAE,"Dichorisandra acaulis",,,,,,
COMMELINACEAE,"Dichorisandra glaziovii",,,,,,
COMMELINACEAE,"Dichorisandra leucophthalmos",,,,,,
COMMELINACEAE,"Dichorisandra neglecta",,,,,,
COMMELINACEAE,"Dichorisandra perforans",,,,,,
COMMELINACEAE,"Siderasis fuscata",,,,,,
COMMELINACEAE,"Tinantia erecta",,,,,,
CONNARACEAE,"Connarus rostratus",,,,,,
CONNARACEAE,"Rourea gracilis",,,,,,
CONNARACEAE,"Rourea psammophila",,,,,,
CONNARACEAE,"Rourea pseudospadicea",,,,,,
CONVOLVULACEAE,"Aniseia martinicensis var. ambigua",,,,,,
CONVOLVULACEAE,"Bonamia burchellii",,,,,,
CONVOLVULACEAE,"Convolvulus hasslerianus",,,,,,
CONVOLVULACEAE,"Cuscuta obtusiflora",,,,,,
CONVOLVULACEAE,"Evolvulus aurigenius",,,,,,
CONVOLVULACEAE,"Evolvulus barbatus",,,,,,
CONVOLVULACEAE,"Evolvulus chrysotrichos",,,,,,
CONVOLVULACEAE,"Evolvulus cressoides",,,,,,
CONVOLVULACEAE,"Evolvulus ericifolius",,,,,,
CONVOLVULACEAE,"Evolvulus filipes",,,,,,
CONVOLVULACEAE,"Evolvulus fuscus",,,,,,
CONVOLVULACEAE,"Evolvulus glaziovii",,,,,,
CONVOLVULACEAE,"Evolvulus kramerioides",,,,,,
CONVOLVULACEAE,"Evolvulus rariflorus",,,,,,
CONVOLVULACEAE,"Evolvulus riedelii",,,,,,
CONVOLVULACEAE,"Evolvulus stellariifolius",,,,,,
CONVOLVULACEAE,"Ipomoea acutisepala",,,,,,
CONVOLVULACEAE,"Ipomoea argentea",,,,,,
CONVOLVULACEAE,"Ipomoea campestris",,,,,,
CONVOLVULACEAE,"Ipomoea carajasensis",,,,,,
CONVOLVULACEAE,"Ipomoea cavalcantei",,,,,,
CONVOLVULACEAE,"Ipomoea cynanchifolia",,,,,,
CONVOLVULACEAE,"Ipomoea daturiflora",,,,,,
CONVOLVULACEAE,"Ipomoea fimbriosepala",,,,,,
CONVOLVULACEAE,"Ipomoea hirsutissima",,,,,,
CONVOLVULACEAE,"Ipomoea macedoi",,,,,,
CONVOLVULACEAE,"Ipomoea sericophylla",,,,,,
CONVOLVULACEAE,"Ipomoea subrevoluta",,,,,,
CONVOLVULACEAE,"Iseia luxurians",,,,,,
CONVOLVULACEAE,"Jacquemontia hallieriana",,,,,,
CONVOLVULACEAE,"Jacquemontia revoluta",,,,,,
CONVOLVULACEAE,"Merremia aturensis",,,,,,
CONVOLVULACEAE,"Merremia repens",,,,,,
CONVOLVULACEAE,"Operculina alata",,,,,,
CONVOLVULACEAE,"Operculina macrocarpa",,,,,,
COSTACEAE,"Chamaecostus subsessilis",,,,,,
COSTACEAE,"Chamaecostus cuspidatus",,,,,,
COSTACEAE,"Chamaecostus fragilis",,,,,,
COSTACEAE,"Chamaecostus fusiformis",,,,,,
COSTACEAE,"Costus scaber",,,,,,
CRASSULACEAE,"Crassula peduncularis",,,,,,
CUCURBITACEAE,"Cayaponia bonariensis",,,,,,
CUCURBITACEAE,"Cayaponia espelina",,,,,,
CUCURBITACEAE,"Cayaponia pedata",,,,,,
CUCURBITACEAE,"Cayaponia trilobata",,,,,,
CUCURBITACEAE,"Ceratosanthes hilariana",,,,,,
CULCITACEAE,"Culcita coniifolia",,,,,,
CUNONIACEAE,"Lamanonia cuneata",,,,,,
CUNONIACEAE,"Weinmannia discolor",,,,,,
CUNONIACEAE,"Weinmannia organensis",,,,,,
CUNONIACEAE,"Weinmannia paulliniifolia",,,,,,
CYATHEACEAE,"Alsophila capensis",,,,,,
CYATHEACEAE,"Alsophila capensis subsp. polypodioides",,,,,,
CYATHEACEAE,"Cnemidaria uleana",,,,,,
CYATHEACEAE,"Cyathea corcovadensis",,,,,,
CYATHEACEAE,"Cyathea glaziovii",,,,,,
CYATHEACEAE,"Cyathea poeppigii",,,,,,
CYATHEACEAE,"Cyathea pungens",,,,,,
CYCLANTHACEAE,"Asplundia polymera",,,,,,
CYCLANTHACEAE,"Asplundia polymera subsp. reitzii",,,,,,
CYMODOCEACEAE,"Halodule emarginata",,,,,,
CYMODOCEACEAE,"Halodule wrightii",,,,,,
CYPERACEAE,"Bulbostylis distichoides",,,,,,
CYPERACEAE,"Bulbostylis fendleri",,,,,,
CYPERACEAE,"Bulbostylis latifolia",,,,,,
CYPERACEAE,"Bulbostylis loefgrenii",,,,,,
CYPERACEAE,"Bulbostylis nesiotis",,,,,,
CYPERACEAE,"Bulbostylis smithii",,,,,,
CYPERACEAE,"Cryptangium claussenii",,,,,,
CYPERACEAE,"Cyperus atlanticus",,,,,,
CYPERACEAE,"Cyperus giganteus",,,,,,
CYPERACEAE,"Cyperus rotundus",,,,,,
CYPERACEAE,"Eleocharis barrosii",,,,,,
CYPERACEAE,"Eleocharis bonariensis",,,,,,
CYPERACEAE,"Eleocharis plicarhachis",,,,,,
CYPERACEAE,"Eleocharis stenocarpa",,,,,,
CYPERACEAE,"Eleocharis urceolata",,,,,,
CYPERACEAE,"Hypolytrum amorimii",,,,,,
CYPERACEAE,"Hypolytrum bahiense",,,,,,
CYPERACEAE,"Hypolytrum lucennoi",,,,,,
CYPERACEAE,"Hypolytrum paraense",,,,,,
CYPERACEAE,"Lagenocarpus bracteosus",,,,,,
CYPERACEAE,"Machaerina ensifolia",,,,,,
CYPERACEAE,"Pleurostachys angustifolia",,,,,,
CYPERACEAE,"Pycreus flavescens",,,,,,
CYPERACEAE,"Rhynchospora biflora",,,,,,
CYPERACEAE,"Rhynchospora filiformis",,,,,,
CYPERACEAE,"Rhynchospora nardifolia",,,,,,
CYPERACEAE,"Rhynchospora paranaensis",,,,,,
CYPERACEAE,"Rhynchospora warmingii",,,,,,
CYPERACEAE,"Scleria balansae",,,,,,
CYPERACEAE,"Trilepis tenuis",,,,,,
DENNSTAEDTIACEAE,"Blotiella lindeniana",,,,,,
DICHAPETALACEAE,"Stephanopodium engleri",,,,,,
DICHAPETALACEAE,"Stephanopodium magnifolium",,,,,,
DICKSONIACEAE,"Dicksonia sellowiana",,,,,,
DICRANACEAE,"Atractylocarpus brasiliensis",,,,,,
DICRANACEAE,"Atractylocarpus longisetus",,,,,,
DICRANACEAE,"Campylopus densicoma",,,,,,
DILLENIACEAE,"Davilla glaziovii",,,,,,
DILLENIACEAE,"Davilla macrocarpa",,,,,,
DILLENIACEAE,"Doliocarpus glomeratus",,,,,,
DILLENIACEAE,"Doliocarpus lancifolius",,,,,,
DIOSCOREACEAE,"Dioscorea aesculifolia",,,,,,
DIOSCOREACEAE,"Dioscorea campestris",,,,,,
DIOSCOREACEAE,"Dioscorea grandiflora",,,,,,
DIOSCOREACEAE,"Dioscorea kunthiana",,,,,,
DIOSCOREACEAE,"Dioscorea loefgrenii",,,,,,
DIOSCOREACEAE,"Dioscorea mantiqueirensis",,,,,,
DIOSCOREACEAE,"Dioscorea mollis",,,,,,
DIOSCOREACEAE,"Dioscorea pseudomacrocapsa",,,,,,
DIOSCOREACEAE,"Dioscorea sanpaulensis",,,,,,
DIOSCOREACEAE,"Dioscorea stegelmanniana",,,,,,
DIOSCOREACEAE,"Dioscorea trilinguis",,,,,,
DITRICHACEAE,"Chrysoblastella chilensis",,,,,,
DROSERACEAE,"Drosera graomogolensis",,,,,,
DRYOPTERIDACEAE,"Polybotrya speciosa",,,,,,
DRYOPTERIDACEAE,"Polystichum bradei",,,,,,
DRYOPTERIDACEAE,"Ctenitis anniesii",,,,,,
DRYOPTERIDACEAE,"Ctenitis eriocaulis",,,,,,
DRYOPTERIDACEAE,"Ctenitis fenestralis",,,,,,
DRYOPTERIDACEAE,"Elaphoglossum acrocarpum",,,,,,
DRYOPTERIDACEAE,"Elaphoglossum amplissimum",,,,,,
DRYOPTERIDACEAE,"Elaphoglossum beckeri",,,,,,
DRYOPTERIDACEAE,"Elaphoglossum edwallii",,,,,,
DRYOPTERIDACEAE,"Elaphoglossum gayanum",,,,,,
DRYOPTERIDACEAE,"Elaphoglossum herminieri",,,,,,
DRYOPTERIDACEAE,"Elaphoglossum iguapense",,,,,,
DRYOPTERIDACEAE,"Elaphoglossum insigne",,,,,,
DRYOPTERIDACEAE,"Elaphoglossum itatiayense",,,,,,
DRYOPTERIDACEAE,"Elaphoglossum jamesonii",,,,,,
DRYOPTERIDACEAE,"Elaphoglossum langsdorffii",,,,,,
DRYOPTERIDACEAE,"Elaphoglossum macahense",,,,,,
DRYOPTERIDACEAE,"Elaphoglossum nigrescens",,,,,,
