family,scientificNameWithoutAuthorship,scientificNameAuthorship,acceptedNameUsage
ORCHIDACEAE,"Octomeria multiflora",Barb.Rodr.,"Octomeria multiflora Barb.Rodr."
ORCHIDACEAE,"Octomeria pumila",Seehawer,"Octomeria pumila Seehawer"
ORCHIDACEAE,"Octomeria rodeiensis",Barb.Rodr.,"Octomeria rodeiensis Barb.Rodr."
ORCHIDACEAE,"Octomeria rodriguesii",Cogn.,"Octomeria rodriguesii Cogn."
ORCHIDACEAE,"Octomeria sarcophylla",Barb.Rodr.,"Octomeria sarcophylla Barb.Rodr."
ORCHIDACEAE,"Pabstia placanthera","(Hook.) Garay","Pabstia placanthera (Hook.) Garay"
ORCHIDACEAE,"Pabstiella calcarata","(Cogn.) Luer","Pabstiella calcarata (Cogn.) Luer"
ORCHIDACEAE,"Pabstiella crassicaulis","(Barb.Rodr.) Luer","Pabstiella crassicaulis (Barb.Rodr.) Luer"
ORCHIDACEAE,"Pabstiella elegantula","(Cogn.) Luer","Pabstiella elegantula (Cogn.) Luer"
ORCHIDACEAE,"Pabstiella gracilicaulis","(Seehawer) Luer","Pabstiella gracilicaulis (Seehawer) Luer"
ORCHIDACEAE,"Pabstiella spathuliglossa","(Hoehne) Luer","Pabstiella spathuliglossa (Hoehne) Luer"
ORCHIDACEAE,"Pabstiella tabacina","(Barb.Rodr.) Luer","Pabstiella tabacina (Barb.Rodr.) Luer"
ORCHIDACEAE,"Pelexia longibracteata",Pabst,"Pelexia longibracteata Pabst"
ORCHIDACEAE,"Pelexia luetzelburgii",Schltr.,"Pelexia luetzelburgii Schltr."
ORCHIDACEAE,"Pelexia mouraei",Schltr.,"Pelexia mouraei Schltr."
ORCHIDACEAE,"Phymatidium limae","Porto & Brade","Phymatidium limae Porto & Brade"
ORCHIDACEAE,"Pleurothallis dracula",Seehawer,"Pleurothallis dracula Seehawer"
ORCHIDACEAE,"Pleurothallis jacarepaguaensis",Barb.Rodr.,"Pleurothallis jacarepaguaensis Barb.Rodr."
ORCHIDACEAE,"Pleurothallis viridiflora",Seehawer,"Pleurothallis viridiflora Seehawer"
ORCHIDACEAE,"Prescottia spiranthophylla",Barb.Rodr.,"Prescottia spiranthophylla Barb.Rodr."
ORCHIDACEAE,"Prosthechea serpentilingua","Withner & D.G.Hunt","Prosthechea serpentilingua Withner & D.G.Hunt"
ORCHIDACEAE,"Pygmaeorchis brasiliensis",Brade,"Pygmaeorchis brasiliensis Brade"
ORCHIDACEAE,"Rauhiella brasiliensis","Pabst & Braga","Rauhiella brasiliensis Pabst & Braga"
ORCHIDACEAE,"Rauhiella seehaweri","(I.Bock) Toscano & Christenson","Rauhiella seehaweri (I.Bock) Toscano & Christenson"
ORCHIDACEAE,"Rodriguezia bifolia",Barb.Rodr.,"Rodriguezia bifolia Barb.Rodr."
ORCHIDACEAE,"Rodriguezia leucantha",Barb.Rodr.,"Rodriguezia leucantha Barb.Rodr."
ORCHIDACEAE,"Rodriguezia sucrei",Braga,"Rodriguezia sucrei Braga"
ORCHIDACEAE,"Sarcoglottis veyretiae",Szlach.,"Sarcoglottis veyretiae Szlach."
ORCHIDACEAE,"Sauroglossum odoratum",Robatsch,"Sauroglossum odoratum Robatsch"
ORCHIDACEAE,"Sauroglossum organense",Szlach.,"Sauroglossum organense Szlach."
ORCHIDACEAE,"Specklinia hymenantha","(Lindl.) F.Barros & V.T.Rodrigues","Specklinia hymenantha (Lindl.) F.Barros & V.T.Rodrigues"
ORCHIDACEAE,"Specklinia pantherina","(Seehawer) Luer","Specklinia pantherina (Seehawer) Luer"
ORCHIDACEAE,"Stelis palmeiraensis",Barb.Rodr.,"Stelis palmeiraensis Barb.Rodr."
ORCHIDACEAE,"Trichosalpinx purpurea",Seehawer,"Trichosalpinx purpurea Seehawer"
ORCHIDACEAE,"Trigonidium turbinatum",Rchb.f.,"Trigonidium turbinatum Rchb.f."
ORCHIDACEAE,"Vanilla dungsii",Pabst,"Vanilla dungsii Pabst"
ORCHIDACEAE,"Zygostates ovatipetala","(Brade) Toscano","Zygostates ovatipetala (Brade) Toscano"
OROBANCHACEAE,"Magdalenaea limae",Brade,"Magdalenaea limae Brade"
PASSIFLORACEAE,"Passiflora farneyi","Pessoa & Cervi","Passiflora farneyi Pessoa & Cervi"
PASSIFLORACEAE,"Passiflora imbeana",Sacco,"Passiflora imbeana Sacco"
PHYLLANTHACEAE,"Phyllanthus itatiaiensis",Brade,"Phyllanthus itatiaiensis Brade"
PHYLLANTHACEAE,"Phyllanthus mocotensis",G.L.Webster,"Phyllanthus mocotensis G.L.Webster"
PHYLLANTHACEAE,"Phyllanthus rosmarinifolius",Müll.Arg.,"Phyllanthus rosmarinifolius Müll.Arg."
PICRAMNIACEAE,"Picramnia grandifolia",Engl.,"Picramnia grandifolia Engl."
PIPERACEAE,"Peperomia arbuscula",Yunck.,"Peperomia arbuscula Yunck."
PIPERACEAE,"Peperomia bradei",Yunck.,"Peperomia bradei Yunck."
PIPERACEAE,"Peperomia humifusa",Yunck.,"Peperomia humifusa Yunck."
PIPERACEAE,"Peperomia papillispica",C.DC.,"Peperomia papillispica C.DC."
PIPERACEAE,"Peperomia pubipeduncula",Yunck.,"Peperomia pubipeduncula Yunck."
PIPERACEAE,"Peperomia riedeliana",Regel,"Peperomia riedeliana Regel"
PIPERACEAE,"Piper crebrinodum",C.DC.,"Piper crebrinodum C.DC."
PIPERACEAE,"Piper emygdioi",Yunck.,"Piper emygdioi Yunck."
PIPERACEAE,"Piper giordanoi","E.F.Guim. & D.Monteiro","Piper giordanoi E.F.Guim. & D.Monteiro"
PIPERACEAE,"Piper halesiifolium",Kunth,"Piper halesiifolium Kunth"
PIPERACEAE,"Piper lundii",C.DC.,"Piper lundii C.DC."
PIPERACEAE,"Piper morisonianum",C.DC.,"Piper morisonianum C.DC."
PIPERACEAE,"Piper niteroiense",Yunck.,"Piper niteroiense Yunck."
PIPERACEAE,"Piper rioense",Yunck.,"Piper rioense Yunck."
PIPERACEAE,"Piper rumicifolium","(Miq.) C.DC.","Piper rumicifolium (Miq.) C.DC."
PIPERACEAE,"Piper saldanhai",Yunck.,"Piper saldanhai Yunck."
PIPERACEAE,"Piper translucens",Yunck.,"Piper translucens Yunck."
PIPERACEAE,"Piper trigonodrupum",Yunck.,"Piper trigonodrupum Yunck."
PIPERACEAE,"Piper weddellii",C.DC.,"Piper weddellii C.DC."
PLAGIOCHILACEAE,"Plagiochila boryana","Gottsche ex Steph.","Plagiochila boryana Gottsche ex Steph."
PLANTAGINACEAE,"Achetaria latifolia",V.C.Souza,"Achetaria latifolia V.C.Souza"
PLANTAGINACEAE,"Ildefonsia bibracteata",Gardner,"Ildefonsia bibracteata Gardner"
POACEAE,"Apochloa tijucae","(Renvoize) Zuloaga & Morrone","Apochloa tijucae (Renvoize) Zuloaga & Morrone"
POACEAE,"Aulonemia goyazensis","(Hack.) McClure","Aulonemia goyazensis (Hack.) McClure"
POACEAE,"Aulonemia ramosissima","(Hack.) McClure","Aulonemia ramosissima (Hack.) McClure"
POACEAE,"Axonopus comatus","(Mez) Swallen","Axonopus comatus (Mez) Swallen"
POACEAE,"Chusquea acuminata",Döll,"Chusquea acuminata Döll"
POACEAE,"Chusquea sclerophylla",Döll,"Chusquea sclerophylla Döll"
POACEAE,"Chusquea tenuis","Glaz. ex E.G.Camus","Chusquea tenuis Glaz. ex E.G.Camus"
POACEAE,"Chusquea wilkesii",Munro,"Chusquea wilkesii Munro"
POACEAE,"Dichanthelium cucaense","(Zuloaga & Morrone) Zuloaga","Dichanthelium cucaense (Zuloaga & Morrone) Zuloaga"
POACEAE,"Dichanthelium itatiaiae","(Swallen) Zuloaga","Dichanthelium itatiaiae (Swallen) Zuloaga"
POACEAE,"Dichanthelium petropolitanum","(Zuloaga & Morrone) Zuloaga","Dichanthelium petropolitanum (Zuloaga & Morrone) Zuloaga"
POACEAE,"Renvoizea glaziovii","(Hack.) Zuloaga & Morrone","Renvoizea glaziovii (Hack.) Zuloaga & Morrone"
POACEAE,"Renvoizea teretifolia","(Hack.) Zuloaga & Morrone","Renvoizea teretifolia (Hack.) Zuloaga & Morrone"
POACEAE,"Trisetum brasiliense",Louis-Marie,"Trisetum brasiliense Louis-Marie"
PODOSTEMACEAE,"Podostemum saldanhanum","(Warm.) C.T.Philbrick & Novelo","Podostemum saldanhanum (Warm.) C.T.Philbrick & Novelo"
POLYGALACEAE,"Polygala revoluta",Gardner,"Polygala revoluta Gardner"
POLYGONACEAE,"Coccoloba rigida",Meisn.,"Coccoloba rigida Meisn."
POLYPODIACEAE,"Alansmia alfaroi","(Donn. Sm.) Moguel & M. Kessler","Alansmia alfaroi (Donn. Sm.) Moguel & M. Kessler"
POLYPODIACEAE,"Ceradenia itatiaiensis","Labiak & Condack","Ceradenia itatiaiensis Labiak & Condack"
POLYPODIACEAE,"Moranopteris xbradei","(Labiak & F.B.Matos) R.Y. Hirai & J. Prado","Moranopteris xbradei (Labiak & F.B.Matos) R.Y. Hirai & J. Prado"
POLYPODIACEAE,"Pecluma imbeana","(Brade) Salino","Pecluma imbeana (Brade) Salino"
POLYPODIACEAE,"Stenogrammitis luetzelburgii","(Rosenst.) Labiak","Stenogrammitis luetzelburgii (Rosenst.) Labiak"
PRIMULACEAE,"Cybianthus barrosoanus",G.Agostini,"Cybianthus barrosoanus G.Agostini"
PRIMULACEAE,"Cybianthus gracillimus","(Warm.) Mez","Cybianthus gracillimus (Warm.) Mez"
PRIMULACEAE,"Stylogyne araujoana","Carrijo, M.F. Freitas A.L. Peixoto","Stylogyne araujoana Carrijo, M.F. Freitas A.L. Peixoto"
PRIMULACEAE,"Stylogyne leptantha","(Miq.) Mez","Stylogyne leptantha (Miq.) Mez"
PRIMULACEAE,"Stylogyne sordida",Mez,"Stylogyne sordida Mez"
PROTEACEAE,"Roupala gracilis",Meisn.,"Roupala gracilis Meisn."
PTERIDACEAE,"Cheilanthes incisa","Kunze ex Mett.","Cheilanthes incisa Kunze ex Mett."
PTERIDACEAE,"Doryopteris magdalenensis","(Brade) Brade","Doryopteris magdalenensis (Brade) Brade"
PTERIDACEAE,"Doryopteris quinquelobata","(Fée) Diels","Doryopteris quinquelobata (Fée) Diels"
PTERIDACEAE,"Doryopteris subsimplex","(Fée) Diels","Doryopteris subsimplex (Fée) Diels"
PTERIDACEAE,"Doryopteris tijucana","Brade & Rosenst.","Doryopteris tijucana Brade & Rosenst."
PTERIDACEAE,"Pteris congesta",J.Prado,"Pteris congesta J.Prado"
RANUNCULACEAE,"Anemone assisbrasiliana","Kuhlm. & Porto","Anemone assisbrasiliana Kuhlm. & Porto"
RUBIACEAE,"Bathysa sylvestrae","Germano-Filho & M.Gomes","Bathysa sylvestrae Germano-Filho & M.Gomes"
RUBIACEAE,"Borreria pterophora",C.Presl,"Borreria pterophora C.Presl"
RUBIACEAE,"Bradea brasiliensis",Standl.,"Bradea brasiliensis Standl."
RUBIACEAE,"Chomelia estrellana",Müll.Arg.,"Chomelia estrellana Müll.Arg."
RUBIACEAE,"Chomelia monantha","(K.Schum. ex Standl.) Steyerm.","Chomelia monantha (K.Schum. ex Standl.) Steyerm."
RUBIACEAE,"Chomelia transiens",Müll.Arg.,"Chomelia transiens Müll.Arg."
RUBIACEAE,"Chomelia vulpina",Müll.Arg.,"Chomelia vulpina Müll.Arg."
RUBIACEAE,"Coussarea biflora","(Vell.) Müll.Arg.","Coussarea biflora (Vell.) Müll.Arg."
RUBIACEAE,"Coussarea coffeoides",Müll.Arg.,"Coussarea coffeoides Müll.Arg."
RUBIACEAE,"Coussarea friburgensis",M.Gomes,"Coussarea friburgensis M.Gomes"
RUBIACEAE,"Coussarea lanceolata","(Vell.) Müll.Arg.","Coussarea lanceolata (Vell.) Müll.Arg."
RUBIACEAE,"Coussarea procumbens","(Vell.) Müll.Arg.","Coussarea procumbens (Vell.) Müll.Arg."
RUBIACEAE,"Coussarea speciosa","K.Schum. ex M. Gomes","Coussarea speciosa K.Schum. ex M. Gomes"
RUBIACEAE,"Coussarea strigosipes",Müll.Arg.,"Coussarea strigosipes Müll.Arg."
RUBIACEAE,"Coussarea viridis",Müll.Arg.,"Coussarea viridis Müll.Arg."
RUBIACEAE,"Faramea anisodonta",Müll.Arg.,"Faramea anisodonta Müll.Arg."
RUBIACEAE,"Faramea aristata",Müll.Arg.,"Faramea aristata Müll.Arg."
RUBIACEAE,"Faramea australis","(Vell.) Müll.Arg.","Faramea australis (Vell.) Müll.Arg."
RUBIACEAE,"Faramea brachyloba",Müll.Arg.,"Faramea brachyloba Müll.Arg."
RUBIACEAE,"Faramea calyciflora","A.Rich. ex DC.","Faramea calyciflora A.Rich. ex DC."
RUBIACEAE,"Faramea campanularis",Müll.Arg.,"Faramea campanularis Müll.Arg."
RUBIACEAE,"Faramea cardiophylla",Standl.,"Faramea cardiophylla Standl."
RUBIACEAE,"Faramea cordifolia",Glaz.,"Faramea cordifolia Glaz."
RUBIACEAE,"Faramea diversifolia",Müll.Arg.,"Faramea diversifolia Müll.Arg."
RUBIACEAE,"Faramea filamentosa",Müll.Arg.,"Faramea filamentosa Müll.Arg."
RUBIACEAE,"Faramea heteromera",Müll.Arg.,"Faramea heteromera Müll.Arg."
RUBIACEAE,"Faramea includens",Müll.Arg.,"Faramea includens Müll.Arg."
RUBIACEAE,"Faramea intercedens",Müll.Arg.,"Faramea intercedens Müll.Arg."
RUBIACEAE,"Faramea leucocalyx",Müll.Arg.,"Faramea leucocalyx Müll.Arg."
RUBIACEAE,"Faramea micrantha",Müll.Arg.,"Faramea micrantha Müll.Arg."
RUBIACEAE,"Faramea pedicellaris",Müll.Arg.,"Faramea pedicellaris Müll.Arg."
RUBIACEAE,"Faramea platypoda",Müll.Arg.,"Faramea platypoda Müll.Arg."
RUBIACEAE,"Faramea porophylla","(Vell.) Müll.Arg.","Faramea porophylla (Vell.) Müll.Arg."
RUBIACEAE,"Faramea tenuiflora",Müll.Arg.,"Faramea tenuiflora Müll.Arg."
RUBIACEAE,"Faramea tinguana",Müll.Arg.,"Faramea tinguana Müll.Arg."
RUBIACEAE,"Faramea urophylla",Müll.Arg.,"Faramea urophylla Müll.Arg."
RUBIACEAE,"Galianthe polygonoides","E.L.Cabral & Bacigalupo","Galianthe polygonoides E.L.Cabral & Bacigalupo"
RUBIACEAE,"Hillia saldanhaei",K.Schum.,"Hillia saldanhaei K.Schum."
RUBIACEAE,"Hindsia arianeae","Di Maio","Hindsia arianeae Di Maio"
RUBIACEAE,"Hindsia cucullata","Di Maio","Hindsia cucullata Di Maio"
RUBIACEAE,"Hindsia glabra",K.Schum.,"Hindsia glabra K.Schum."
RUBIACEAE,"Hindsia phyllocalyx",K.Schum.,"Hindsia phyllocalyx K.Schum."
RUBIACEAE,"Hindsia ramosissima",Gardner,"Hindsia ramosissima Gardner"
RUBIACEAE,"Hindsia republicana","Di Maio","Hindsia republicana Di Maio"
RUBIACEAE,"Hindsia violacea",Benth.,"Hindsia violacea Benth."
RUBIACEAE,"Ixora heterophylla",Müll.Arg.,"Ixora heterophylla Müll.Arg."
RUBIACEAE,"Malanea spicata",Müll.Arg.,"Malanea spicata Müll.Arg."
RUBIACEAE,"Manettia fimbriata","Cham. & Schltdl.","Manettia fimbriata Cham. & Schltdl."
RUBIACEAE,"Manettia lutescens","(Vell.) K.Schum.","Manettia lutescens (Vell.) K.Schum."
RUBIACEAE,"Manettia parvula","K.Schum. ex Wernham","Manettia parvula K.Schum. ex Wernham"
RUBIACEAE,"Manettia pedunculata","(Spreng.) K.Schum.","Manettia pedunculata (Spreng.) K.Schum."
RUBIACEAE,"Palicourea brasiliensis",Wawra,"Palicourea brasiliensis Wawra"
RUBIACEAE,"Posoqueria laurifolia",Mart.,"Posoqueria laurifolia Mart."
RUBIACEAE,"Psychotria ampla",Müll.Arg.,"Psychotria ampla Müll.Arg."
RUBIACEAE,"Psychotria brachyandra",Müll.Arg.,"Psychotria brachyandra Müll.Arg."
RUBIACEAE,"Psychotria brachyanthema",Standl.,"Psychotria brachyanthema Standl."
RUBIACEAE,"Psychotria caudata",M.Gomes,"Psychotria caudata M.Gomes"
RUBIACEAE,"Psychotria clavipes",Müll.Arg.,"Psychotria clavipes Müll.Arg."
RUBIACEAE,"Psychotria densicostata",Müll.Arg.,"Psychotria densicostata Müll.Arg."
RUBIACEAE,"Psychotria friburgensis",Standl.,"Psychotria friburgensis Standl."
RUBIACEAE,"Psychotria lindleyana",Müll.Arg.,"Psychotria lindleyana Müll.Arg."
RUBIACEAE,"Psychotria lucidifolia",Standl.,"Psychotria lucidifolia Standl."
RUBIACEAE,"Psychotria mandiocana",Müll.Arg.,"Psychotria mandiocana Müll.Arg."
RUBIACEAE,"Psychotria mineirensis",Wernham,"Psychotria mineirensis Wernham"
RUBIACEAE,"Psychotria subspathacea",Müll.Arg.,"Psychotria subspathacea Müll.Arg."
RUBIACEAE,"Psychotria sutericalyx",Wernham,"Psychotria sutericalyx Wernham"
RUBIACEAE,"Psychotria tenuinervis",Müll.Arg.,"Psychotria tenuinervis Müll.Arg."
RUBIACEAE,"Psychotria ulei",Standl.,"Psychotria ulei Standl."
RUBIACEAE,"Psychotria vestita",C.Presl,"Psychotria vestita C.Presl"
RUBIACEAE,"Psychotria wilkesiana",Standl.,"Psychotria wilkesiana Standl."
RUBIACEAE,"Randia itatiaiae","Silva Neto & Ávila","Randia itatiaiae Silva Neto & Ávila"
RUBIACEAE,"Rudgea allophylla",Standl.,"Rudgea allophylla Standl."
RUBIACEAE,"Rudgea discolor",Benth.,"Rudgea discolor Benth."
RUBIACEAE,"Rudgea erythrocarpa",Müll.Arg.,"Rudgea erythrocarpa Müll.Arg."
RUBIACEAE,"Rudgea insignis",Müll.Arg.,"Rudgea insignis Müll.Arg."
RUBIACEAE,"Rudgea macrophylla",Benth.,"Rudgea macrophylla Benth."
RUBIACEAE,"Rudgea parvifolia","(Cham.) Müll.Arg.","Rudgea parvifolia (Cham.) Müll.Arg."
RUBIACEAE,"Rustia gracilis",K.Schum.,"Rustia gracilis K.Schum."
RUBIACEAE,"Rustia simpsonii",Delprete,"Rustia simpsonii Delprete"
RUBIACEAE,"Simira rubra","(Mart.) Steyerm.","Simira rubra (Mart.) Steyerm."
RUBIACEAE,"Simira walteri","Silva Neto & Callado","Simira walteri Silva Neto & Callado"
RUBIACEAE,"Standleya erecta",Brade,"Standleya erecta Brade"
RUBIACEAE,"Standleya limae",Brade,"Standleya limae Brade"
RUTACEAE,"Almeidea limae",I.M.Silva,"Almeidea limae I.M.Silva"
RUTACEAE,"Conchocarpus grandiflorus","(Engl.) Kallunki & Pirani","Conchocarpus grandiflorus (Engl.) Kallunki & Pirani"
RUTACEAE,"Conchocarpus ovatus","(A.St.-Hil. & Tul.) Kallunki & Pirani","Conchocarpus ovatus (A.St.-Hil. & Tul.) Kallunki & Pirani"
RUTACEAE,"Conchocarpus paniculatus","(Engl.) Kallunki & Pirani","Conchocarpus paniculatus (Engl.) Kallunki & Pirani"
RUTACEAE,"Conchocarpus sordidus",Kallunki,"Conchocarpus sordidus Kallunki"
SALICACEAE,"Abatia microphylla",Taub.,"Abatia microphylla Taub."
SAPINDACEAE,"Allophylus exappendiculatus","Somner, Frazão & Ferrucci","Allophylus exappendiculatus Somner, Frazão & Ferrucci"
SAPINDACEAE,"Allophylus heterophyllus","(Cambess.) Radlk.","Allophylus heterophyllus (Cambess.) Radlk."
SAPINDACEAE,"Allophylus membranifolius",Radlk.,"Allophylus membranifolius Radlk."
SAPINDACEAE,"Cupania fluminensis",Acev.-Rodr.,"Cupania fluminensis Acev.-Rodr."
SAPINDACEAE,"Cupania schizoneura",Radlk.,"Cupania schizoneura Radlk."
SAPINDACEAE,"Matayba grandis",Radlk.,"Matayba grandis Radlk."
SAPINDACEAE,"Matayba leucodyctia",Radlk.,"Matayba leucodyctia Radlk."
SAPINDACEAE,"Matayba talisioides",Radlk.,"Matayba talisioides Radlk."
SAPINDACEAE,"Paullinia marginata",Casar.,"Paullinia marginata Casar."
SAPINDACEAE,"Serjania acuminata",Radlk.,"Serjania acuminata Radlk."
SAPINDACEAE,"Serjania fluminensis",Acev.-Rodr.,"Serjania fluminensis Acev.-Rodr."
SAPINDACEAE,"Serjania hamuligera",Radlk.,"Serjania hamuligera Radlk."
SAPINDACEAE,"Serjania itatiaiensis",Somner,"Serjania itatiaiensis Somner"
SAPINDACEAE,"Serjania littoralis","Somner & Ferrucci","Serjania littoralis Somner & Ferrucci"
SAPINDACEAE,"Serjania tenuis",Radlk.,"Serjania tenuis Radlk."
SAPINDACEAE,"Serjania truncata",Radlk.,"Serjania truncata Radlk."
SAPOTACEAE,"Pouteria stenophylla",Baehni,"Pouteria stenophylla Baehni"
SAPOTACEAE,"Pradosia glaziovii","(Pierre) T.D.Penn.","Pradosia glaziovii (Pierre) T.D.Penn."
SAPOTACEAE,"Pradosia kuhlmannii",Toledo,"Pradosia kuhlmannii Toledo"
SELIGERIACEAE,"Brachydontium notorogenes","W.R.Buck & Schaf.-Verw.","Brachydontium notorogenes W.R.Buck & Schaf.-Verw."
SEMATOPHYLLACEAE,"Sematophyllum macrorhynchum","(Hornsch.) Mitt.","Sematophyllum macrorhynchum (Hornsch.) Mitt."
SOLANACEAE,"Capsicum friburgense","Barboza & Bianch.","Capsicum friburgense Barboza & Bianch."
SOLANACEAE,"Solanum friburgense","Giacomin & Stehmann","Solanum friburgense Giacomin & Stehmann"
SPHAGNACEAE,"Sphagnum amoenum",Warnst.,"Sphagnum amoenum Warnst."
SPHAGNACEAE,"Sphagnum costae","H.A.Crum & D.P.Costa","Sphagnum costae H.A.Crum & D.P.Costa"
SPHAGNACEAE,"Sphagnum luetzelburgii","H.K.G.Paul ex H.A.Crum","Sphagnum luetzelburgii H.K.G.Paul ex H.A.Crum"
SPHAGNACEAE,"Sphagnum scorpioides","(Hampe) H.A.Crum","Sphagnum scorpioides (Hampe) H.A.Crum"
SPHAGNACEAE,"Sphagnum subhomophyllum",H.A.Crum,"Sphagnum subhomophyllum H.A.Crum"
SPHAGNACEAE,"Sphagnum triporosum",H.A.Crum,"Sphagnum triporosum H.A.Crum"
SYMPLOCACEAE,"Symplocos altissima",Brand,"Symplocos altissima Brand"
SYMPLOCACEAE,"Symplocos dasyphylla",Brand,"Symplocos dasyphylla Brand"
SYMPLOCACEAE,"Symplocos glaziovii",Brand,"Symplocos glaziovii Brand"
SYMPLOCACEAE,"Symplocos neglecta",Brand,"Symplocos neglecta Brand"
SYMPLOCACEAE,"Symplocos occulta",Aranha,"Symplocos occulta Aranha"
SYMPLOCACEAE,"Symplocos organensis",Brand,"Symplocos organensis Brand"
THELYPTERIDACEAE,"Thelypteris refracta","(Fisch. & C.Meyer ex Kunze) C.F.Reed","Thelypteris refracta (Fisch. & C.Meyer ex Kunze) C.F.Reed"
THISMIACEAE,"Thismia caudata","Maas & H.Maas","Thismia caudata Maas & H.Maas"
THISMIACEAE,"Thismia fungiformis","(Taub. ex Warm.) Maas & H.Maas","Thismia fungiformis (Taub. ex Warm.) Maas & H.Maas"
THISMIACEAE,"Thismia macahensis","(Miers) F.Muell.","Thismia macahensis (Miers) F.Muell."
THUIDIACEAE,"Thuidium granulatum","(Hampe) A.Jaeger","Thuidium granulatum (Hampe) A.Jaeger"
THYMELAEACEAE,"Funifera brasiliensis","(Raddi) Mansf.","Funifera brasiliensis (Raddi) Mansf."
THYMELAEACEAE,"Funifera insulae",Nevling,"Funifera insulae Nevling"
TRIGONIACEAE,"Trigonia littoralis","Miguel & E.F.Guim.","Trigonia littoralis Miguel & E.F.Guim."
TRIGONIACEAE,"Trigonia rotundifolia",Lleras,"Trigonia rotundifolia Lleras"
TRIURIDACEAE,"Peltophyllum caudatum","(Poulsen) R.Schmid & M.D.Turner","Peltophyllum caudatum (Poulsen) R.Schmid & M.D.Turner"
TRIURIDACEAE,"Triuris alata",Brade,"Triuris alata Brade"
URTICACEAE,"Pilea apiculata",Killip,"Pilea apiculata Killip"
VELLOZIACEAE,"Barbacenia brevifolia",Taub.,"Barbacenia brevifolia Taub."
VELLOZIACEAE,"Barbacenia fanniae","(N.L.Menezes) Mello-Silva","Barbacenia fanniae (N.L.Menezes) Mello-Silva"
VELLOZIACEAE,"Barbacenia foliosa","Goethart & Henrard","Barbacenia foliosa Goethart & Henrard"
VELLOZIACEAE,"Barbacenia gaveensis","Goethart & Henrard","Barbacenia gaveensis Goethart & Henrard"
VELLOZIACEAE,"Barbacenia seubertiana","Goethart & Henrard","Barbacenia seubertiana Goethart & Henrard"
VELLOZIACEAE,"Barbacenia squamata",Herb.,"Barbacenia squamata Herb."
VERBENACEAE,"Lantana riedeliana",Schauer,"Lantana riedeliana Schauer"
VERBENACEAE,"Stachytarpheta schottiana",Schauer,"Stachytarpheta schottiana Schauer"
VIOLACEAE,"Rinorea laevigata","(Sol. ex Ging.) Hekking","Rinorea laevigata (Sol. ex Ging.) Hekking"
VOCHYSIACEAE,"Callisthene dryadum",Duarte,"Callisthene dryadum Duarte"
XYRIDACEAE,"Xyris organensis",Malme,"Xyris organensis Malme"
FABACEAE,"Mimosa bocainae",Barneby,"Mimosa bocainae Barneby"
APIACEAE,"Lilaeopsis attenuata","(Hook. & Arn.) Fernald","Lilaeopsis attenuata (Hook. & Arn.) Fernald"
FABACEAE,"Mimosa itatiaiensis",Dusén,"Mimosa itatiaiensis Dusén"
ARACEAE,"Anthurium sakuraguianum",,"Anthurium sakuraguianum "
ARACEAE,"Philodendron luizae",,"Philodendron luizae "
ARACEAE,"Anthurium cronembergerae",,"Anthurium cronembergerae "
LOASACEAE,"Aosa uleana","(Urb. & Gilg) Weigend","Aosa uleana (Urb. & Gilg) Weigend"
