family,scientificName,document,field,reference
ASPLENIACEAE,"Asplenium cariocanum",assessment,,"Soares, R.C.R. de S., 2008. Plano de Manejo do Parque Nacional da Tijuca."
ASPLENIACEAE,"Asplenium cariocanum",assessment,,"Sylvestre, L. 2015. Aspleniaceae in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em: <http://floradobrasil.jbrj.gov.br/jabot/floradobrasil/FB90687>. Acesso em: 19 Mar. 2015"
BROMELIACEAE,"Neoregelia abendrothae",assessment,,"Viana, F. M. de F., & Rocha, C. H. B. (2009). Impactos ambientais em unidades de conservação. Universidade Federal de Juiz de Fora."
BROMELIACEAE,"Neoregelia abendrothae",assessment,,"IBAMA, 2014. Ibama combate incêndio no Parque Nacional Serra dos Órgãos. Disponível em <http://www.ibama.gov.br/publicadas/ibama-combate-incendio-no-parque-nacional-serra-dos-orgaos>."
BROMELIACEAE,"Neoregelia abendrothae",assessment,,"Forzza, R.C.; Costa, A.; Siqueira Filho, J.A.; Martinelli, G.; Monteiro, R.F.; Santos-Silva, F.; Saraiva, D. P.; Paixão-Souza, B.; Louzada, R.B.; Versieux, L., 2015. Bromeliaceae in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em: <http://reflora.jbrj.gov.br/jabot/floradobrasil/FB6132>. Acesso em: 13 Mar. 2015"
POACEAE,"Renvoizea glaziovii",assessment,,"Viana, P.L.; Oliveira, R.P. 2015. Renvoizea in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em: <http://reflora.jbrj.gov.br/jabot/floradobrasil/FB13557>. Acesso em: 17 Abr. 2015"
POACEAE,"Renvoizea glaziovii",assessment,,"Dalmolim, E.B. & Zanin, A. 2014. Dichanthelium (Poaceae).. Catálogo das espécies de plantas vasculares e briófitas do Estado do Rio de Janeiro. Rio de Janeiro: Instituto de Pesquisas Jardim Botânico do Rio de Janeiro. Disponível em: <http://florariojaneiro.jbrj.gov.br>. Acesso em: 17 Abr. 2015"
PIPERACEAE,"Piper morisonianum",assessment,,"Souza, L.O.C. de, 2012. Horto Florestal: um lugar de memória da cidade do Rio de Janeiro. PUC-RJ, Rio de Janeiro."
AQUIFOLIACEAE,"Ilex cognata",assessment,,"Freitas, M.F., 2014. Aquifoliaceae. Catálogo das espécies plantas vasculares e briófitas do Estado do Rio Janeiro. Rio de Janeiro: Inst. Pesqui. Jard. Botânico do Rio Janeiro. Disponível em: <http://florariojaneiro.jbrj.gov.br>. Acesso em 10 mar. 2015."
AQUIFOLIACEAE,"Ilex cognata",assessment,,"Groppo, M., 2015. Aquifoliaceae. List. Espécies da Flora do Bras. Jard. Botânico do Rio Janeiro. Disponível em: <http://reflora.jbrj.gov.br/jabot/floradobrasil/FB4886>. Acesso em 10 mar. 2015."
MELASTOMATACEAE,"Pleiochiton parvifolium",assessment,,"Reginato, M., Baumgratz, J.F.A., Goldenberg, R., 2013. A taxonomic revision of Pleiochiton (Melastomataceae, Miconieae). Brittonia, 65(1): 16-41."
MELASTOMATACEAE,"Pleiochiton parvifolium",assessment,,"Baumgratz, J.F.A.; Santos Filho, L.A.F. & Silva-Gonçalves, K.C. 2014. Melastomataceae. Catálogo das espécies de plantas vasculares e briófitas do Estado do Rio de Janeiro. Rio de Janeiro: Instituto de Pesquisas Jardim Botânico do Rio de Janeiro. Disponível em: http://florariojaneiro.jbrj.gov.br."
MELASTOMATACEAE,"Pleiochiton parvifolium",assessment,,"Mota, L.D.M., 2009. Produção agrícola, meio ambiente e saúde em áreas rurais de Nova Friburgo, RJ: conflitos e negociações. Fundação Oswaldo Cruz. Tese de Doutorado. 155 p."
MELASTOMATACEAE,"Pleiochiton parvifolium",assessment,,"Mendes, S.P., 2010. Implantação da APA Macaé de Cima (RJ): um confronto entre a função social da priopriedade eo direito ao meio ambiente ecologicamente preservado. V Encontro Nac. da Anppas, Florianópolis, SC."
ORCHIDACEAE,"Epistephium portellianum",assessment,,"Barberena, F.F.V.A., Meneguzzo, T.E.C., Barros, F., Pellegrini, M.O.O. 2014. Orchidaceae in Catálogo das espécies de plantas vasculares e briófitas do Estado do Rio de Janeiro. Rio de Janeiro: Instituto de Pesquisas Jardim Botânico do Rio de Janeiro. Disponível em <http://florariojaneiro.jbrj.gov.br>. Acesso em 26 março 2015."
MELASTOMATACEAE,"Leandra magdalenensis",assessment,,"Baumgratz, J. F. A.; Souza, M. L. D. R.  2011. Melastomataceae na Reserva Ecológica de Macaé de Cima, Nova Friburgo, Rio de Janeiro, Brasil II - Leandra (Miconieae). Rodriguésia 62(3): 629-662."
MELASTOMATACEAE,"Leandra magdalenensis",assessment,,"Baumgratz, J.F.A.; Santos Filho, L.A.F. & Silva-Gonçalves, K.C. 2014. Melastomataceae. Catálogo das espécies de plantas vasculares e briófitas do Estado do Rio de Janeiro. Rio de Janeiro: Instituto de Pesquisas Jardim Botânico do Rio de Janeiro. Disponível em: http://florariojaneiro.jbrj.gov.br."
MELASTOMATACEAE,"Leandra magdalenensis",assessment,,"TCE-RJ, 2003. Estudo Socioeconômico 2004 - Santa Maria Madalena. Rio de Janeiro."
MELASTOMATACEAE,"Leandra magdalenensis",assessment,,"Mendes, S.P., 2010. Implantação da APA Macaé de Cima (RJ): um confronto entre a função social da priopriedade eo direito ao meio ambiente ecologicamente preservado. V Encontro Nac. da Anppas, Florianópolis, SC."
THELYPTERIDACEAE,"Thelypteris refracta",assessment,,"Aranha Filho, J.L.M., Fritsch, P.W., Almeda, F., Martins, a. B., 2013. Three new species of Symplocos sect. Hopea (Symplocaceae) from Brazil. Kew Bull. 68, 625–633."
THELYPTERIDACEAE,"Thelypteris refracta",assessment,,"ICMBio, 2005. Revisão do Plano de Manejo da Reserva Biológica de Poço das Antas - Encarte 1. Brasil."
THELYPTERIDACEAE,"Thelypteris refracta",assessment,,"Salino, A.; Almeida, T.E. 2015. Thelypteridaceae in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em: <http://reflora.jbrj.gov.br/jabot/floradobrasil/FB115583>. Acesso em: 21 Abr. 2015"
AQUIFOLIACEAE,"Ilex glazioviana",assessment,,"Groppo, M., 2015. Aquifoliaceae. List. Espécies da Flora do Bras. Jard. Botânico do Rio Janeiro. Disponível em: <http://reflora.jbrj.gov.br/jabot/floradobrasil/FB4886>. Acesso em 10 mar. 2015."
AQUIFOLIACEAE,"Ilex glazioviana",assessment,,"IBAMA, 2014. Ibama combate incêndio no Parque Nacional Serra dos Órgãos. Disponível em <http://www.ibama.gov.br/publicadas/ibama-combate-incendio-no-parque-nacional-serra-dos-orgaos>. Acesso em 10 mar. 2015."
AQUIFOLIACEAE,"Ilex glazioviana",assessment,,"ICMBio, 2014a. ICMBio e Ibama trabalham para conter incêndio na Serra dos Órgãos. Meio Ambiente. Disponível em < http://www.brasil.gov.br/meio-ambiente/2014/10/icmbio-e-ibama-trabalham-para-conter-incendio-na-serra-dos-orgaos>. Acesso em 10 mar. 2015."
AQUIFOLIACEAE,"Ilex glazioviana",assessment,,"ICMBio, 2014b. Incêndio enfraquece no Parque Nacional da Serra dos Órgãos. Notícias. Disponível em: http://www.ibama.gov.br/publicadas/incendio-enfraquece-no-parque-nacional-da-serra-dos-orgaos. Acesso em 10 mar. 2015."
MELASTOMATACEAE,"Huberia parvifolia",assessment,,"Baumgratz, J.F.A.  1997. Revisão taxonômica do gênero Huberia DC. (Melastomataceae). Tese de Doutorado. Universidade de São Paulo, São Paulo."
BROMELIACEAE,"Vriesea fidelensis",assessment,,"Forzza, R.C.; Costa, A.; Siqueira Filho, J.A.; Martinelli, G.; Monteiro, R.F.; Santos-Silva, F.; Saraiva, D. P.; Paixão-Souza, B.; Louzada, R.B.; Versieux, L. 2015. Bromeliaceae in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em: <http://reflora.jbrj.gov.br/jabot/floradobrasil/FB5966>. Acesso em: 31 Mar. 2015"
PIPERACEAE,"Piper weddellii",assessment,,"Calaes, E.G.D., de Souza, G.A., Ferreira, E.G.E., Weisz, E.J., Castro, E.N.F., 2008. Estrada real: vetor de fertilização de conhecimento e aprendizado para a exploração mineral. Simpósio Explor. Miner. 2, 11."
MELASTOMATACEAE,"Leandra mouraei",assessment,,"Baumgratz, J.F.A.; Santos Filho, L.A.F. & Silva-Gonçalves, K.C. 2014. Melastomataceae. Catálogo das espécies de plantas vasculares e briófitas do Estado do Rio de Janeiro. Rio de Janeiro: Instituto de Pesquisas Jardim Botânico do Rio de Janeiro. Disponível em: http://florariojaneiro.jbrj.gov.br."
MELASTOMATACEAE,"Leandra mouraei",assessment,,"Castro, E.B.V. de, 2008. Plano de manejo do Parque Nacional da Serra dos Órgãos, Brasília, Instituto Chico Mendes de Conservação da Biodiversidade, Portaria ICMBio. Brasil."
ARACEAE,"Anthurium binotii",assessment,,"Coelho, M.A.., Soares, M.L., Calazans, L.S.B., Gonçalves, E.G., Andrade, I.M. de, Pontes, T.A., Sakuragi, C.M., Temponi, L.G., Buturi, C., Mayo, S., 2015. Araceae in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em: <http://reflora.jbrj.gov.br/jabot/floradobrasil/FB4917> . Acesso em: 10 de Março de 2015."
ARACEAE,"Anthurium binotii",assessment,,"IBAMA, 2014. Ibama combate incêndio no Parque Nacional Serra dos Órgãos. Disponível em <http://www.ibama.gov.br/publicadas/ibama-combate-incendio-no-parque-nacional-serra-dos-orgaos>."
ARACEAE,"Anthurium binotii",assessment,,"ICMBio e Ibama trabalham para conter incêndio na Serra dos Órgãos. Meio Ambiente. Disponível em < http://www.brasil.gov.br/meio-ambiente/2014/10/icmbio-e-ibama-trabalham-para-conter-incendio-na-serra-dos-orgaos>."
ARACEAE,"Anthurium binotii",assessment,,"ICMBio, 2014b. Incêndio enfraquece no Parque Nacional da Serra dos Órgãos. Notícias. Disponível em: <http://www.ibama.gov.br/publicadas/incendio-enfraquece-no-parque-nacional-da-serra-dos-orgaos>"
ARACEAE,"Anthurium binotii",assessment,,"Barros, M.I.A. De, 2003. Caracterização da visitação, dos visitantes e avaliação dos impactos ecológicos e recreativos do planalto do Parque Nacional do Itatiaia. Piracicaba, SP 121."
ARACEAE,"Anthurium binotii",assessment,,"Aximoff, I., 2011. O que Perdemos com a Passagem do Fogo pelos Campos de Altitude do Estado do Rio de Janeiro? Biodiversidade Bras. 1, 180–200.   Aximoff, I., Rodrigues, R.D.C., 2011. Histórico dos incêndios florestais no Parque nacional do Itatiaia. Cienc. Florest. 21, 83–92."
BROMELIACEAE,"Tillandsia brachyphylla",assessment,,"Forzza, R.C.; Costa, A.; Siqueira Filho, J.A.; Martinelli, G.; Monteiro, R.F.; Santos-Silva, F.; Saraiva, D. P.; Paixão-Souza, B.; Louzada, R.B.; Versieux, L., 2015. Bromeliaceae in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em: <http://reflora.jbrj.gov.br/jabot/floradobrasil/FB6132>. Acesso em: 13 Mar. 2015"
BROMELIACEAE,"Tillandsia brachyphylla",assessment,,"Benzing, D. H. Bromeliaceae: Profile of an Adaptive Radiation. Cambridge, United Kingdom: Cambridge University Press, 2000. 690 p."
RUBIACEAE,"Manettia lutescens",assessment,,"Macias, L., 1998. Estudos taxonomicos do genero Manettia mutis ex L.(Rubiaceae) no Brasil, Paraguai, Argentina e Uruguai. Biblioteca Digital da Unicamp, Campinas, SP. 320 p."
Monimiaceae,"Grazielanthus arkeocarpus",profile,taxonomicNotes,"Peixoto, AL & Pereira-Moura, MVL, 2008. A new genus of Monimiaceae from the Atlantic Coastal Forest in South-Eastern Brazil. Kew Bulletin 63, 137-141."
Monimiaceae,"Grazielanthus arkeocarpus",profile,distribution,"Peixoto, AL & Pereira-Moura, MVL, 2008. A new genus of Monimiaceae from the Atlantic Coastal Forest in South-Eastern Brazil. Kew Bulletin 63, 137-141."
Monimiaceae,"Grazielanthus arkeocarpus",profile,ecology,"Peixoto, AL & Pereira-Moura, MVL, 2008. A new genus of Monimiaceae from the Atlantic Coastal Forest in South-Eastern Brazil. Kew Bulletin 63, 137-141."
Monimiaceae,"Grazielanthus arkeocarpus",profile,reproduction,"Peixoto, AL & Pereira-Moura, MVL, 2008. A new genus of Monimiaceae from the Atlantic Coastal Forest in South-Eastern Brazil. Kew Bulletin 63, 137-141."
Monimiaceae,"Grazielanthus arkeocarpus",profile,reproduction,"Peixoto, HJC., Malacco, GBM, Vasconcelos, F, Mazzoni, LG, Perillo, A, Santos, KK, Garzon, B, 2013. New records of Phibalura flavirostris Vieillot, 1816 (Aves: Cotingidae) in Minas Gerais, southeastern Brazil, with notes on its natural history and a review of its historical occurrence. Check List 9(4): 870–875."
Monimiaceae,"Grazielanthus arkeocarpus",profile,reproduction,"Pizo, MA., Silva, WR, Galetti, M, Laps, R, 2002. Frugivory in cotingas of the Atlantic Forest of southeast Brazil. Ararajuba 10 (2): 177-185."
Monimiaceae,"Grazielanthus arkeocarpus",profile,threats,"Peixoto, AL & Pereira-Moura, MVL, 2008. A new genus of Monimiaceae from the Atlantic Coastal Forest in South-Eastern Brazil. Kew Bulletin 63, 137-141."
Monimiaceae,"Grazielanthus arkeocarpus",profile,actions,"Peixoto, AL & Pereira-Moura, MVL, 2008. A new genus of Monimiaceae from the Atlantic Coastal Forest in South-Eastern Brazil. Kew Bulletin 63, 137-141."
GENTIANACEAE,"Prepusa alata",profile,taxonomicNotes,"Calió, M.F., Pirani, J.R., Struwe, L. 2008. Morphology-based phylogeny and revision of Prepusa and Senaea (Gentianaceae: Helieae)— rare endemics from eastern Brazil. Kew Bulletin. 63: 169–191."
GENTIANACEAE,"Prepusa alata",profile,taxonomicNotes,"Fraga, C.N., Fontana, A.P., Kollmann, L.J.C. 2014. A new species of Prepusa (Helieae, Gentianaceae) from the Brazilian Atlantic Forest, with an emended key for the genus. Phytotaxa 163 (5): 287–294"
GENTIANACEAE,"Prepusa alata",profile,taxonomicNotes,"Calió, M.F.; Guimarães, E.F.; Saavedra, M.M.; Melo, A. Gentianaceae in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Available in: <http://floradobrasil.jbrj.gov.br/jabot/floradobrasil/FB7776>. Access on: 09 Abr. 2015"
GENTIANACEAE,"Prepusa alata",profile,distribution,"Calió, M.F.; Guimarães, E.F.; Saavedra, M.M.; Melo, A. Gentianaceae in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Available in: <http://floradobrasil.jbrj.gov.br/jabot/floradobrasil/FB7776>. Access on: 09 Abr. 2015"
GENTIANACEAE,"Prepusa alata",profile,distribution,"Calió, M.F., Pirani, J.R., Struwe, L. 2008. Morphology-based phylogeny and revision of Prepusa and Senaea (Gentianaceae: Helieae)— rare endemics from eastern Brazil. Kew Bulletin. 63: 169–191."
GENTIANACEAE,"Prepusa alata",profile,distribution,"Fraga, C.N., Fontana, A.P., Kollmann, L.J.C. 2014. A new species of Prepusa (Helieae, Gentianaceae) from the Brazilian Atlantic Forest, with an emended key for the genus. Phytotaxa 163 (5): 287–294"
GENTIANACEAE,"Prepusa alata",profile,ecology,"Calió, M.F., Pirani, J.R., Struwe, L. 2008. Morphology-based phylogeny and revision of Prepusa and Senaea (Gentianaceae: Helieae)— rare endemics from eastern Brazil. Kew Bulletin. 63: 169–191."
GENTIANACEAE,"Prepusa alata",profile,threats,"Aximoff, I., Rodrigues, R. C. 2011. Histórico dos Incêndios Florestais no Parque Nacional do Itatiaia. Ciência Florestal, v. 21, n,1, p.83-92"
GENTIANACEAE,"Prepusa alata",profile,actions,"Calió, M.F., Pirani, J.R., Struwe, L. 2008. Morphology-based phylogeny and revision of Prepusa and Senaea (Gentianaceae: Helieae)— rare endemics from eastern Brazil. Kew Bulletin. 63: 169–191."
GENTIANACEAE,"Prepusa alata",profile,actions,"Fraga, C.N., Fontana, A.P., Kollmann, L.J.C. 2014. A new species of Prepusa (Helieae, Gentianaceae) from the Brazilian Atlantic Forest, with an emended key for the genus. Phytotaxa 163 (5): 287–294"
ARALIACEAE,"Dendropanax heterophyllus",profile,distribution,"Fiaschi, P. 2015. Araliaceae in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em <http://floradobrasil.jbrj.gov.br/jabot/floradobrasil/FB33944>. Acesso em 27 fevereiro 2015"
ARALIACEAE,"Dendropanax heterophyllus",profile,distribution,"Gioseffi, A.C., 2014. Araliaceae in Catálogo das espécies de plantas vasculares e briófitas do Estado do Rio de Janeiro. Rio de Janeiro: Instituto de Pesquisas Jardim Botânico do Rio de Janeiro. Disponível em <http://florariojaneiro.jbrj.gov.br>"
ARALIACEAE,"Dendropanax heterophyllus",profile,ecology,"Fiaschi, P. 2015. Araliaceae in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em <http://floradobrasil.jbrj.gov.br/jabot/floradobrasil/FB33944>. Acesso em 27 fevereiro 2015"
ARALIACEAE,"Dendropanax heterophyllus",profile,threats,"Fernandes, M. do C., Lagüéns, J.V.M., Netto, A.L.C., 1999. O Processo de Ocupação por Favelas e sua Relação com os Eventos de Deslizamentos no Maciço da Tijuca/RJ. Anuário do Inst. Geociências - UFRJ 22, 45–59."
ARALIACEAE,"Dendropanax heterophyllus",profile,threats,"Fernandes, M. do C., Lagüéns, J.V.M., Netto, A.L.C., 1999. O Processo de Ocupação por Favelas e sua Relação com os Eventos de Deslizamentos no Maciço da Tijuca/RJ. Anuário do Inst. Geociências - UFRJ 22, 45–59."
ARALIACEAE,"Dendropanax heterophyllus",profile,threats,"Figueiró, A.S., Coelho Netto, A.L., 2009. Impacto ambiental ao longo de trilhas em áreas de floresta tropical de encosta : Maciço da Tijuca Rio de Janeiro - RJ. Mercator 8, 187–200. doi:10.4215/RM2009.0816.0015"
ARALIACEAE,"Dendropanax heterophyllus",profile,threats,"De Abreu, R.C., Rodrigues, P.J.F., 2010. Exotic tree Artocarpus heterophyllus (Moraceae) invades the Brazilian Atlantic Rainforest/Árvore exótica Artocarpus heterophyllus (Moraceae) invade a Mata Atlântica brasileira. Rodriguésia 61, 677–688."
ARALIACEAE,"Dendropanax heterophyllus",profile,threats,"Soares, R.C.R. de S., 2008. Plano de Manejo do Parque Nacional da Tijuca."
MELASTOMATACEAE,"Behuria cordifolia",profile,population,"Tavares, R.A.M. 2005. Revisão taxonômica do gênero Behuria Cham. (Melastomataceae). Dissertação de Mestrado. Museu Nacional/UFRJ, Rio de Janeiro."
MELASTOMATACEAE,"Behuria cordifolia",profile,distribution,"Baumgratz, J.F.A.; Chiavegatto, B. Behuria in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em: <http://floradobrasil.jbrj.gov.br/jabot/floradobrasil/FB9399>. Acesso em: 30 Jan. 2015."
MELASTOMATACEAE,"Behuria cordifolia",profile,distribution,"Tavares, R.A.M. 2005. Revisão taxonômica do gênero Behuria Cham. (Melastomataceae). Dissertação de Mestrado. Museu Nacional/UFRJ, Rio de Janeiro."
MELASTOMATACEAE,"Behuria cordifolia",profile,ecology,"Tavares, R.A.M. 2005. Revisão taxonômica do gênero Behuria Cham. (Melastomataceae). Dissertação de Mestrado. Museu Nacional/UFRJ, Rio de Janeiro."
MELASTOMATACEAE,"Behuria cordifolia",profile,ecology,"Baumgratz, J.F.A.; Santos Filho, L.A.F. & Silva-Gonçalves, K.C. 2014. Melastomataceae. Catálogo das espécies de plantas vasculares e briófitas do Estado do Rio de Janeiro. Rio de Janeiro: Instituto de Pesquisas Jardim Botânico do Rio de Janeiro. Disponível em: http://florariojaneiro.jbrj.gov.br."
MELASTOMATACEAE,"Behuria cordifolia",profile,ecology,"Baumgratz, J.F.A.; Chiavegatto, B. Behuria in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em: <http://floradobrasil.jbrj.gov.br/jabot/floradobrasil/FB9399>. Acesso em: 30 Jan. 2015."
MELASTOMATACEAE,"Behuria cordifolia",profile,reproduction,"Tavares, R.A.M. 2005. Revisão taxonômica do gênero Behuria Cham. (Melastomataceae). Dissertação de Mestrado. Museu Nacional/UFRJ, Rio de Janeiro."
MELASTOMATACEAE,"Behuria cordifolia",profile,threats,"Tavares, R.A.M. 2005. Revisão taxonômica do gênero Behuria Cham. (Melastomataceae). Dissertação de Mestrado. Museu Nacional/UFRJ, Rio de Janeiro."
MELASTOMATACEAE,"Behuria cordifolia",profile,threats,"Tavares, R.A.M. 2005. Revisão taxonômica do gênero Behuria Cham. (Melastomataceae). Dissertação de Mestrado. Museu Nacional/UFRJ, Rio de Janeiro."
MELASTOMATACEAE,"Behuria cordifolia",profile,actions,"Baumgratz, J.F.A.; Santos Filho, L.A.F. & Silva-Gonçalves, K.C. 2014. Melastomataceae. Catálogo das espécies de plantas vasculares e briófitas do Estado do Rio de Janeiro. Rio de Janeiro: Instituto de Pesquisas Jardim Botânico do Rio de Janeiro. Disponível em: http://florariojaneiro.jbrj.gov.br."
MELASTOMATACEAE,"Behuria cordifolia",profile,actions,"Tavares, R.A.M. 2005. Revisão taxonômica do gênero Behuria Cham. (Melastomataceae). Dissertação de Mestrado. Museu Nacional/UFRJ, Rio de Janeiro."
ANEMIACEAE,"Anemia candidoi",profile,taxonomicNotes,"Archivos do Jardim Botânico do Rio de Janeiro 11: 34, tab. 13. 1951"
ANEMIACEAE,"Anemia candidoi",profile,distribution,"Mickel, J.; Barros, I.C.L.; Santiago, A.C.P.; Pereira, A.F. de N.; Labiak, P.H. 2015. Anemiaceae in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em: <http://reflora.jbrj.gov.br/jabot/floradobrasil/FB90598>. Acesso em: 21 Abr. 2015"
ANEMIACEAE,"Anemia candidoi",profile,ecology,"Mickel, J.; Barros, I.C.L.; Santiago, A.C.P.; Pereira, A.F. de N.; Labiak, P.H. 2015. Anemiaceae in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em: <http://reflora.jbrj.gov.br/jabot/floradobrasil/FB90598>. Acesso em: 21 Abr. 2015"
DRYOPTERIDACEAE,"Ctenitis flexuosa",profile,taxonomicNotes,"Basiônimo: Aspidium flexuosum Fée Crypt. Vasc. Brés., 1: 138, 1869."
DRYOPTERIDACEAE,"Ctenitis flexuosa",profile,ecology,"Salino, A.; Almeida, T.E. 2015. Ctenitis in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em: <http://floradobrasil.jbrj.gov.br/jabot/floradobrasil/FB115586>. Acesso em: 19 Mar. 2015"
DRYOPTERIDACEAE,"Ctenitis flexuosa",profile,ecology,"Sylvestre, L. S. & Mynssen, C. M. 2014. Dryopteridaceae. Catálogo das espécies de plantas vasculares e briófitas do Estado do Rio de Janeiro. Rio de Janeiro: Instituto de Pesquisas Jardim Botânico do Rio de Janeiro. Disponível em: <http://florariojaneiro.jbrj.gov.br>. Acesso em: 19 Mar. 2015"
LECYTHIDACEAE,"Couratari pyramidata",profile,taxonomicNotes,"Mori, S.A., Prance, G.T. Lecythidaceae – Part II. The zygomorphic-flowered New World Genera (Couroupita, Corythophora, Bertholletia, Couratari, Eschweilera, & Lecythis). Flora Neotropica 21, 376p."
LECYTHIDACEAE,"Couratari pyramidata",profile,economicValue,"Procópio, L.C., Secco, R.S., 2008. A importância da identificação botânica nos inventários florestais: o exemplo do “tauari” (Couratari spp. e Cariniana spp. – Lecythidaceae) em duas áreas manejadas no Estado do Para. Acta Amazonica 38, 31-44."
LECYTHIDACEAE,"Couratari pyramidata",profile,population,"Barros, A.A.M. 2008. Análise florística e estrutural do Parque Estadual da Serra da Tiririca, Niterói e Maricá, RJ, Brasil. Tese de Doutorado. Escola Nacional de Botânica Tropical/JBRJ, Rio de Janeiro, 213."
LECYTHIDACEAE,"Couratari pyramidata",profile,population,"Carvalho, F.A., Nascimento, M.T., Braga, J.M.A., 2007. Estrutura e composição florística do estrato arbóreo de um remanescente de Mata Atlântica Submontana no município de Rio Bonito, RJ, Brasil (Mata Rio Vermelho). R. Árvore, v.31 (4), 717-730."
LECYTHIDACEAE,"Couratari pyramidata",profile,population,"Freire, J.M., 2010. Fitossociologia e estruturado componente arbóreo de um remanescente de floresta urbana no maciço da Pedra Branca, Rio de Janeiro – RJ. Tese de Doutorado. Universidade Federal Rural do Rio de Janeiro, Seropédica, 128p."
LECYTHIDACEAE,"Couratari pyramidata",profile,population,"Moreno, M.N., Nascimento, M.N., Kurtz, B.C., 2003. Estrutura e composição florística do estrato arbóreo em duas zonas altitudinais na Mata Atlântica de encosta da Região do Imbé, RJ. Acta bot. bras. 17(3), 371-386."
LECYTHIDACEAE,"Couratari pyramidata",profile,distribution,"Venda, A. K. L., Smith, N. P., Judice, D. M., Penedo, T. S. A., Prieto, P. V. 2013. Lecythidaceae, in: Martinelli, G., Moraes, M. A. (Orgs). Livro Vermelho da Flora do Brasil. Andrea Jakobsson e Instituto de Pesquisas Jardim Botânico do Rio de Janeiro, Rio de Janeiro, pp. 607-611."
LECYTHIDACEAE,"Couratari pyramidata",profile,distribution,"Smith, N.P.; Mori, S.A., Prance, G.T., 2015. Lecythidaceae. In: Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em <http://reflora.jbrj.gov.br/jabot/floradobrasil/FB145>. Acesso em 25 de março de 2015."
LECYTHIDACEAE,"Couratari pyramidata",profile,ecology,"Carvalho, F.A., Nascimento, M.T., Braga, J.M.A., 2007. Estrutura e composição florística do estrato arbóreo de um remanescente de Mata Atlântica Submontana no município de Rio Bonito, RJ, Brasil (Mata Rio Vermelho). R. Árvore, v.31 (4), 717-730."
LECYTHIDACEAE,"Couratari pyramidata",profile,ecology,"Brasil, 1994. Resolução do Conselho Nacional de Meio Ambiente (CONAMA) n°6 de 4 maio de 1994. Publicada no DOU no 101, de 30 de maio de 1994, Seção 1, páginas 7913-7914. Disponível em: http://www.mma.gov.br/port/conama/legislacao/CONAMA_RES_CONS_1994_006.pdf. Acesso 20 março 2015."
LECYTHIDACEAE,"Couratari pyramidata",profile,ecology,"Freire, J.M., 2010. Fitossociologia e estruturado componente arbóreo de um remanescente de floresta urbana no maciço da Pedra Branca, Rio de Janeiro – RJ. Tese de Doutorado. Universidade Federal Rural do Rio de Janeiro, Seropédica, 128p."
LECYTHIDACEAE,"Couratari pyramidata",profile,reproduction,"Prance, G.T., Mori, S.A., 1998. Pollination and dispersal of Neotropical Lecythidaceae, in: Hopkins, H.C.F., Huxley, C.R., Pannell, C.M., Prance, G.T., White, F. (Orgs.), The Biological Monograph: The importance of field studies and functional syndromes for taxonomy and evolution of tropical plants. Royal Botanical Gardens, Kew, pp.13-27. "
LECYTHIDACEAE,"Couratari pyramidata",profile,reproduction,"Mori, S.A., 2001. A Família da Castanha-do-Pará: Símbolo do Rio Negro, in: Oliveira, A.A., Daly, D.C. (Eds.), Varella, D. (Coord.), Florestas do Rio Negro. Companhia das Letras: UNIP, São Paulo, pp. 120-141. "
LECYTHIDACEAE,"Couratari pyramidata",profile,threats,"Holzer, W., Crichyno, J., Pires, A.C., 2004. Sustentabilidade da urbanização em áreas de restinga: uma proposta de avaliação pós-ocupação. Paisagem e Ambiente. 49–65."
LECYTHIDACEAE,"Couratari pyramidata",profile,threats,"Machado, L.B., Ottoni, A.B., Johnsson, R.M.F., 2009. Evolução Da Degradação Ambiental Da Bacia Hidrográfica Da Lagoa Rodrigo De Freitas - Rj, in: XVIII Simpósio Brasileiro de Recursos Hídricos. pp. 1–178."
