family,scientificName,endemic,altitude
BROMELIACEAE,"Vriesea botafogensis",yes,
BROMELIACEAE,"Vriesea brassicoides",yes,
BROMELIACEAE,"Vriesea costae",yes,
BROMELIACEAE,"Vriesea croceana",yes,
BROMELIACEAE,"Vriesea eltoniana",yes,
BROMELIACEAE,"Vriesea fidelensis",yes,
BROMELIACEAE,"Vriesea fluminensis",yes,
ORCHIDACEAE,"Prescottia spiranthophylla",yes,100~460
BROMELIACEAE,"Vriesea fontourae",yes,
CONVOLVULACEAE,"Bonamia langsdorffii",yes,
BROMELIACEAE,"Vriesea fradensis",yes,800~1.2
OROBANCHACEAE,"Magdalenaea limae",yes,
DRYOPTERIDACEAE,"Elaphoglossum macrorhizum",,
ORCHIDACEAE,"Prosthechea serpentilingua",yes,
ORCHIDACEAE,"Pygmaeorchis brasiliensis",yes,
ORCHIDACEAE,"Rauhiella brasiliensis",yes,
MORACEAE,"Dorstenia brevipetiolata",yes,
ORCHIDACEAE,"Rauhiella seehaweri",yes,
FABACEAE,"Machaerium legale",yes,
MORACEAE,"Dorstenia fischeri",yes,
ORCHIDACEAE,"Rodriguezia bifolia",yes,
ORCHIDACEAE,"Rodriguezia leucantha",,
BROMELIACEAE,"Vriesea garlippiana",yes,
ORCHIDACEAE,"Rodriguezia sucrei",yes,
MORACEAE,"Ficus nevesiae",yes,
BROMELIACEAE,"Vriesea gastiniana",yes,
ORCHIDACEAE,"Sarcoglottis veyretiae",yes,
BROMELIACEAE,"Vriesea goniorachis",yes,
ORCHIDACEAE,"Sauroglossum odoratum",yes,
FABACEAE,"Machaerium macaense",yes,1000
FABACEAE,"Machaerium obovatum",yes,
ORCHIDACEAE,"Sauroglossum organense",yes,
MORACEAE,"Maclura brasiliensis",,
FABACEAE,"Mimosa bocainae",yes,
FABACEAE,"Mimosa glazioui",yes,1200~1800
FABACEAE,"Mimosa itatiaiensis",yes,
ORCHIDACEAE,"Specklinia hymenantha",yes,
ORCHIDACEAE,"Specklinia pantherina",,
MORACEAE,"Sorocea carautana",yes,
Orchidaceae,"Pabstiella pantherina",yes,
ORCHIDACEAE,"Stelis palmeiraensis",yes,
ORCHIDACEAE,"Trichosalpinx purpurea",,
ORCHIDACEAE,"Pabstiella purpurea",yes,
ORCHIDACEAE,"Trigonidium turbinatum",yes,
CYPERACEAE,"Hypolytrum glaziovii",,
MELASTOMATACEAE,"Miconia cinerea",yes,
MELASTOMATACEAE,"Miconia dichroa",yes,
BROMELIACEAE,"Vriesea leptantha",yes,
MELASTOMATACEAE,"Miconia divaricata",,
ORCHIDACEAE,"Vanilla dungsii",yes,
CYPERACEAE,"Rhynchospora luetzelburgiana",yes,
BROMELIACEAE,"Vriesea lidicensis",yes,
BROMELIACEAE,"Vriesea nubicola",yes,2000
CYPERACEAE,"Rhynchospora sampaioana",yes,
MELASTOMATACEAE,"Miconia eichleri",yes,
ORCHIDACEAE,"Zygostates ovatipetala",yes,
BROMELIACEAE,"Vriesea pastuchoffiana",yes,
PLANTAGINACEAE,"Ildefonsia bibracteata",yes,
MELASTOMATACEAE,"Miconia elaeodendron",yes,
CYPERACEAE,"Trilepis tenuis",yes,700~800
CACTACEAE,"Rhipsalis ormindoi",yes,700~1600
BROMELIACEAE,"Vriesea punctulata",yes,
MALPIGHIACEAE,"Banisteriopsis magdalenensis",yes,
ORCHIDACEAE,"Brasiliorchis moutinhoi",yes,
BROMELIACEAE,"Vriesea rubyae",yes,
BROMELIACEAE,"Vriesea saundersii",yes,
MALPIGHIACEAE,"Bronwenia peckoltii",yes,
MYRTACEAE,"Calyptranthes anceps",yes,
MELASTOMATACEAE,"Miconia fluminensis",yes,
MALPIGHIACEAE,"Heteropterys occhionii",yes,
MELASTOMATACEAE,"Miconia gigantea",yes,
MELASTOMATACEAE,"Miconia gilva",yes,
MELASTOMATACEAE,"Miconia glazioviana",yes,
MYRTACEAE,"Calyptranthes aromatica",yes,
BROMELIACEAE,"Vriesea serrana",yes,
MELASTOMATACEAE,"Miconia inaequidens",,
BROMELIACEAE,"Vriesea sucrei",yes,
BROMELIACEAE,"Vriesea teresopolitana",yes,
CACTACEAE,"Schlumbergera russelliana",yes,1300~2200
MYRTACEAE,"Calyptranthes bimarginata",yes,
MELIACEAE,"Trichilia luciae",yes,
BROMELIACEAE,"Vriesea thyrsoidea",yes,
MYRTACEAE,"Calyptranthes caudata",yes,
APOCYNACEAE,"Aspidosperma compactinervium",yes,
BROMELIACEAE,"Vriesea triligulata",yes,800~1500
MYRTACEAE,"Calyptranthes grandiflora",yes,
APOCYNACEAE,"Aspidosperma ingratum",yes,
APOCYNACEAE,"Cynanchum brasiliense",yes,
MYRTACEAE,"Calyptranthes martiusiana",yes,
APOCYNACEAE,"Ditassa fontellae",yes,
APOCYNACEAE,"Ditassa guilleminiana",yes,
APOCYNACEAE,"Ditassa imbricata",yes,
BROMELIACEAE,"Vriesea vidalii",yes,
APOCYNACEAE,"Ditassa maricaensis",yes,
MYRTACEAE,"Calyptranthes ursina",yes,
APOCYNACEAE,"Ditassa subumbellata",yes,
BROMELIACEAE,"Vriesea warmingii",yes,
APOCYNACEAE,"Forsteronia linearis",yes,
MYRTACEAE,"Campomanesia fruticosa",yes,
MYRTACEAE,"Campomanesia hirsuta",yes,
MARANTACEAE,"Thalia petersiana",yes,
BROMELIACEAE,"Vriesea zildae",yes,100~550
APOCYNACEAE,"Gonolobus dorothyanus",yes,
FABACEAE,"Senegalia miersii",yes,
APOCYNACEAE,"Macroditassa laxa",yes,900~1150
RUTACEAE,"Almeidea limae",yes,
APOCYNACEAE,"Mandevilla crassinoda",yes,
FABACEAE,"Senegalia mikanii",yes,20~42
APOCYNACEAE,"Marsdenia glaziovii",,
FABACEAE,"Swartzia glazioviana",yes,
APOCYNACEAE,"Matelea fournieri",yes,
APOCYNACEAE,"Matelea quinquedentata",yes,
APOCYNACEAE,"Monsanima tinguaensis",yes,
FABACEAE,"Swartzia submontana",yes,
MARANTACEAE,"Goeppertia dorothyae",yes,
FABACEAE,"Piptadenia laxipinna",yes,
MYRTACEAE,"Campomanesia lundiana",yes,
MARANTACEAE,"Goeppertia fatimae",yes,
FABACEAE,"Piptadenia polyptera",yes,
MYRTACEAE,"Campomanesia mediterranea",yes,
FABACEAE,"Poecilanthe fluminensis",yes,
MYRTACEAE,"Campomanesia terminalis",,
FABACEAE,"Moldenhawera polysperma",yes,
APOCYNACEAE,"Orthosia arenosa",yes,
APOCYNACEAE,"Orthosia umbrosa",yes,
APOCYNACEAE,"Oxypetalum costae",yes,1800~2000
APOCYNACEAE,"Oxypetalum lutescens",yes,
APOCYNACEAE,"Oxypetalum schottii",yes,945
MALPIGHIACEAE,"Heteropterys ternstroemiifolia",yes,
FABACEAE,"Dahlstedtia grandiflora",yes,
OCHNACEAE,"Luxemburgia glazioviana",yes,
RUTACEAE,"Conchocarpus grandiflorus",yes,
RUTACEAE,"Conchocarpus ovatus",yes,
OCHNACEAE,"Ouratea campos-portoi",yes,
MYRTACEAE,"Eugenia adenocarpa",,
OCHNACEAE,"Ouratea grandifolia",yes,
MARANTACEAE,"Goeppertia grazielae",yes,
MYRTACEAE,"Eugenia arrabidae",yes,
MYRTACEAE,"Eugenia arvensis",yes,
MYRTACEAE,"Eugenia augustana",yes,
MARANTACEAE,"Goeppertia reginae",yes,80~130
RUTACEAE,"Conchocarpus paniculatus",yes,
MYRTACEAE,"Eugenia brachysepala",yes,
OCHNACEAE,"Ouratea miersii",yes,
MYRTACEAE,"Eugenia cambucae",yes,
MALPIGHIACEAE,"Janusia diminuta",yes,
Malpighiaceae,"Hiraea microphylla",,
GESNERIACEAE,"Besleria fluminensis",yes,
GESNERIACEAE,"Besleria grandifolia",yes,
MARANTACEAE,"Goeppertia sphaerocephala",yes,
RUTACEAE,"Conchocarpus sordidus",yes,
GESNERIACEAE,"Nematanthus mirabilis",yes,
GESNERIACEAE,"Nematanthus pycnophyllus",yes,
OCHNACEAE,"Ouratea polita",yes,
LOGANIACEAE,"Strychnos dantaensis",yes,
LOGANIACEAE,"Strychnos jacarepiensis",yes,0~100
OCHNACEAE,"Ouratea stipulata",yes,
MYRTACEAE,"Eugenia cinerascens",yes,
MALPIGHIACEAE,"Stigmaphyllon affine",,
GESNERIACEAE,"Besleria melancholica",yes,
MALPIGHIACEAE,"Stigmaphyllon carautae",yes,
MYRTACEAE,"Eugenia coccifera",yes,
CUCURBITACEAE,"Gurania cogniauxiana",yes,
PICRAMNIACEAE,"Picramnia grandifolia",yes,
POACEAE,"Apochloa tijucae",yes,
MYRTACEAE,"Eugenia corcovadensis",yes,
MELASTOMATACEAE,"Miconia altissima",,
FABACEAE,"Dalbergia glaziovii",yes,900
POACEAE,"Axonopus comatus",yes,
CONVOLVULACEAE,"Bonamia umbellata",yes,
POACEAE,"Chusquea tenuis",yes,
POACEAE,"Chusquea wilkesii",yes,
FABACEAE,"Martiodendron fluminense",yes,
MYRTACEAE,"Eugenia crenata",,
CUCURBITACEAE,"Wilbrandia glaziovii",,
FABACEAE,"Luetzelburgia trialata",yes,
RANUNCULACEAE,"Anemone assisbrasiliana",,
FABACEAE,"Lupinus dusenianus",yes,
FABACEAE,"Ormosia altimontana",yes,
MYRTACEAE,"Eugenia decussata",yes,
DIOSCOREACEAE,"Dioscorea bradei",yes,
MYRTACEAE,"Eugenia expansa",yes,
DIOSCOREACEAE,"Dioscorea campanulata",yes,
POACEAE,"Dichanthelium cucaense",yes,
MELASTOMATACEAE,"Miconia klotzschii",yes,
MELASTOMATACEAE,"Miconia laeta",yes,
POACEAE,"Dichanthelium itatiaiae",yes,1.5
RUBIACEAE,"Bathysa sylvestrae",yes,150
BEGONIACEAE,"Begonia acetosa",yes,
BEGONIACEAE,"Begonia acida",yes,
BEGONIACEAE,"Begonia aconitifolia",yes,
BEGONIACEAE,"Begonia antonietae",yes,1200~1500
MYRTACEAE,"Eugenia grandifolia",yes,
BEGONIACEAE,"Begonia cariocana",yes,
BEGONIACEAE,"Begonia cerasiphylla",yes,
BEGONIACEAE,"Begonia collaris",yes,
BEGONIACEAE,"Begonia concinna",yes,
BEGONIACEAE,"Begonia cordata",yes,
BEGONIACEAE,"Begonia declinata",yes,
BEGONIACEAE,"Begonia densifolia",yes,
BEGONIACEAE,"Begonia dentatiloba",yes,
BEGONIACEAE,"Begonia depauperata",yes,
BEGONIACEAE,"Begonia edmundoi",yes,1200~1400
DIOSCOREACEAE,"Dioscorea itatiaiensis",yes,
BEGONIACEAE,"Begonia epipsila",,
BEGONIACEAE,"Begonia erecta",yes,
BEGONIACEAE,"Begonia fabulosa",yes,
BEGONIACEAE,"Begonia fagifolia",yes,
BEGONIACEAE,"Begonia fluminensis",yes,
BEGONIACEAE,"Begonia forgetiana",yes,
BEGONIACEAE,"Begonia friburgensis",yes,
BEGONIACEAE,"Begonia herteri",,
BEGONIACEAE,"Begonia jocelinoi",yes,1000~1400
POACEAE,"Dichanthelium petropolitanum",yes,
BEGONIACEAE,"Begonia lanstyakii",yes,2300
BEGONIACEAE,"Begonia lubbersii",yes,
BEGONIACEAE,"Begonia lunaris",yes,
BEGONIACEAE,"Begonia magdalenensis",yes,
BEGONIACEAE,"Begonia occhionii",,
BEGONIACEAE,"Begonia olsoniae",,750~1250
BEGONIACEAE,"Begonia parvifolia",yes,
BEGONIACEAE,"Begonia princeps",yes,
BEGONIACEAE,"Begonia pseudolubbersii",yes,
BEGONIACEAE,"Begonia ramentacea",yes,
BEGONIACEAE,"Begonia rotunda",yes,
BEGONIACEAE,"Begonia rubropilosa",yes,100~900
BEGONIACEAE,"Begonia sanguinea",yes,
POACEAE,"Renvoizea glaziovii",yes,
BEGONIACEAE,"Begonia semidigitata",yes,
BEGONIACEAE,"Begonia valida",yes,
BEGONIACEAE,"Begonia velloziana",yes,
LENTIBULARIACEAE,"Utricularia geminiloba",yes,1500~2000
DIOSCOREACEAE,"Dioscorea margarethia",yes,
POACEAE,"Renvoizea teretifolia",yes,
CAMPANULACEAE,"Lobelia glazioviana",yes,
CAMPANULACEAE,"Lobelia santos-limae",yes,
CAMPANULACEAE,"Siphocampylus viscidus",yes,
MYRTACEAE,"Eugenia grazielae",yes,
MELASTOMATACEAE,"Miconia mourae",,
FABACEAE,"Peltogyne mattosiana",yes,
MELASTOMATACEAE,"Miconia oblongifolia",yes,
DIOSCOREACEAE,"Dioscorea oppositiflora",yes,
POACEAE,"Trisetum brasiliense",yes,
DIOSCOREACEAE,"Dioscorea organensis",yes,
MELASTOMATACEAE,"Miconia ovalifolia",yes,
RUBIACEAE,"Chomelia estrellana",,
RUBIACEAE,"Chomelia monantha",yes,
DIOSCOREACEAE,"Dioscorea pedalis",yes,2300~2790
SAPINDACEAE,"Allophylus exappendiculatus",yes,
RUBIACEAE,"Chomelia transiens",yes,
MYRTACEAE,"Eugenia irirensis",yes,
MELASTOMATACEAE,"Miconia ovata",,
SAPINDACEAE,"Allophylus heterophyllus",yes,
RUBIACEAE,"Coussarea biflora",yes,
MELASTOMATACEAE,"Miconia penduliflora",yes,
LAMIACEAE,"Hedeoma crenatum",yes,
LAMIACEAE,"Hyptis cymulosa",yes,
LAMIACEAE,"Monochilus gloxiniifolius",,
SAPINDACEAE,"Allophylus membranifolius",yes,
MELASTOMATACEAE,"Miconia petroniana",,
MELASTOMATACEAE,"Miconia pseudoeichleri",yes,
SAPINDACEAE,"Cupania fluminensis",yes,
MELASTOMATACEAE,"Miconia pulchra",,
MYRTACEAE,"Eugenia itaguahiensis",yes,
RUBIACEAE,"Coussarea coffeoides",yes,
MELASTOMATACEAE,"Miconia rabenii",yes,
MELASTOMATACEAE,"Miconia saldanhae",yes,
SAPINDACEAE,"Cupania schizoneura",yes,
MELASTOMATACEAE,"Miconia subvernicosa",yes,
DIOSCOREACEAE,"Dioscorea pumilio",yes,
SAPINDACEAE,"Matayba grandis",,
SAPINDACEAE,"Matayba leucodyctia",yes,
SAPINDACEAE,"Matayba talisioides",yes,
SAPINDACEAE,"Paullinia marginata",yes,
DIOSCOREACEAE,"Dioscorea septemnervis",yes,
DIOSCOREACEAE,"Dioscorea sphaeroidea",yes,2000
RUBIACEAE,"Coussarea friburgensis",yes,110
SAPINDACEAE,"Serjania acuminata",yes,
SAPINDACEAE,"Serjania fluminensis",yes,
SAPINDACEAE,"Serjania hamuligera",,
CONNARACEAE,"Connarus marginatus",yes,
IRIDACEAE,"Neomarica itatiaica",yes,
IRIDACEAE,"Neomarica northiana",yes,
IRIDACEAE,"Neomarica silvestris",yes,
IRIDACEAE,"Sisyrinchium glaziovii",,
SAPINDACEAE,"Serjania itatiaiensis",yes,
LAMIACEAE,"Salvia altissima",yes,
LAMIACEAE,"Salvia benthamiana",yes,900~1400
LAMIACEAE,"Salvia longibracteolata",yes,
LAMIACEAE,"Salvia rivularis",yes,1400~1900
LAMIACEAE,"Scutellaria tubiflora",yes,
THYMELAEACEAE,"Funifera insulae",yes,
THYMELAEACEAE,"Funifera brasiliensis",yes,
RUBIACEAE,"Coussarea lanceolata",yes,
SAPOTACEAE,"Pouteria stenophylla",yes,
SAPOTACEAE,"Pradosia glaziovii",yes,
SAPOTACEAE,"Pradosia kuhlmannii",,
RUBIACEAE,"Coussarea procumbens",yes,
OLACACEAE,"Cathedra grandiflora",yes,
OLACACEAE,"Dulacia singularis",yes,
MYRTACEAE,"Eugenia kuhlmanniana",yes,
MYRTACEAE,"Eugenia magnifica",,
SAPINDACEAE,"Serjania littoralis",yes,
SAPINDACEAE,"Serjania tenuis",,
SAPINDACEAE,"Serjania truncata",yes,
MYRTACEAE,"Eugenia marambaiensis",yes,
RUBIACEAE,"Standleya limae",yes,
DRYOPTERIDACEAE,"Elaphoglossum miersii",yes,
DRYOPTERIDACEAE,"Elaphoglossum mourae",yes,
RUBIACEAE,"Standleya erecta",yes,
DRYOPTERIDACEAE,"Elaphoglossum sehnemii",,
Dryopteridaceae,"Polystichum bradei",yes,
MYRTACEAE,"Eugenia oxyoentophylla",yes,
RUBIACEAE,"Simira rubra",yes,
THELYPTERIDACEAE,"Thelypteris refracta",yes,
RUBIACEAE,"Rustia simpsonii",yes,1000
MELASTOMATACEAE,"Miconia argyraea",,
RUBIACEAE,"Rudgea parvifolia",yes,
MYRTACEAE,"Eugenia puberula",,
MYRTACEAE,"Eugenia teixeireana",,
MYRTACEAE,"Eugenia pulcherrima",yes,
PTERIDACEAE,"Doryopteris magdalenensis",yes,
RUBIACEAE,"Rudgea macrophylla",yes,
PTERIDACEAE,"Doryopteris quinquelobata",yes,
MYRTACEAE,"Eugenia sprengelii",,
RUBIACEAE,"Coussarea speciosa",yes,
MYRTACEAE,"Eugenia stenosepala",,
MYRTACEAE,"Eugenia strellensis",yes,
PTERIDACEAE,"Doryopteris tijucana",yes,
RUBIACEAE,"Coussarea strigosipes",yes,1000
PTERIDACEAE,"Pteris congesta",yes,700
MYRTACEAE,"Eugenia strigipes",,
PTERIDACEAE,"Doryopteris subsimplex",yes,
MYRTACEAE,"Eugenia violascens",yes,
RUBIACEAE,"Rudgea insignis",yes,
RUBIACEAE,"Coussarea viridis",yes,160~220
MYRTACEAE,"Marlierea capitata",,
MYRTACEAE,"Marlierea choriophylla",yes,
POLYPODIACEAE,"Moranopteris xbradei",yes,
RUBIACEAE,"Rudgea erythrocarpa",yes,
MYRTACEAE,"Marlierea estrellensis",yes,
RUBIACEAE,"Faramea anisodonta",yes,
RUBIACEAE,"Rudgea discolor",yes,
POLYPODIACEAE,"Pecluma imbeana",yes,
POLYPODIACEAE,"Stenogrammitis luetzelburgii",yes,
RUBIACEAE,"Rudgea allophylla",yes,
PODOSTEMACEAE,"Podostemum saldanhanum",yes,
RUBIACEAE,"Faramea aristata",yes,
MYRTACEAE,"Marlierea guanabarina",yes,70~290
RUBIACEAE,"Randia itatiaiae",yes,700~1000
MYRTACEAE,"Marlierea langsdorffii",yes,
THISMIACEAE,"Thismia caudata",yes,
THISMIACEAE,"Thismia fungiformis",yes,
RUBIACEAE,"Psychotria wilkesiana",yes,
THISMIACEAE,"Thismia macahensis",yes,
OLEACEAE,"Chionanthus fluminensis",yes,
RUBIACEAE,"Faramea australis",yes,
RUBIACEAE,"Psychotria vestita",,
RUBIACEAE,"Psychotria ulei",yes,
MYRTACEAE,"Marlierea martinellii",yes,
OLEACEAE,"Chionanthus tenuis",,
RUBIACEAE,"Faramea brachyloba",yes,
MYRTACEAE,"Marlierea occhionii",yes,
RUBIACEAE,"Psychotria tenuinervis",yes,
MYRTACEAE,"Marlierea resupinata",yes,
MYRTACEAE,"Marlierea sessiliflora",yes,
RUBIACEAE,"Faramea calyciflora",yes,
RUBIACEAE,"Faramea campanularis",yes,
RUBIACEAE,"Psychotria sutericalyx",yes,
MYRTACEAE,"Marlierea silvestris",yes,
RUBIACEAE,"Psychotria subspathacea",yes,
MYRTACEAE,"Myrcia badia",yes,
MELASTOMATACEAE,"Mouriri arenicola",yes,
MELASTOMATACEAE,"Pleiochiton glaziovianum",yes,
MELASTOMATACEAE,"Pleiochiton longipetiolatum",yes,1100~1500
MELASTOMATACEAE,"Pleiochiton magdalenense",yes,1900
MELASTOMATACEAE,"Pleiochiton micranthum",yes,
MELASTOMATACEAE,"Pleiochiton parvifolium",yes,
Poaceae,"Glaziophyton mirabile",yes,
MYRTACEAE,"Myrcia dolichopetala",yes,
MYRTACEAE,"Myrcia magnifolia",,
RUBIACEAE,"Psychotria mineirensis",yes,
MELASTOMATACEAE,"Tibouchina alata",yes,
GESNERIACEAE,"Nematanthus serpens",yes,
RUBIACEAE,"Psychotria mandiocana",yes,
RUBIACEAE,"Psychotria lucidifolia",yes,
RUBIACEAE,"Psychotria lindleyana",yes,
MYRTACEAE,"Myrcia neocambessedeana",yes,
RUBIACEAE,"Faramea cardiophylla",yes,
GESNERIACEAE,"Sinningia bulbosa",yes,
RUBIACEAE,"Faramea cordifolia",yes,
GESNERIACEAE,"Sinningia cardinalis",yes,
GESNERIACEAE,"Sinningia cochlearis",yes,2000
RUBIACEAE,"Psychotria densicostata",yes,
RUBIACEAE,"Psychotria clavipes",yes,
GESNERIACEAE,"Sinningia guttata",yes,
FABACEAE,"Lupinus hasslerianus",yes,
FABACEAE,"Lupinus russellianus",yes,
RUBIACEAE,"Psychotria caudata",yes,
GESNERIACEAE,"Sinningia helleri",yes,
MYRTACEAE,"Myrcia stewartiana",yes,
MYRTACEAE,"Myrcia velutiflora",yes,
GESNERIACEAE,"Sinningia hirsuta",yes,
RUBIACEAE,"Faramea filamentosa",yes,
RUBIACEAE,"Psychotria brachyanthema",yes,
GESNERIACEAE,"Sinningia lateritia",yes,
RUBIACEAE,"Psychotria brachyandra",yes,
GESNERIACEAE,"Sinningia lindleyi",,
FABACEAE,"Tachigali beaurepairei",yes,1150~1300
RUBIACEAE,"Psychotria ampla",yes,
GESNERIACEAE,"Sinningia muscicola",yes,250~150
GESNERIACEAE,"Sinningia pusilla",yes,
FABACEAE,"Zollernia glaziovii",yes,
RUBIACEAE,"Faramea heteromera",yes,
RUBIACEAE,"Posoqueria laurifolia",yes,
MYRTACEAE,"Myrcia warmingiana",yes,
RUBIACEAE,"Faramea includens",yes,
GESNERIACEAE,"Vanhouttea bradeana",yes,
GESNERIACEAE,"Vanhouttea fruticulosa",yes,
GESNERIACEAE,"Vanhouttea gardneri",yes,
RUBIACEAE,"Palicourea brasiliensis",yes,
MELASTOMATACEAE,"Tibouchina australis",,
MELASTOMATACEAE,"Tibouchina axillaris",yes,
MELASTOMATACEAE,"Tibouchina benthamiana",yes,
MELASTOMATACEAE,"Tibouchina cordifolia",yes,
MELASTOMATACEAE,"Tibouchina corymbosa",,
MELASTOMATACEAE,"Tibouchina cristata",yes,
RUBIACEAE,"Faramea intercedens",yes,
MELASTOMATACEAE,"Tibouchina discolor",yes,
MELASTOMATACEAE,"Tibouchina elegans",yes,
MELASTOMATACEAE,"Tibouchina floribunda",,
MELASTOMATACEAE,"Tibouchina granulosa",,
MELASTOMATACEAE,"Tibouchina hirsutissima",yes,
MELASTOMATACEAE,"Tibouchina lilacina",,
MELASTOMATACEAE,"Tibouchina maximiliana",yes,
MELASTOMATACEAE,"Tibouchina moricandiana",,
MELASTOMATACEAE,"Tibouchina pallida",yes,1000
MELASTOMATACEAE,"Tibouchina raddiana",,
MELASTOMATACEAE,"Tibouchina schwackei",yes,
MELASTOMATACEAE,"Tibouchina thereminiana",yes,100~1200
MELASTOMATACEAE,"Tibouchina virgata",yes,
MELASTOMATACEAE,"Itatiaia cleistopetala",yes,2000
RUBIACEAE,"Faramea leucocalyx",yes,
RUBIACEAE,"Faramea micrantha",yes,
RUBIACEAE,"Faramea pedicellaris",yes,
RUBIACEAE,"Faramea platypoda",yes,
PLAGIOCHILACEAE,"Plagiochila boryana",,
RUBIACEAE,"Faramea porophylla",yes,
GESNERIACEAE,"Vanhouttea lanata",yes,
MYRTACEAE,"Myrciaria pumila",yes,
RUBIACEAE,"Faramea tinguana",yes,
RUBIACEAE,"Faramea urophylla",yes,
RUBIACEAE,"Galianthe polygonoides",yes,
RUBIACEAE,"Hillia saldanhaei",yes,
RUBIACEAE,"Manettia pedunculata",yes,
MYRTACEAE,"Neomitranthes apiculata",yes,
MYRTACEAE,"Neomitranthes riedeliana",yes,
RUBIACEAE,"Manettia parvula",yes,
MYRTACEAE,"Plinia anonyma",yes,
RUBIACEAE,"Manettia lutescens",yes,
MYRTACEAE,"Plinia ilhensis",yes,
RUBIACEAE,"Manettia fimbriata",yes,
RUBIACEAE,"Malanea spicata",yes,
MYRTACEAE,"Plinia marqueteana",yes,
MYRTACEAE,"Plinia martinellii",yes,
RUBIACEAE,"Ixora heterophylla",yes,
MYRTACEAE,"Plinia sebastianopolitana",yes,
RUBIACEAE,"Hindsia violacea",yes,
RUBIACEAE,"Hindsia republicana",yes,
RUBIACEAE,"Hindsia phyllocalyx",yes,
MYRTACEAE,"Psidium anthomega",yes,
MYRTACEAE,"Psidium arboreum",yes,
RUBIACEAE,"Hindsia glabra",yes,2536
RUBIACEAE,"Hindsia cucullata",yes,
RUBIACEAE,"Hindsia arianeae",yes,
SEMATOPHYLLACEAE,"Sematophyllum macrorhynchum",,
IRIDACEAE,"Neomarica longifolia",yes,
IRIDACEAE,"Trimezia organensis",yes,
VELLOZIACEAE,"Barbacenia brevifolia",yes,
VELLOZIACEAE,"Barbacenia fanniae",yes,
VELLOZIACEAE,"Barbacenia foliosa",yes,
VELLOZIACEAE,"Barbacenia gaveensis",yes,
VELLOZIACEAE,"Barbacenia seubertiana",yes,
VELLOZIACEAE,"Barbacenia squamata",yes,
BEGONIACEAE,"Begonia arborescens",yes,
BRYACEAE,"Bryum turbinatum",,
GESNERIACEAE,"Sinningia gesneriifolia",yes,
Myrtaceae,"Myrcia innovans",yes,
Orchidaceae,"Brasilaelia lobata",yes,
Amaryllidaceae,"Griffinia intermedia",yes,
BEGONIACEAE,"Begonia bonitoensis",yes,
BEGONIACEAE,"Begonia tomentosa",yes,
BEGONIACEAE,"Begonia sylvestris",yes,
Ditrichaceae,"Ditrichum itatiaiae",,
Poaceae,"Chusquea sclerophylla",yes,
MALPIGHIACEAE,"Hiraea restingae ",yes,
Calophyllaceae,"Kielmeyera aureovinosa",yes,600~700
Thismiaceae,"Thismia glaziovii",yes,
