occurrenceID;bibliographicCitation;institutionCode;collectionCode;catalogNumber;recordNumber;recordedBy;occurrenceRemarks;year;month;day;identifiedBy;yearIdentified;monthIdentified;dayIdentified;stateProvince;municipality;locality;decimalLatitude;decimalLongitude;family;genus;specificEpithet;infraspecificEpithet;scientificName;georeferenceRemarks;georeferenceProtocol;georeferenceVerificationStatus;georeferencedBy;georeferencedDate;georeferencePrecision;acceptedNameUsage
53ceafe8d699a;;UNICAMP;UEC;165967;202;"Gonçalves, D.J.P.; Costa, L.B.; Oliveira, C.N.S.; Costa, L.B.; Oliveira, C.N.S.";"<nO>Arbusto (vários caules saindo do solo) ca. 4,5m, râmulos acinzentados/avermelhados, pétalas creme c/ pequena linha central amarela até a parte mediana da pétala.; Cerrado rupestre.</nO>";2011;11;19;;;;;Minas Gerais;São Gonçalo do Rio Preto;"Parque Estadual do Rio Preto, Trilha p/ a Cachoeira do Crioulo, próx. ao sanitário.&nf;18137027s , 43.346.155w";-18.155264;-43.346665;Vochysiaceae;Callisthene;erythroclada;;Callisthene erythroclada;;SIG;1;Marcelo;12/09/13;Centroide de reserva/parque;Callisthene erythroclada
53ceafe8d6b54;;UFU;HUFU;6321;s.n.;Grandi, T.S.M.;"<nO>HABITAT:Campo rupestre.; DESC:Arbustivo.;</nO>";1986;1;4;Romero, R.;1995;7;;Minas Gerais;Caeté;Serra da Piedade;-19.816667;-43.666667;Melastomataceae;Cambessedesia;pityrophylla;;Cambessedesia pityrophylla;;Coletor;1;Marcelo;23/09/13;5 a 10Km;Cambessedesia pityrophylla
53ceafe8d6c5b;;IBt;SP;286744;167;Fonseca, M.L.;"<nO>DESC:Subarbusto ca 0,6m de altura; botões e flores amarelas;</nO>";1995;3;23;Koschnitzke, C.;1998;8;;Goiás;Niquelândia;Km 23 ao 31 da estrada de terra a direita da mina de níquel. Solo pedregoso. Cerrado aberto;-14.3841666667;-48.4158333333;Melastomataceae;Chaetostoma;flavum;;Chaetostoma flavum;;Coletor;1;Marcelo;23/09/13;5 a 10Km;Chaetostoma flavum
53ceafe8d6d65;;NY;NYBG_BR;1017981;7793;F. Almeda;<nO><a href='http://sweetgum.nybg.org/vh/specimen.php?irn=1238279'>more info</a></nO>;1998;6;3;"A. B. Martins; F. Almeda";1999;;;Minas Gerais;Jaboticatubas;Serra do Cipó, ca. 3 km da Cachoeira na estrada da Serra Morena.;-19.17;-43.5;Melastomataceae;Lavoisiera;subulata;;Lavoisiera subulata;;Coletor;1;Marcelo;23/09/13;5 a 10Km;Lavoisiera subulata
53ceafe8d6e70;Projeto Plantas Raras - shapefile;;;;;;;;;;;;;;Minas Gerais;Caeté;Serra da Piedade;-19.816667;-43.666667;Melastomataceae;Cambessedesia;pityrophylla;;Cambessedesia pityrophylla;;;1;Marcelo;26/09/13;;Cambessedesia pityrophylla
53ceafe8d6f85;;JBRJ;RB;196950;423;Lima, H.C. de;<nO>Subarbusto. Flor lilás, estames com anteras atropurpúreas, filetes vinosos, conectivo amarelo. Frutos amarelo-esverdeado.</nO>;1978;4;26;A.B. Martins & F. Almeda;2000;;;Minas Gerais;Santana do Riacho;Serra do Cipó, entre km 103 e 104.;-19.166872;-43.626694;Melastomataceae;Lavoisiera;subulata;;Lavoisiera subulata;;SIG;1;Thiago;11/09/13;Centroide de Poligono;Lavoisiera subulata
53ceafe8d708d;Projeto Plantas Raras - shapefile;;;;;;;;;;;;;;Piauí;Oeiras;Serra de Dois Irmãos;-7.016667;-42.15;Eriocaulaceae;Eriocaulon;griseum;;Eriocaulon griseum;;;1;Marcelo;26/09/13;;Eriocaulon griseum
53ceafe8d729b;;UFC;EAC;27923;s.n.;"Fernandes, A.; Nunes, E. & Paula-Zárate, E. .L.";<nO>Subarbusto</nO>;1999;2;24;Koch, I.;2011;8;16;Ceará;Ubajara;Pl. Ibiapaba, PARNA, Portão Araticum;-3.74995;-40.917072;Apocynaceae;Rauvolfia;ligustrina;;Rauvolfia ligustrina;;SIG;1;Marcelo;24/09/13;Centroide de reserva/parque;Rauvolfia ligustrina
53ceafe8d73a3;;UFPB;JPB;32598;751;Gadelha Neto, P.C.;"<nO>; DESC: Arbustivo. Flor branca. Planta latescente.</nO>";2002;9;6;;;;;Paraíba;Sousa;Vale dos Dinossauros, Vale dos Dinossauro;-6.74943;-38.249775;Apocynaceae;Rauvolfia;ligustrina;;Rauvolfia ligustrina;;SIG;1;Marcelo;26/09/13;Centroide de reserva/parque;Rauvolfia ligustrina
53ceafe8d75b1;;FURB;FURB;7027;67231;G. Hatschbach;"<nO>; HABITAT: campo rupestre e solo arenoso; HABITO: ascendente</nO>";1997;11;18;S. Atkins;2001;1;1;Minas Gerais;Joaquim Felício;Serra do Cabral, próximo ao Armazém da Laje.;-17.900144;-44.235679;Verbenaceae;Stachytarpheta;monachinoi;;Stachytarpheta monachinoi;;SIG;1;Marcelo;12/09/13;Centroide de reserva/parque;Stachytarpheta monachinoi
53ceafe8d77c3;;USC;HUCS;33011;5897;"Silva, J. .M.; Hatschbach, G.";"<nO>Herbário MBM; campo recém queimado ; HA</nO>";2007;8;17;Hatschbach, G.;2007;1;1;Minas Gerais;Joaquim Felício;Serra do Cabral;-17.900144;-44.235679;Verbenaceae;Stachytarpheta;monachinoi;;Stachytarpheta monachinoi;;SIG;1;Marcelo;16/09/13;Centroide de reserva/parque;Stachytarpheta monachinoi
53ceafe8d78c8;;IBt;SP;305300;1876;Pirani, J.R.;"<nO>DESC:Subarbusto ate ca 40cm; cálice verde, pétalas amarelas, formando densa e extensa população em campo de gramíneas;</nO>";1987;2;8;Romero, R.;2000;6;;Goiás;;Chapada dos Veadeiros-Rodovia GO 118, ca 26km ao N de Alto Paraíso de Goiás. Solo arenoso;-13.9666666667;-47.45;Melastomataceae;Chaetostoma;flavum;;Chaetostoma flavum;;Coletor;1;Marcelo;23/09/13;5 a 10Km;Chaetostoma flavum
53ceafe8d79d0;;HUEFS;;44463;;Oliveira, R.P.;;2000;4;3;;2011;4;;Bahia;Formosa do Rio Preto;Fazenda Estrondo, 79Km Oeste da cidade, perto do rio Riachão;-11.214444;-45.761667;Fabaceae;Chamaecrista;coradinii;;Chamaecrista coradinii;;coletor;1;Thiago;27/11/13;5 a 10Km;Chamaecrista coradinii
53ceafe8d7bee;Projeto Plantas Raras - shapefile;;;;;;;;;;;;;;Minas Gerais;Catas Altas;Serra do Caraça;-20.045608;-43.40496;Melastomataceae;Cambessedesia;pityrophylla;;Cambessedesia pityrophylla;;;1;Marcelo;26/09/13;;Cambessedesia pityrophylla
53ceafe8d7cf7;;IBt;SP;143316;CFSC483;Semir, J.;"<nO>DESC:Flores rosa púrpura. Planta 30cm. Folhas finas;</nO>";1971;12;12;Martins, A.B.;2013;7;;Minas Gerais;Jaboticatubas;Serra do Cipó-Km 114 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina;-19.166872;-43.626694;Melastomataceae;Lavoisiera;subulata;;Lavoisiera subulata;;SIG;1;Thiago;11/09/13;Centroide de Poligono;Lavoisiera subulata
53ceafe8d7f07;;UFU;HUFU;9855;1292;Nakajima, J.N.;"<nO>HABITAT:Campo rupestre.; DESC:Subarbusto, ca. 0,4 m. Corola rósea, anteras maiores vinho, conectivo vinho com a base do apêndice amarela. Anteras menores amarelas, conectivo amarelos. Estilete róseos.;</nO>";1995;9;25;Romero, R.;1998;7;;Minas Gerais;São Roque de Minas;Parque Nacional da Serra da Canastra-Morro próximo ao centro de visitantes.;-20.330755;-46.58428;Melastomataceae;Microlicia;scoparia;;Microlicia scoparia;;SIG;1;Marcelo;10/09/13;Centroide de reserva/parque;Microlicia scoparia
53ceafe8d800e;;UFU;HUFU;3342;275;Araújo, G.M.;"<nO>HABITAT:Cerrado.; DESC:Arbusto, ca. 2,2 m. Flores liláses.;</nO>";1992;9;4;;;;;Minas Gerais;Uberlândia;Estação Ecológica do Panga;-19.155657;-48.38911;Verbenaceae;Lippia;lasiocalycina;;Lippia lasiocalycina;;SIG;1;Marcelo;11/09/13;Centroide de reserva/parque;Lippia lasiocalycina
53ceafe8d8116;;UFU;HUFU;10514;3162;Romero, R.;"<nO>HABITAT:Campo limpo com afloramentos rochosos, 3 meses após a queimada.; DESC:Herbáceo, ca. 0,15 m. Cálice e corola róseos, coluna estaminal amarelada.;</nO>";1995;11;20;Pastore, J.F.;2003;11;;Minas Gerais;São Roque de Minas;Próxmo ao córrego da Fazenda;-20.3307551595;-46.5842801646;Polygalaceae;Polygala;apparicioi;;Polygala apparicioi;;SIG;1;Marcelo;10/09/13;Centroide de reserva/parque;Polygala apparicioi
53ceafe8d821b;;UFU;HUFU;5043;165;Nakajima, J.N.;"<nO>HABITAT:Solo arenoso.; DESC:Herbáceo, ca. 0,10 m. Corola lilás escuro, cálice vinho, anteras menores e base do conectivo das maiores amarelas, filetes e anteras maiores vinho, ápice branco.;</nO>";1994;2;21;Romero, R.;1998;7;;Minas Gerais;São Roque de Minas;Parque Nacional da Serra da Canastra-Trilha da nascente São Francisco.;-20.330755;-46.58428;Melastomataceae;Microlicia;scoparia;;Microlicia scoparia;;SIG;1;Marcelo;10/09/13;Centroide de reserva/parque;Microlicia scoparia
53ceafe8d8334;Projeto Plantas Raras - shapefile;;;;;;;;;;;;;;Minas Gerais;Ouro Branco;"";-20.466667;-43.7;Melastomataceae;Cambessedesia;pityrophylla;;Cambessedesia pityrophylla;;;1;Marcelo;26/09/13;;Cambessedesia pityrophylla
53ceafe8d8439;Projeto Plantas Raras - shapefile;;;;;;;;;;;;;;Minas Gerais;Lima Duarte;Serra de Ibitipoca;-21.7;-43.883333;Melastomataceae;Chaetostoma;inerme;;Chaetostoma inerme;;;1;Marcelo;26/09/13;;Chaetostoma inerme
53ceafe8d8646;;JBRJ;RB;336950;15171;Martinelli, G.;"<nO>Erva, rupícola, saxícola ou terrestre. Frequente, heliófila. Frequente. Folhas na face dorsal argentea, face ventral verde; infl. com escapo verde coberto por indumento ferrugineo; bracteas escapais verdes com indumento ferrugineo, raque verde com indumento ferrigeneo; bracteas florais cobertas por indumento castanho ferrugineo, flores com cálice e corola laranja, estames amarelos, frutos passados com cápsulas abertas nigrescentes. Em cultivo no JBRJ.</nO>";1998;11;27;R.C. Forzza;2003;1;;Minas Gerais;Alto Caparaó, Parque Nacional da Serra do Caparaó;Trilha para o Pico da Bandeira, margens do rio do Vale Encantado.;-20.599727;-41.777852;Bromeliaceae;Dyckia;bracteata;;Dyckia bracteata;;SIG;1;Marcelo;12/09/13;Centroide de reserva/parque;Dyckia bracteata
53ceafe8d874c;;JBRJ;RB;397090;23;Monteiro, R.F.;<nO>Rupícola. Folhas verdes. Escapo alvo a vermelho com brácteas do escapo vermelhas. Brácteas floral,sépalas e pétalas vermelhas.</nO>;2004;2;5;R.F.Monteiro;2005;6;;Minas Gerais;Lima Duarte;Parque Estadual do Ibitipoca, Alto do pico na estrada para a Janela do Céu.;-21.700832;-43.886545;Bromeliaceae;Pitcairnia;curvidens;;Pitcairnia curvidens;;SIG;1;Marcelo;11/09/13;Centroide de reserva/parque;Pitcairnia curvidens
53ceafe8d8851;;UnB;UB;11459;89;Miranda, Z.J.G.;"<nO>População reduzida, observada em início de floração. Planta muito semelhante a T. loliacea, que conta com uma população relativamente grande no local. O tamanho dos frutos distinguem bem os dois taxa. Os de T. copyinii se comparados aos de T. loliace; HA</nO>";2002;8;8;Miranda, Z.J.G.;;;;Distrito Federal;Brasília;APA de Cafuringa;-15.90331;-47.856816;Bromeliaceae;Tillandsia;copynii;;Tillandsia copynii;;SIG;1;Thiago;16/09/13;Centroide de reserva/parque;Tillandsia copynii
53ceafe8d8957;;MBM;MBM;21544;27870;Hatschbach, G.;;1971;11;13;Ramírez, Ivón M;;;;Minas Gerais;Gouveia;Serra do Espinhaço;-18.553954;-43.867183;Bromeliaceae;Cryptanthus;leopoldo-horstii;;Cryptanthus leopoldo-horstii;;SIG;1;Thiago;19/11/13;Centroide de Municipio;Cryptanthus leopoldo-horstii
53ceafe8d8a21;;RB;;437886;;Fonseca, M.L.;;2004;4;17;;2007;8;3;Goiás;Colinas do Sul;Estrada de chão entre Colinas do Sul e a Reserva Indígena Avá - Canoeiro;-13.8986111;-48.16;Fabaceae;Bauhinia;malacotrichoides;;Bauhinia malacotrichoides;;coletor;1;Thiago;27/11/13;5 a 10Km;Bauhinia malacotrichoides
53ceafe8d8ace;;UEC;;24351;;"Duarte, M.M.; Assunpção, A.; Mattos, S.; Assunpção, A.; Mattos, S.";;1979;5;27;;;;;Mato Grosso;Cuiabá;Chapada dos Guimarães., Estrada do Véu de Noiva próximo a placa.;-15.5961;-56.0967;Fabaceae;Chamaecrista;ochrosperma;;Chamaecrista ochrosperma;;coletor;1;Thiago;27/11/13;5 a 10Km;Chamaecrista ochrosperma
53ceafe8d8ba1;;EAC;;10735;;Fernandes, A.;;1981;9;4;;1995;7;14;Piauí;Ribeiro Gonçalves;Brejo das Meninas;-7.55833;-45.2422;Fabaceae;Chamaecrista;dumalis;;Chamaecrista dumalis;;coletor;1;Thiago;27/11/13;5 a 10Km;Chamaecrista dumalis
53ceafe8d8ca8;;HUEFS;;163636;;Melo, E.;;2010;5;21;;2010;4;;Bahia;São Desidério;Ca. 6 Km S do povoado de Gales do TImbó;-12.696389;-44.993333;Fabaceae;Chamaecrista;coradinii;;Chamaecrista coradinii;;coletor;1;Thiago;27/11/13;5 a 10Km;Chamaecrista coradinii
53ceafe8d8db6;;RB;;432366;;Pinheiro – Ferreira, M. A.;;2006;4;5;;2006;4;12;Espírito Santo;Linhares;Reserva da Companhia Vale do Rio Doce. Estrada Flamengo Km 4.5.;-19.2569444;-40.0527778;Fabaceae;Chamaecrista;ericifolia;;Chamaecrista ericifolia;;coletor;1;Thiago;27/11/13;5 a 10Km;Chamaecrista ericifolia
53ceafe8d8fc1;Projeto Plantas Raras - shapefile;;;;;;;;;;;;;;Minas Gerais;Ouro Preto;"";-20.316667;-43.483333;Melastomataceae;Cambessedesia;pityrophylla;;Cambessedesia pityrophylla;;;1;Marcelo;26/09/13;;Cambessedesia pityrophylla
53ceafe8d91cf;;UFU;HUFU;4367;s.n.;Sousa, H.C.;"<nO>HABITAT:Campo rupestre.; DESC:Arbusto, ca. 25 cm. Flores róseas.;</nO>";1987;2;18;Martins, A.B.;;;;Minas Gerais;Lima Duarte;Parque Estadual do Ibitipoca;-21.700832;-43.886545;Melastomataceae;Chaetostoma;inerme;;Chaetostoma inerme;;SIG;1;Marcelo;11/09/13;Centroide de reserva/parque;Chaetostoma inerme
53ceafe8d94e5;;UFJF;CESJ;15743;s.n.;Rita;<nO>Arbusto alto (3m). Flores alaranjadas. Flores brancas-tomentosas na face abaxial.</nO>;1977;9;28;R.Olmstead;2010;11;8;Minas Gerais;Alto Caparaó;Parque Nacional do Caparaó;-20.568944;-41.784721;Scrophulariaceae;Buddleja;speciosissima;;Buddleja speciosissima;;SIG;1;Marcelo;12/09/13;Centroide de reserva/parque;Buddleja speciosissima
53ceafe8d95eb;;IBt;SP;346730;995;Prata, A.P.;;2000;9;28;Trevisan, R.;2009;6;23;São Paulo;Itirapina;APA de Itirapina, trilha de acesso ao antigo aeroporto;-22.455491;-44.930339;Cyperaceae;Eleocharis;loefgreniana;;Eleocharis loefgreniana;;SIG;1;Thiago;16/09/13;Centroide de reserva/parque;Eleocharis loefgreniana
53ceafe8d9700;;JBRJ;RB;197751;1886;P.I.S. Barga;<nO>Saxícola de formação campestre, heliófila sobre arenito compacto nas frestas duras.</nO>;1970;9;28;Marccus Alves;2005;10;;Minas Gerais;;Serra de Ibitipoca, pico do Peão.;-21.700832;-43.886545;Cyperaceae;Lagenocarpus;humilis;;Lagenocarpus humilis;;SIG;1;Thiago;18/09/13;Centroide de reserva/parque;Cryptangium humile
53ceafe8d9807;;UB;;;;"Iglesias, J.O.V.; Junqueira, D.I.";;2008;10;20;;;;;Goiás;Caldas Novas;Parque Estadual da Serra de Caldas Novas;-17.7417;-48.625;Fabaceae;Chamaecrista;psoraleopsis;;Chamaecrista psoraleopsis;;coletor;1;Thiago;27/11/13;5 a 10Km;Chamaecrista psoraleopsis
53ceafe8d990c;;HUEFS;;186928;;Rando, J.G.;;2011;10;24;;;;;Goiás;Alto Paraíso;Fazenda São Bento. Trilha para a Cachoeira Almécegas;-14.1325;-47.51;Fabaceae;Chamaecrista;macedoi;;Chamaecrista macedoi;;coletor;1;Thiago;27/11/13;5 a 10Km;Chamaecrista macedoi
53ceafe8d9a15;;HUEFS;;169930;;Souza, E.R.;;2009;12;12;;;;;Bahia;Mucugê;Abaíra- Catolés- subida para p Guada-Mor.;-13.0053;-41.3708;Fabaceae;Calliandra;semisepulta;;Calliandra semisepulta;;coletor;1;Thiago;27/11/13;5 a 10Km;Calliandra semisepulta
53ceafe8d9be5;;HUEFS;;100083;;Silva, G.P.;;1994;9;14;;;;;Minas Gerais;Diamantina;Rodovia Diamantina;-18.316667;-43.566667;Fabaceae;Chamaecrista;gumminans;;Chamaecrista gumminans;;coletor;1;Thiago;27/11/13;5 a 10Km;Chamaecrista gumminans
53ceafe8d9c84;Projeto Plantas Raras - shapefile;;;;;;;;;;;;;;Goiás;Alto Paraíso de Goiás;Chapada dos Veadeiros;-14.116667;-47.5;Melastomataceae;Chaetostoma;scoparium;;Chaetostoma scoparium;;;1;Marcelo;26/09/13;;Chaetostoma scoparium
53ceafe8d9d2b;;RB;;390748;;Silva, M.A.;;;;;;2003;1;;Goiás;Cocalzinho de Goiás;Fazenda Bombaça;-15.7944;-48.7758;Fabaceae;Bauhinia;malacotrichoides;;Bauhinia malacotrichoides;;coletor;1;Thiago;27/11/13;5 a 10Km;Bauhinia malacotrichoides
53ceafe8d9dc8;;UFMG;BHCB;8849;s.n.;Souza, H.C.;"<nO>Ambiente rupstre na margen do rio;erva40cm;flores róseas;</nO>";1987;2;17;;;;;Minas Gerais;Lima Duarte;Parque Estadual do Ibitipoca.;-21.700832;-43.886545;Melastomataceae;Chaetostoma;inerme;;Chaetostoma inerme;;SIG;1;Marcelo;11/09/13;Centroide de reserva/parque;Chaetostoma inerme
53ceafe8d9e64;;IF;SPSF;31795;1126;R.J.F. Garcia;"<nO>COLETA: XLS: SPSFAntigo;</nO>";1997;3;23;A.C.Araújo;1997;6;30;SP;São Paulo;P.E.Serra do Mar nucleo curucutu.;-23.976301;-46.690022;Cyperaceae;Rhynchospora;tenuis;;Rhynchospora tenuis;;SIG;1;Thiago;18/09/13;Centroide de reserva/parque;Rhynchospora tenuis
53ceafe8d9f03;;UFU;HUFU;17361;1086;Barbosa, A.A.A.;"<nO>HABITAT:Vereda.; DESC:Erva.;</nO>";1998;9;11;;;;;Minas Gerais;Uberlândia;Estação Ecológica do Panga-Vereda 4, borda.;-19.155657;-48.38911;Cyperaceae;Rhynchospora;tenuis;;Rhynchospora tenuis;;SIG;1;Marcelo;11/09/13;Centroide de reserva/parque;Rhynchospora tenuis
53ceafe8d9f9f;;UFPE;UFP;23168;390;Celli F.S.;;1982;3;18;Thomas E.;1988;1;1;Paraná;Guaíra;Parque Nacional das Sete Quedas;-25.516524;-54.054289;Cyperaceae;Rhynchospora;tenuis;;Rhynchospora tenuis;;SIG;1;Thiago;13/09/13;Centroide de reserva/parque;Rhynchospora tenuis
53ceafe8da03b;;CEPLAC;CEPEC;55068;8911;W. W. Thomas;<nO>Ambiente: Mata/cerrado (transição). Habito: Erva</nO>;;;;W. W. Thomas;;;;Sergipe;ITABAIANA;5Km ao W de Areia Branca, BR-235, (ca. 41Km ao W Aracaju). Estação Ecol. Serra Itabaiana.;-10.804155;-37.33376;Cyperaceae;Rhynchospora;tenuis;;Rhynchospora tenuis;;SIG;1;Marcelo;19/09/13;Centroide de reserva/parque;Rhynchospora tenuis
53ceafe8da177;;HUEFS;;177344;;Lima, L.C.P.;;2009;4;21;;;;;Mato Grosso;Chapada dos Guimarães;, Parque Nacional da Chapada dos Guimarães;-15.3234952027;-55.8625;Fabaceae;Desmodium;glabrescens;;Desmodium glabrescens;;coletor;1;Thiago;27/11/13;5 a 10Km;Desmodium glabrescens
53ceafe8da214;;NY;;978986;;Pirani, J. R.;;1987;2;8;;;;;Goiás;Teresina de Goiás;;-13.73;-47.25;Fabaceae;Chamaecrista;ochrosperma;;Chamaecrista ochrosperma;;coletor;1;Thiago;27/11/13;5 a 10Km;Chamaecrista ochrosperma
53ceafe8da2b0;;RB;;368067;;"Cordovil, S. P.; Santos, H. G. P. dos";;1993;6;22;;2009;8;5;Goiás;Corumbaíba;Margem esquerda do rio Corumbá, 1.5 km amontante do eixo da barragem próx. a foz do córrego Gameleira;-18.1425;-48.5614;Fabaceae;Chamaecrista;geraldii;;Chamaecrista geraldii;;coletor;1;Thiago;27/11/13;5 a 10Km;Chamaecrista geraldii
53ceafe8da34e;;HUEFS;;76067;;Coradin, L.;;1983;7;8;;;;;Bahia;Ibotirama;Rodovia Barreiras-Brasília km 90;-12.083333;-45.8;Fabaceae;Chamaecrista;coradinii;;Chamaecrista coradinii;;coletor;1;Thiago;27/11/13;5 a 10Km;Chamaecrista coradinii
53ceafe8da48f;;UFPE;UFP;58890;286;Mendes, K.;"<nO>Erva. Perto da casa de tratamento de água. DESC:Erva. Perto da casa de tratamento de água.;</nO>";2009;1;5;Alves, M.;2009;8;28;Sergipe;Areia Branca;Parque Nacional Serra de Itabaina-Trilha para a cachoeira véu da noiva. Fisionomia: arbustivo-herbáceo. Substrato: arenoso.;-10.804155;-37.333758;Cyperaceae;Rhynchospora;tenuis;;Rhynchospora tenuis;;SIG;1;Thiago;13/09/13;Centroide de reserva/parque;Rhynchospora tenuis
53ceafe8da52d;;UnB;UB;;549;"Zanatta, M.R.V.; Castro, B.M.";"<nO>Arbusto (1,5m). Flores rosa-magenta.; Campo limpo arenoso. Beira de rio. ; HA</nO>";2010;9;29;Zanatta, M.R.V.;;;;Goiás;Alto Paraiso de Goiás;Catarata dos Couros. Rio dos Couros.;-14.278333;-47.757778;Melastomataceae;Microlicia;clavillosa;;Microlicia clavillosa;;Coletor;1;Marcelo;23/09/13;5 a 10Km;Chaetostoma scoparium
53ceafe8da680;;HUEFS;;156444;;Queiroz, L.P.de;;2009;5;1;;2010;9;;Bahia;Barreiras;Área do entorno de Cachoeira do Acaba Vidas.;-11.885833;-45.596667;Fabaceae;Chamaecrista;coradinii;;Chamaecrista coradinii;;coletor;1;Thiago;27/11/13;5 a 10Km;Chamaecrista coradinii
53ceafe8da7bd;;UFPE;UFP;23169;388;Celli F.S.;;1982;3;18;Thomas E.;1990;1;1;Paraná;Guaíra;Parque Nacional das Sete Quedas;-25.516524;-54.054289;Cyperaceae;Rhynchospora;tenuis;;Rhynchospora tenuis;;SIG;1;Thiago;13/09/13;Centroide de reserva/parque;Rhynchospora tenuis
53ceafe8da859;;MBM;MBM;295324;77446;Hatschbach, G.;;2004;6;6;Strong, M.T.;;;;Minas Gerais;Joaquim Felício;Serra do Cabral, próximo ao Rio Embaiassaia;-17.900144;-44.235679;Cyperaceae;Rhynchospora;tenuis;;Rhynchospora tenuis;;SIG;1;Marcelo;12/09/13;Centroide de reserva/parque;Rhynchospora tenuis
53ceafe8da8f6;;MO;MOBOT_BR;3294180;45560;G. Hatschbach & R. Kummrow;;;;;E.N.,;;;;Rio de Janeiro;;Parque Itatiaia, abrigo Reboucas, Est. do Rio de Janeiro.;-22.356565;-44.660074;Scrophulariaceae;Buddleja;speciosissima;;Buddleja speciosissima;;SIG;1;Thiago;18/09/13;Centroide de reserva/parque;Buddleja speciosissima
53ceafe8da992;;UFOP;OUPR;20184;1012;Messias, M.C.T.B.;<nO>Campo rupestre. Erva, flores castanhas</nO>;2006;1;30;"Messias, M.C.T.B.; Scalon, V.R.";2009;11;9;Minas Gerais;Ouro Preto;Parque Estadual do Itacolomi, Lagoa Seca;-20.443377;-43.45847;Cyperaceae;Rhynchospora;tenuis;;Rhynchospora tenuis;;SIG;1;Marcelo;11/09/13;Centroide de reserva/parque;Rhynchospora tenuis
53ceafe8daa2f;;MBM;MBM;182163;849;Cavalcanti, T.B.;;;;;Cavalcanti, T.B.;;;;Goiás;Alto Paraíso de Goiás;Parque Nacional da Chapada dos Veadeiros;-14.033837;-47.660013;Lythraceae;Diplusodon;argenteus;;Diplusodon argenteus;;SIG;1;Thiago;13/09/13;Centroide de reserva/parque;Diplusodon argenteus
53ceafe8daaf2;;UNICAMP;UEC;29364;4955;"Heringer, E.P.; Filgueiras, T.S.; Mendonça, R.C.; Pereira, B.A.S.; Salles, A.E.H; Filgueiras, T.S.; Mendonça, R.C.; Pereira, B.A.S.; Salles, A.E.H.";"<nO>Árvore cerca de 15m de altura; madeira avermelhada, casca pouco espessa; folhas pilosas; flores amarelo claro; ovário com a base avermelhada; frutos pilosos, pardos; (coletou-se madeira).</nO>";1980;5;28;Zickel, C.S.;1997;8;;Distrito Federal;Brasília;Testemunha de mata próximo da entrada do Parque do Gama.;-16.044371;-48.086104;Cunoniaceae;Lamanonia;brasiliensis;;Lamanonia brasiliensis;;SIG;1;Thiago;13/09/13;Centroide de reserva/parque;Lamanonia brasiliensis
53ceafe8dab8f;Projeto Plantas Raras - shapefile;;;;;;;;;;;;;;Minas Gerais;Diamantina;"";-18.1;-43.533333;Melastomataceae;Comolia;edmundoi;;Comolia edmundoi;;;1;Marcelo;26/09/13;;Comolia edmundoi
53ceafe8dacca;;HUEFS;;166632;;Martinelli, G.;;2009;4;15;;;;;Goiás;Cavalcante;Parque Nacional da Chapada dos Veadeiros;-13.943889;-47.696111;FABACEAE;Mimosa;splendida;;Mimosa splendida;;;1;Thiago;17/12/2013;;Mimosa splendida
53ceafe8dad66;;HUEFS;;36763;;Queiroz, L.P.de;;1999;4;9;Nascimento, J.G.A.do;2006;9;;Bahia;Umburanas;entrando para W a cerca de 20 km S de Delfino na estrada para Umburanas;-10.366667;-41.316667;FABACEAE;Mimosa;ulbrichiana;;Mimosa ulbrichiana;;;1;Thiago;17/12/13;;Mimosa ulbrichiana
53ceafe8dae9f;;RB;;29703;;Campos Porto, P.;;1932;6;11;Leonardo M. Borges;2012;;;Bahia;Juazeiro;Ilha do Fogo;-9.74583;-40.4986;FABACEAE;Mimosa;ulbrichiana;;Mimosa ulbrichiana;;;1;Thiago;17/12/13;;Mimosa ulbrichiana
53ceafe8daf3c;;RB;;6203;;Zehntner, F.;;1912;8;;Nascimento, J.G.A.do;2007;4;;Bahia;Mundo Novo;;-9.41168;-41.8853;FABACEAE;Mimosa;ulbrichiana;;Mimosa ulbrichiana;;;1;Thiago;17/13/13;;Mimosa ulbrichiana
53ceafe8dafd9;;NY;NYBG_BR;629596;H50531;R. M. Harley;<nO><a href='http://sweetgum.nybg.org/vh/specimen.php?irn=79397'>more info</a></nO>;1991;12;28;E. M. Woodgyer;1996;;;Bahia;Abaíra;Salao, 9 km de Catolés na estrada para Inubía;-13.2;-41.9;Melastomataceae;Microlicia;balsamifera;;Microlicia balsamifera;;Coletor;1;Marcelo;23/09/13;5 a 10Km;Microlicia balsamifera
53ceafe8db077;;UnB;UB;"";16;Milhomens, L.C.;"<nO>.; HABITAT: .</nO>";1999;10;5;Milhomens, L.C.;"";"";"";Distrito Federal;Gama;CINDACTA;-16.016667;-48.066667;Connaraceae;Rourea;chrysomalla;"";Rourea chrysomalla;;;1;Thiago;17/04/14;;Rourea chrysomalla
